ticker,LPCN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-08-01,72.0
2013-08-28,-76.7442
2013-09-26,-40.0
2013-09-27,0.0
2013-10-01,-12.5
2013-10-02,0.0
2013-10-03,-0.9524
2013-10-04,-1.4423
2013-10-08,0.0
2013-10-09,0.0
2013-10-15,0.0
2013-10-16,-2.439
2013-10-18,-5.0
2013-10-21,5.2632
2013-10-22,0.0
2013-10-23,0.0
2013-10-28,0.0
2013-10-31,0.0
2013-11-07,0.0
2013-11-12,-3.0
2013-11-14,-17.5258
2013-11-15,11.875
2013-11-27,-7.8212
2013-11-29,0.0
2013-12-02,0.6061
2013-12-04,0.0
2013-12-05,-0.6024
2013-12-06,-0.6061
2013-12-09,-0.6098
2013-12-10,-0.6135
2013-12-11,-1.2346
2013-12-12,-6.25
2013-12-13,6.6667
2013-12-16,-4.375
2013-12-17,4.5752
2013-12-19,0.375
2013-12-20,-0.3736
2013-12-23,3.625
2013-12-26,0.1206
2013-12-30,-3.6145
2013-12-31,3.125
2014-01-02,-1.2121
2014-01-03,0.0
2014-01-06,1.227
2014-01-07,0.6061
2014-01-08,0.0
2014-01-09,0.0
2014-01-10,1.2048
2014-01-13,1.1905000000000001
2014-01-14,8.2353
2014-01-15,-2.1739
2014-01-16,-4.4444
2014-01-17,4.6512
2014-01-21,-2.2222
2014-01-22,2.2727
2014-01-23,-1.6667
2014-01-24,4.8588000000000005
2014-01-27,-3.0172
2014-01-28,0.0
2014-01-29,0.0
2014-01-30,0.0
2014-01-31,-1.0
2014-02-03,-0.1122
2014-02-04,-5.0562
2014-02-05,-4.7337
2014-02-06,1.2422
2014-02-07,0.6135
2014-02-10,3.6585
2014-02-11,-0.5882
2014-02-13,-0.5917
2014-02-14,5.9524
2014-02-18,-3.9326
2014-02-19,-3.5088
2014-02-20,1.2121
2014-02-21,-1.1976
2014-02-24,0.0
2014-02-25,-3.0303
2014-02-26,0.0
2014-02-27,0.0
2014-03-03,0.0
2014-03-04,-1.25
2014-03-05,0.0
2014-03-06,1.2658
2014-03-07,-0.625
2014-03-10,1.5093999999999999
2014-03-11,-0.8674
2014-03-12,0.625
2014-03-13,-0.6211
2014-03-14,0.0
2014-03-17,-3.75
2014-03-18,4.026
2014-03-19,0.1248
2014-03-20,0.0
2014-03-21,-7.2318999999999996
2014-03-24,5.6452
2014-03-25,-2.6718
2014-03-26,-0.5229
2014-03-28,-0.2973
2014-03-31,-1.9424000000000001
2014-04-01,7.5269
2014-04-02,-0.25
