ticker,IRBT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-11-09,11.25
2005-11-10,29.2135
2005-11-11,5.8261
2005-11-14,-10.4355
2005-11-15,-6.422
2005-11-16,0.8497
2005-11-17,-2.2683
2005-11-18,-2.1883
2005-11-21,-3.5593
2005-11-22,5.0615
2005-11-23,-0.5018
2005-11-25,0.0
2005-11-28,-3.5978
2005-11-29,0.6278
2005-11-30,1.3172
2005-12-01,-0.7527
2005-12-02,3.9297
2005-12-05,5.8043
2005-12-06,-6.4263
2005-12-07,2.6801
2005-12-08,0.7178
2005-12-09,-0.4535
2005-12-12,-2.5057
2005-12-13,-1.7023000000000001
2005-12-14,-2.343
2005-12-15,6.0501
2005-12-16,-0.5902
2005-12-19,1.814
2005-12-20,1.1338
2005-12-21,0.6086
2005-12-22,5.0621
2005-12-23,-3.9091
2005-12-27,-1.1038000000000001
2005-12-28,-1.3074
2005-12-29,9.6607
2005-12-30,-1.7973
2006-01-03,-2.7903000000000002
2006-01-04,-1.7284000000000002
2006-01-05,5.8731
2006-01-06,-1.9579
2006-01-09,-0.0605
2006-01-10,5.2074
2006-01-11,-1.8705
2006-01-12,0.088
2006-01-13,-0.4395
2006-01-17,4.7675
2006-01-18,6.1517
2006-01-19,-2.9637000000000002
2006-01-20,-5.6449
2006-01-23,0.7514
2006-01-24,0.8606
2006-01-25,-5.3754
2006-01-26,1.6231
2006-01-27,3.4605
2006-01-30,2.4871
2006-01-31,-0.8368
2006-02-01,-0.1406
2006-02-02,-0.9014
2006-02-03,-3.0984
2006-02-06,-3.6374
2006-02-07,-3.4093999999999998
2006-02-08,-2.3007
2006-02-09,-2.0968
2006-02-10,6.1944
2006-02-13,1.5513
2006-02-14,1.4971
2006-02-15,-22.5166
2006-02-16,-0.1554
2006-02-17,-0.2724
2006-02-21,1.4436
2006-02-22,4.0769
2006-02-23,1.2565
2006-02-24,-0.6569
2006-02-27,1.396
2006-02-28,-0.3623
2006-03-01,1.5272999999999999
2006-03-02,2.543
2006-03-03,0.5239
2006-03-06,-2.05
2006-03-07,-2.4477
2006-03-08,-3.1636
2006-03-09,-0.9012
2006-03-10,0.1516
2006-03-13,-0.8702
2006-03-14,1.4504000000000001
2006-03-15,-0.3762
2006-03-16,-0.8686
2006-03-17,3.4667
2006-03-20,1.2887
2006-03-21,-4.5075
2006-03-22,1.633
2006-03-23,0.0037
2006-03-24,4.5693
2006-03-27,2.9728
2006-03-28,2.2957
2006-03-29,0.238
2006-03-30,-2.9172000000000002
