ticker,SSER US Equity
2005-08-17,-1.3158
2005-08-18,-14.6667
2005-08-19,0.0
2005-08-22,-29.6875
2005-08-23,55.5556
2005-08-24,0.0
2005-08-25,7.1429
2005-08-26,0.0
2005-08-29,-6.6667
2005-08-30,-14.2857
2005-08-31,33.3333
2005-09-01,-6.25
2005-09-02,-2.6667
2005-09-06,0.0
2005-09-07,-24.6575
2005-09-08,9.0909
2005-09-09,8.3333
2005-09-12,0.0
2005-09-13,12.3077
2005-09-14,-24.6575
2005-09-15,0.0
2005-09-16,21.8182
2005-09-19,4.4776
2005-09-20,-14.2857
2005-09-21,16.6667
2005-09-22,-18.5714
2005-09-23,14.0351
2005-09-26,-13.8462
2005-09-27,5.3571
2005-09-28,10.1695
2005-09-29,-13.8462
2005-09-30,16.0714
2005-10-03,-16.9231
2005-10-04,1.8519
2005-10-06,18.1818
2005-10-07,7.6923
2005-10-10,21.4286
2005-10-11,-5.8824
2005-10-12,6.25
2005-10-13,5.8824
2005-10-14,4.4444
2005-10-17,-14.8936
2005-10-18,16.25
2005-10-19,-13.9785
2005-10-20,-6.25
2005-10-21,-6.6667
2005-10-24,-5.7143
2005-10-25,0.0
2005-10-26,0.0
2005-10-27,-4.5455
2005-10-28,-3.1746
2005-10-31,22.9508
2005-11-01,-6.6667
2005-11-02,2.8571
2005-11-03,-2.7778
2005-11-04,-5.7143
2005-11-07,-1.5152
2005-11-08,15.3846
2005-11-09,-4.0
2005-11-10,-16.6667
2005-11-11,11.6667
2005-11-14,-10.4478
2005-11-15,-8.3333
2005-11-16,12.7273
2005-11-17,12.9032
2005-11-18,-7.1429
2005-11-21,-18.4615
2005-11-22,20.7547
2005-11-23,-9.375
2005-11-25,-5.1724
2005-11-28,18.1818
2005-11-29,0.0
2005-11-30,-12.3077
2005-12-01,5.2632
2005-12-02,0.0
2005-12-05,-11.6667
2005-12-06,-15.0943
2005-12-07,11.1111
2005-12-08,-4.0
2005-12-09,-6.25
2005-12-12,28.8889
2005-12-14,0.0
2005-12-15,-1.7241
2005-12-16,1.7544
2005-12-19,-3.4483
2005-12-20,-1.7856999999999998
2005-12-21,-36.3636
2005-12-22,0.0
2005-12-23,57.1429
2005-12-27,-36.3636
2005-12-28,42.8571
2005-12-29,-12.0
2005-12-30,29.5455
2006-01-03,0.0
2006-01-04,5.2632
2006-01-05,0.0
2006-01-06,0.0
2006-01-09,-33.3333
2006-01-10,12.5
2006-01-11,-11.1111
2006-01-12,0.0
2006-01-13,0.0
2006-01-17,0.0
2006-01-18,0.0
2006-01-19,10.0
2006-01-20,2.2727
2006-01-23,22.2222
2006-01-24,-10.9091
2006-01-26,2.0408
2006-01-27,10.0
2006-01-30,-9.0909
2006-01-31,-10.0
2006-02-01,11.1111
2006-02-02,-20.0
2006-02-03,12.5
2006-02-06,-11.1111
2006-02-07,25.0
2006-02-08,-20.0
2006-02-09,25.0
2006-02-10,-1.0
2006-02-13,-19.1919
2006-02-14,0.0
2006-02-15,22.5
2006-02-17,-18.3673
2006-02-21,-15.0
2006-02-22,-2.9412000000000003
2006-02-23,45.4545
2006-02-24,0.0
2006-02-27,-6.25
2006-02-28,0.0
2006-03-01,-22.2222
2006-03-02,0.0
2006-03-03,0.0
2006-03-06,2.8571
2006-03-07,-30.5556
2006-03-08,4.0
2006-03-09,23.0769
2006-03-10,-21.875
2006-03-13,28.0
2006-03-14,-21.875
2006-03-15,28.0
2006-03-16,-18.75
2006-03-17,0.0
2006-03-20,15.3846
2006-03-21,-13.3333
2006-03-22,1.9231
2006-03-23,13.2075
2006-03-24,30.0
2006-03-28,-30.7692
2006-03-29,33.3333
2006-03-30,-25.0
2006-04-04,29.6296
2006-04-05,-22.8571
2006-04-06,29.6296
2006-04-07,-14.2857
2006-04-10,0.0
2006-04-11,0.0
2006-04-12,0.0
2006-04-13,-10.0
2006-04-17,3.7037
2006-04-18,25.0
2006-04-19,0.0
2006-04-20,-5.7143
2006-04-21,-36.3636
2006-04-24,57.1429
2006-04-26,6.0606
2006-04-27,0.0
2006-04-28,0.0
2006-05-01,0.0
2006-05-02,-2.8571
2006-05-03,2.9412000000000003
2006-05-05,-2.8571
2006-05-08,-2.9412000000000003
2006-05-09,0.0
2006-05-10,0.0
2006-05-11,0.0
2006-05-15,0.0
2006-05-16,3.0303
2006-05-18,-2.9412000000000003
2006-05-19,0.0
2006-05-22,-9.0909
2006-05-23,10.0
2006-05-26,-15.1515
2006-05-30,0.0
2006-06-01,0.0
2006-06-02,-46.4286
2006-06-05,66.6667
2006-06-06,-40.0
2006-06-07,66.6667
2006-06-08,0.0
2006-06-09,-8.0
2006-06-12,8.6957
2006-06-13,0.0
2006-06-14,-36.0
2006-06-15,43.75
2006-06-16,8.6957
2006-06-20,0.0
2006-06-22,-8.0
2006-06-23,4.3478
2006-06-27,-33.3333
2006-06-28,0.0
2006-06-29,31.25
2006-07-03,4.7619
2006-07-06,-31.8182
2006-07-07,40.0
2006-07-10,4.7619
2006-07-12,-2.2727
2006-07-14,2.3256
2006-07-18,0.0
2006-07-20,0.0
2006-07-24,0.0
2006-07-26,0.0
2006-07-28,0.0
2006-07-31,-9.0909
2006-08-01,-50.0
2006-08-02,0.0
2006-08-03,-20.0
2006-08-07,-12.5
2006-08-08,-14.2857
2006-08-10,0.0
2006-08-11,100.0
2006-08-14,-58.3333
2006-08-17,100.0
2006-08-21,0.0
2006-08-23,10.0
2006-08-24,-54.5455
2006-08-25,100.0
2006-08-28,10.0
2006-08-30,0.0
2006-08-31,0.0
2006-09-05,0.0
2006-09-07,-54.5455
2006-09-08,120.0
2006-09-12,0.0
2006-09-14,-54.5455
2006-09-15,120.0
2006-09-19,13.6364
2006-09-21,0.0
2006-09-25,0.0
2006-09-26,0.0
2006-09-28,0.0
2006-09-29,0.0
2006-10-02,-60.0
2006-10-04,110.0
2006-10-09,-14.2857
2006-10-10,44.4444
2006-10-12,-7.6923
2006-10-16,0.0
2006-10-18,0.0
2006-10-20,0.0
2006-10-23,-58.3333
2006-10-24,80.0
2006-10-26,22.2222
2006-10-27,0.0
2006-10-31,0.0
2006-11-02,0.0
2006-11-03,0.0
2006-11-07,-18.1818
2006-11-08,0.0
2006-11-09,-55.5556
2006-11-10,100.0
2006-11-13,12.5
2006-11-15,0.0
2006-11-16,0.0
2006-11-17,-44.4444
2006-11-20,80.0
2006-11-21,-22.2222
2006-11-24,0.0
2006-11-27,14.2857
2006-11-28,0.0
2006-11-29,-50.0
2006-11-30,50.0
2006-12-01,-16.6667
2006-12-04,10.0
2006-12-06,-36.3636
2006-12-07,71.4286
2006-12-08,-33.3333
2006-12-11,47.5
2006-12-12,0.0
2006-12-13,0.0
2006-12-14,0.0
2006-12-15,0.0
2006-12-18,0.0
2006-12-19,0.0
2006-12-21,-15.2542
2006-12-22,18.0
2006-12-26,-15.2542
2006-12-27,-20.0
2006-12-28,-12.5
2006-12-29,68.5714
2007-01-04,27.1186
2007-01-08,0.0
2007-01-10,0.0
2007-01-12,0.0
2007-01-17,0.0
2007-01-19,0.0
2007-01-23,0.0
2007-01-25,0.0
2007-01-29,-20.0
2007-01-30,25.0
2007-01-31,0.0
2007-02-01,-53.3333
2007-02-02,114.2857
2007-02-06,0.0
2007-02-08,0.0
2007-02-09,26.6667
2007-02-12,0.0
2007-02-13,0.0
2007-02-14,0.0
2007-02-15,-73.6842
2007-02-16,20.0
2007-02-20,216.6667
2007-02-21,-78.9474
2007-02-22,375.0
2007-02-23,-15.7895
2007-02-27,18.75
2007-02-28,-15.7895
2007-03-01,12.5
2007-03-05,-22.2222
2007-03-07,28.5714
2007-03-08,0.0
2007-03-12,-16.6667
2007-03-13,-6.6667
2007-03-15,0.0
2007-03-16,0.0
2007-03-19,0.0
2007-03-21,0.0
2007-03-26,0.0
2007-03-28,0.0
2007-03-29,-54.2857
2007-03-30,0.0
2007-04-03,0.0
2007-04-05,118.75
2007-04-09,0.0
2007-04-10,0.0
2007-04-11,0.0
2007-04-13,0.0
2007-04-16,0.0
2007-04-18,-42.8571
2007-04-19,125.0
2007-04-20,-22.2222
2007-04-23,28.5714
2007-04-24,0.0
2007-04-26,-22.2222
2007-04-27,28.5714
2007-04-30,-12.2222
2007-05-01,-55.6962
2007-05-02,125.7143
2007-05-04,0.0
2007-05-07,0.0
2007-05-09,0.0
2007-05-10,-55.6962
2007-05-11,125.7143
2007-05-15,0.0
2007-05-16,-11.3924
2007-05-18,12.857099999999999
2007-05-21,0.0
2007-05-22,-11.3924
2007-05-24,-2.8571
2007-05-29,0.0
2007-05-31,-11.7647
2007-06-01,0.0
2007-06-04,0.0
2007-06-06,-16.6667
2007-06-08,0.0
2007-06-12,0.0
2007-06-14,-2.0
2007-06-15,0.0
2007-06-18,0.0
2007-06-20,-48.9796
2007-06-21,96.0
2007-06-25,0.0
2007-06-27,0.0
2007-06-29,0.0
2007-07-09,0.0
2007-07-10,0.0
2007-07-12,0.0
2007-07-13,0.0
2007-07-16,0.0
2007-07-18,0.0
2007-07-20,0.0
2007-07-24,0.0
2007-07-26,0.0
2007-07-30,0.0
2007-07-31,0.0
2007-08-02,0.0
2007-08-03,0.0
2007-08-07,-8.1633
2007-09-04,0.0
2007-09-05,-11.1111
2007-09-14,-25.0
2007-09-18,0.0
2007-09-19,-83.3333
2007-09-20,500.0
2007-09-21,0.0
2007-09-24,-66.6667
2007-09-25,0.0
2007-09-26,200.0
2007-10-01,0.0
2007-10-03,-66.6667
2007-10-04,0.0
2007-10-10,200.0
2007-10-11,-66.6667
2007-10-12,0.0
2007-10-16,0.0
2007-10-17,0.0
2007-10-19,40.0
2007-11-02,42.8571
2007-11-05,0.0
2007-11-06,55.0
2007-11-07,61.2903
2007-11-08,0.0
2007-11-09,-20.0
2007-11-12,-25.0
2007-11-13,100.0
2007-11-29,-40.0
2007-12-03,-41.6667
2007-12-05,-47.619
2007-12-10,72.7273
2007-12-11,-47.3684
2007-12-12,20.0
2007-12-13,-16.6667
2007-12-19,-30.0
2007-12-20,42.8571
2007-12-21,0.0
2007-12-24,0.0
2007-12-26,0.0
2007-12-28,0.0
2007-12-31,0.0
2008-01-03,0.0
2008-01-10,10.0
2008-01-15,-9.0909
2008-01-25,500.0
2008-02-01,-33.3333
2008-02-08,-75.0
2008-02-11,500.0
2008-02-13,-83.3333
2008-02-19,20.0
2008-02-20,-16.6667
2008-02-25,50.0
2008-03-06,-33.3333
2008-03-12,0.0
2008-03-17,140.0
2008-03-27,-58.3333
2008-04-02,50.0
2008-04-03,33.3333
2008-04-08,0.0
2008-04-10,-50.0
2008-06-09,-90.0
2008-08-27,0.0
2008-10-09,-68.75
2009-01-05,0.0
2009-01-12,-60.0
2009-04-20,0.0
2009-08-26,0.0
2009-10-09,0.0
2009-10-22,0.0
2010-01-12,0.0
2010-02-11,0.0
2010-06-11,950.0
2010-06-25,-90.4762
2012-07-13,7900.0
2012-09-10,-98.75
2012-10-01,0.0
2013-01-09,0.0
2014-10-16,0.0
2015-03-13,700.0
2015-04-10,-87.5
2015-04-27,0.0
2015-06-01,700.0
2015-07-30,-87.5
2015-10-14,-73.6
2016-02-10,2930.303
2016-03-07,0.0
2016-04-04,0.0
2016-06-08,-87.5
2016-07-25,0.0
2016-08-16,700.0
2016-09-29,0.0
2016-11-08,0.0
2017-03-27,-87.5
2017-03-30,0.0
2017-06-02,-99.2
2017-06-06,200.0
2017-10-10,1566.6666
2017-11-01,-80.0
2017-12-22,900.0
2018-03-05,0.0
2018-03-12,0.0
2018-03-15,0.0
2018-05-02,0.0
2018-06-11,0.0
2018-07-06,0.0
2018-07-27,0.0
2018-09-24,-92.0
2018-12-28,1150.0
2019-05-07,-99.0
2019-05-15,0.0
2019-05-16,900.0
2019-08-13,610.0
2019-09-17,-98.5915
2019-11-01,0.0
2019-12-06,0.0
2019-12-17,0.0
2019-12-31,9900.0
2020-02-07,900.0
2020-03-05,-99.9
2020-03-23,69900.0002
2020-05-13,-57.1429
2020-05-15,66.6667
2020-06-23,100.0
2020-06-24,1900.0
2020-06-29,0.0
2020-07-01,-96.5
2020-07-06,2757.1429
2020-07-08,-30.0
2020-07-09,-87.1429
2020-07-20,0.0
2020-07-30,0.0
