ticker,OSBC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-3.9215999999999998
2000-01-04,-6.1224
2000-01-05,1.087
2000-01-06,-1.0753
2000-01-07,0.0
2000-01-10,0.0
2000-01-11,0.2717
2000-01-12,-0.271
2000-01-13,0.0
2000-01-14,1.6303999999999998
2000-01-18,-1.0695000000000001
2000-01-19,-0.5405
2000-01-20,0.0
2000-01-21,2.1739
2000-01-24,0.0
2000-01-26,0.0
2000-01-27,-1.8617
2000-01-28,0.813
2000-01-31,-1.6129
2000-02-01,-0.5464
2000-02-03,0.5495
2000-02-04,-0.5464
2000-02-07,-0.5495
2000-02-08,-0.5525
2000-02-10,0.0
2000-02-11,0.0
2000-02-14,-1.1111
2000-02-15,-1.1236
2000-02-16,0.5682
2000-02-17,0.0
2000-02-18,1.1299
2000-02-22,-1.1173
2000-02-23,0.0
2000-02-24,-1.1299
2000-02-25,0.5714
2000-02-28,-1.7045
2000-02-29,-0.578
2000-03-01,0.0
2000-03-02,1.7442
2000-03-03,-0.5714
2000-03-06,-0.5747
2000-03-07,0.578
2000-03-08,0.0
2000-03-09,0.5747
2000-03-10,-1.1429
2000-03-13,-0.578
2000-03-14,-3.1977
2000-03-15,4.5045
2000-03-16,1.1494
2000-03-17,1.1364
2000-03-21,-2.2472
2000-03-22,1.7241
2000-03-23,-0.565
2000-03-24,0.6818
2000-03-27,0.5682
2000-03-30,-2.5423999999999998
2000-04-03,0.2899
2000-04-04,0.578
2000-04-05,-0.5747
2000-04-06,0.0
2000-04-07,0.0
2000-04-10,0.578
2000-04-11,-0.5747
2000-04-12,-1.7341
2000-04-13,0.0
2000-04-14,2.3529
2000-04-17,-2.2989
2000-04-18,3.5294
2000-04-19,-2.8409
2000-04-20,2.924
2000-04-25,-2.8409
2000-04-26,1.7544
2000-04-27,0.5747
2000-04-28,0.2857
2000-05-01,-1.9943
2000-05-02,-0.5814
2000-05-04,0.5848
2000-05-05,1.1628
2000-05-08,-1.1494
2000-05-09,0.0
2000-05-10,0.1453
2000-05-16,-0.1451
2000-05-17,1.1628
2000-05-18,-1.1494
2000-05-19,0.0
2000-05-22,0.436
2000-05-23,0.7236
2000-05-24,0.0
2000-05-25,-1.1494
2000-05-26,0.0
2000-05-31,0.5814
2000-06-01,0.0
2000-06-02,0.0
2000-06-05,0.0
2000-06-06,-0.578
2000-06-07,2.3256
2000-06-08,-2.8409
2000-06-12,0.0
2000-06-13,1.1696
2000-06-14,0.0
2000-06-15,-0.578
