ticker,SOS US Equity
2017-09-19,-0.4894
2017-09-20,0.0
2017-09-21,4.918
2017-09-22,10.3125
2017-09-25,-4.3909
2017-09-26,-0.4444
2017-09-27,-1.4881
2017-09-28,0.3021
2017-09-29,-0.753
2017-10-02,1.7436
2017-10-03,7.235
2017-10-04,5.2851
2017-10-05,-1.9815
2017-10-06,-0.9434
2017-10-09,5.3061
2017-10-10,1.5504
2017-10-11,33.0789
2017-10-12,-5.3537
2017-10-13,14.3434
2017-10-16,-3.6219
2017-10-17,4.7663
2017-10-18,-8.1365
2017-10-19,-2.6667
2017-10-20,-3.3268
2017-10-23,-8.2996
2017-10-24,-4.0839
2017-10-25,-9.6663
2017-10-26,-0.3822
2017-10-27,0.8951
2017-10-30,6.4639
2017-10-31,-3.8095
2017-11-01,-1.1139000000000001
2017-11-02,-0.8761
2017-11-03,-1.6414
2017-11-06,-4.3646
2017-11-07,-1.3423
2017-11-08,0.5442
2017-11-09,14.0731
2017-11-10,10.7948
2017-11-13,0.0
2017-11-14,6.3169
2017-11-15,1.007
2017-11-16,-4.985
2017-11-17,-4.9318
2017-11-20,0.7726
2017-11-21,3.2859
2017-11-22,-6.0445
2017-11-24,-14.2212
2017-11-27,4.4737
2017-11-28,-1.2594
2017-11-29,-2.4234999999999998
2017-11-30,-3.0065
2017-12-01,-18.8679
2017-12-04,-13.6213
2017-12-05,-0.1923
2017-12-06,2.8902
2017-12-07,-4.1199
2017-12-08,17.1875
2017-12-11,-0.3333
2017-12-12,2.3411
2017-12-13,6.2092
2017-12-14,-2.3077
2017-12-15,-3.9370000000000003
2017-12-18,-1.4754
2017-12-19,-2.4958
2017-12-20,-2.901
2017-12-21,1.2302
2017-12-22,0.6944
2017-12-26,-2.5862
2017-12-27,-0.354
2017-12-28,3.5524
2017-12-29,-1.8868
2018-01-02,9.6154
2018-01-03,-2.5518
2018-01-04,0.1637
2018-01-05,3.4314
2018-01-08,-4.8972999999999995
2018-01-09,1.6611
2018-01-10,0.4902
2018-01-11,-4.2276
2018-01-12,-5.0934
2018-01-16,-1.9678
2018-01-17,0.5474
2018-01-18,0.726
2018-01-19,-1.8018
2018-01-22,1.8349
2018-01-23,0.9009
2018-01-24,6.0714
2018-01-25,0.1684
2018-01-26,-0.1681
2018-01-29,-2.1886
2018-01-30,-4.9914
2018-01-31,3.9855
2018-02-01,-4.5296
2018-02-02,-5.8394
2018-02-05,-6.5891
2018-02-06,0.0
2018-02-07,-1.0373
2018-02-08,-2.3061
2018-02-09,-2.3605
2018-02-12,1.5385
2018-02-13,0.2165
2018-02-14,2.8078
2018-02-15,8.6134
2018-02-16,-2.1277
2018-02-20,-3.1621
2018-02-21,2.2449
2018-02-22,-1.3972
2018-02-23,-1.2146
2018-02-26,-2.8689
2018-02-27,4.4304
2018-02-28,-5.6566
2018-03-01,5.3533
2018-03-02,4.878
2018-03-05,-2.7132
2018-03-06,-0.996
2018-03-07,-0.8048
2018-03-08,6.0852
2018-03-09,4.0153
2018-03-12,2.7574
2018-03-13,-4.1145
2018-03-14,-2.7984999999999998
2018-03-15,2.4952
2018-03-16,0.7491
2018-03-19,-0.3717
2018-03-20,-2.9851
2018-03-21,0.0
2018-03-22,-1.9231
2018-03-23,-7.2549
2018-03-26,1.4799
2018-03-27,-1.4583
2018-03-28,1.6913
2018-03-29,3.5343
2018-04-02,-0.6024
2018-04-03,-1.4141
2018-04-04,-6.1475
2018-04-05,-7.2052
2018-04-06,-4.0
2018-04-09,-1.7157
2018-04-10,2.2444
2018-04-11,0.0
2018-04-12,1.9512
2018-04-13,8.3732
2018-04-16,-4.8565000000000005
2018-04-17,4.1763
2018-04-18,-1.7816999999999998
2018-04-19,-2.2676
2018-04-20,0.9281
2018-04-23,-3.908
2018-04-24,-0.2392
2018-04-25,-6.4748
2018-04-26,4.6154
2018-04-27,1.4706000000000001
2018-04-30,0.0
2018-05-01,-2.657
2018-05-02,1.737
2018-05-03,1.9512
2018-05-04,1.6745999999999999
2018-05-07,-0.9412
2018-05-08,-1.4252
2018-05-09,0.7229
2018-05-10,-1.1962
2018-05-11,3.632
2018-05-14,-1.6355
2018-05-15,-4.2755
2018-05-16,-5.9553
2018-05-17,1.3193
2018-05-18,-0.7812
2018-05-21,-3.6745
2018-05-22,-8.7193
2018-05-23,-11.9403
2018-05-24,11.5254
2018-05-25,-4.2553
2018-05-29,-4.4444
2018-05-30,-1.9933999999999998
2018-05-31,6.1017
2018-06-01,-0.639
2018-06-04,8.6817
2018-06-05,-1.1834
2018-06-06,-4.7904
2018-06-07,-3.7736
2018-06-08,-13.3987
2018-06-11,10.9434
2018-06-12,0.3401
2018-06-13,-0.678
2018-06-14,2.3891
2018-06-15,-1.3333
2018-06-18,-5.4054
2018-06-19,-1.7856999999999998
2018-06-20,-2.9091
2018-06-21,-1.4981
2018-06-22,-2.2814
2018-06-25,-6.6148
2018-06-26,4.5833
2018-06-27,-3.5857
2018-06-28,0.4132
2018-06-29,-10.6996
2018-07-02,-0.4608
2018-07-03,3.2407
2018-07-05,-1.7936999999999999
2018-07-06,-1.8265
2018-07-09,0.9302
2018-07-10,-3.6866
2018-07-11,-2.3923
2018-07-12,0.0
2018-07-13,-2.9412000000000003
2018-07-16,-7.0707
2018-07-17,16.8478
2018-07-18,-2.3256
2018-07-19,-6.6667
2018-07-20,0.5102
2018-07-23,-1.5228000000000002
2018-07-24,1.0309
2018-07-25,1.5306
2018-07-26,-1.005
2018-07-27,-1.5228000000000002
2018-07-30,-3.0928
2018-07-31,-6.9149
2018-08-01,3.4286
2018-08-02,-1.6575
2018-08-03,3.9326
2018-08-06,-6.4865
2018-08-07,1.1561
2018-08-08,0.0
2018-08-09,-2.2857
2018-08-10,0.0
2018-08-13,2.3392
2018-08-14,6.2857
2018-08-15,16.129
2018-08-16,30.0926
2018-08-17,2.847
2018-08-20,-1.0381
2018-08-21,-4.8951
2018-08-22,-8.8235
2018-08-23,-4.4355
2018-08-24,-5.4852
2018-08-27,11.607099999999999
2018-08-28,-1.2
2018-08-29,5.2632
2018-08-30,-2.3077
2018-08-31,1.5748
2018-09-04,-3.4884
2018-09-05,-3.6145
2018-09-06,-2.9167
2018-09-07,4.2918
2018-09-10,-2.0576
2018-09-11,0.0
2018-09-12,-4.6218
2018-09-13,3.5242
2018-09-14,-4.6809
2018-09-17,1.3393
2018-09-18,4.8458
2018-09-19,3.3613
2018-09-20,2.439
2018-09-21,1.9841
2018-09-24,0.0
2018-09-25,-1.9455
2018-09-26,4.7619
2018-09-27,0.3788
2018-09-28,7.9245
2018-10-01,2.7972
2018-10-02,-0.6803
2018-10-03,2.3973
2018-10-04,-12.709
2018-10-05,-1.9157
2018-10-08,-3.125
2018-10-09,-1.2097
2018-10-10,7.3469
2018-10-11,-6.0837
2018-10-12,-0.4049
2018-10-15,-3.6585
2018-10-16,4.2194
2018-10-17,0.8097
2018-10-18,-0.4016
2018-10-19,-2.4194
2018-10-22,-1.6529
2018-10-23,-1.6806999999999999
2018-10-24,0.0
2018-10-25,3.4188
2018-10-26,3.3058
2018-10-29,-2.0
2018-10-30,-2.0408
2018-10-31,3.75
2018-11-01,2.4096
2018-11-02,-3.9215999999999998
2018-11-05,1.6327
2018-11-06,-1.2048
2018-11-07,1.626
2018-11-08,0.8
2018-11-09,-2.3810000000000002
2018-11-12,0.0
2018-11-13,1.626
2018-11-14,-0.4
2018-11-15,-6.4257
2018-11-16,2.1416
2018-11-19,-6.2986
2018-11-20,-3.5874
2018-11-21,-8.8372
2018-11-23,-2.551
2018-11-26,-0.5236
2018-11-27,-4.7368
2018-11-28,-6.6298
2018-11-29,-2.9586
2018-11-30,1.8293
2018-12-03,1.1976
2018-12-04,-2.9586
2018-12-06,0.6098
2018-12-07,-2.4242
2018-12-10,1.8634
2018-12-11,-3.6585
2018-12-12,0.6329
2018-12-13,-2.5157
2018-12-14,-3.871
2018-12-17,0.0
2018-12-18,-1.3423
2018-12-19,-17.6871
2018-12-20,-4.1322
2018-12-21,4.3103
2018-12-24,-3.3058
2018-12-26,-4.2735
2018-12-27,-5.3571
2018-12-28,4.717
2018-12-31,-8.1081
2019-01-02,15.6863
2019-01-03,-3.3898
2019-01-04,-4.386
2019-01-07,1.8349
2019-01-08,-0.9009
2019-01-09,2.7273
2019-01-10,0.0
2019-01-11,-6.1947
2019-01-14,8.4906
2019-01-15,-0.8696
2019-01-16,-1.7544
2019-01-17,15.1786
2019-01-18,7.7519
2019-01-22,-0.7194
2019-01-23,-5.7971
2019-01-24,-3.0769
2019-01-25,1.5873
2019-01-28,-1.9062999999999999
2019-01-29,1.9433
2019-01-30,-3.9063
2019-01-31,0.813
2019-02-01,-1.6129
2019-02-04,0.8197
2019-02-05,-2.439
2019-02-06,-0.4167
2019-02-07,-1.2551999999999999
2019-02-08,0.8475
2019-02-11,-3.3613
2019-02-12,4.3478
2019-02-13,-1.6667
2019-02-14,1.6949
2019-02-15,-1.6667
2019-02-19,-3.3898
2019-02-20,0.0
2019-02-21,3.5088
2019-02-22,0.8475
2019-02-25,12.605
2019-02-26,-0.7463
2019-02-27,-6.7669
2019-02-28,-1.6129
2019-03-01,0.8197
2019-03-04,1.626
2019-03-05,32.0
2019-03-06,-11.5152
2019-03-07,0.0
2019-03-08,-12.3288
2019-03-11,3.9063
2019-03-12,0.7444
2019-03-13,5.9780999999999995
2019-03-14,-7.7465
2019-03-15,0.0
2019-03-18,-6.1068999999999996
2019-03-19,1.626
2019-03-20,-8.0
2019-03-21,-6.087
2019-03-22,3.7037
2019-03-25,-3.5714
2019-03-26,1.8519
2019-03-27,1.8182
2019-03-28,-4.4643
2019-03-29,3.7382999999999997
2019-04-01,-4.5045
2019-04-02,-0.9434
2019-04-03,0.0
2019-04-04,-2.8571
2019-04-05,7.8431
2019-04-08,0.9091
2019-04-09,-0.9009
2019-04-10,-1.8182
2019-04-11,6.4815
2019-04-12,-4.3478
2019-04-15,-5.4545
2019-04-16,-15.3846
2019-04-17,0.0
2019-04-18,9.0909
2019-04-22,0.9375
2019-04-23,-2.9825
2019-04-24,-4.2655
2019-04-25,-1.3333
2019-04-26,-4.2793
2019-04-29,4.7059
2019-04-30,-14.7079
2019-05-01,11.0526
2019-05-02,3.4401
2019-05-03,0.2294
2019-05-06,-4.8055
2019-05-07,-0.5288
2019-05-08,-3.1779
2019-05-09,-6.4021
2019-05-10,-4.9867
2019-05-13,-2.2453
2019-05-14,-7.7232
2019-05-15,1.1201
2019-05-16,0.7692
2019-05-17,-37.374
2019-05-20,-12.2379
2019-05-21,-13.8889
2019-05-22,-9.6774
2019-05-23,-17.9286
2019-05-24,33.5074
2019-05-28,72.751
2019-05-29,-9.6226
2019-05-30,7.5157
2019-05-31,11.5922
2019-06-03,-17.035
2019-06-04,-15.687899999999999
2019-06-05,3.0348
2019-06-06,-10.2125
2019-06-07,-8.5776
2019-06-10,0.0
2019-06-11,3.6765
2019-06-12,-2.9787
2019-06-13,12.4561
2019-06-14,25.325
2019-06-17,18.2573
2019-06-18,-6.1404
2019-06-19,-2.8037
2019-06-20,3.8462
2019-06-21,1.2778
2019-06-24,0.5668
2019-06-25,-3.6364
2019-06-26,-3.5282999999999998
2019-06-27,-9.0358
2019-06-28,8.3638
2019-07-01,-8.7302
2019-07-02,0.0
2019-07-03,-5.6087
2019-07-05,-6.702
2019-07-08,-5.8998
2019-07-09,7.5289
2019-07-10,-4.8548
2019-07-11,3.7949
2019-07-12,0.2223
2019-07-15,-2.6374
2019-07-16,1.1139000000000001
2019-07-17,-0.0751
2019-07-18,-8.5442
2019-07-19,0.8219
2019-07-22,8.6957
2019-07-23,-6.25
2019-07-24,2.0267
2019-07-25,4.5478
2019-07-26,0.225
2019-07-29,1.771
2019-07-30,-0.2206
2019-07-31,5.6251999999999995
2019-08-01,0.5349
2019-08-02,9.7849
2019-08-05,3.8769
2019-08-06,1.3996
2019-08-07,-5.081
2019-08-08,1.1591
2019-08-09,8.7485
2019-08-12,5.3079
2019-08-13,3.6929
2019-08-14,-2.2281
2019-08-15,2.3147
2019-08-16,3.3672
2019-08-19,10.095
2019-08-20,1.8801
2019-08-21,2.8589
2019-08-22,10.1471
2019-08-23,4.9933
2019-08-26,-14.8016
2019-08-27,-5.9552
2019-08-28,-4.6659
2019-08-29,7.8242
2019-08-30,9.1555
2019-09-03,0.0
2019-09-04,-10.8911
2019-09-05,3.9683
2019-09-06,4.9618
2019-09-09,-9.8473
2019-09-10,0.6131
2019-09-11,1.0263
2019-09-12,3.1746
2019-09-13,4.4769
2019-09-16,-0.6037
2019-09-17,-9.3333
2019-09-18,2.9248
2019-09-19,-0.3016
2019-09-20,-1.6082999999999998
2019-09-23,-1.2785
2019-09-24,-12.9508
2019-09-25,-5.838
2019-09-26,-5.4
2019-09-27,0.6977
2019-09-30,9.1749
2019-10-01,-3.7885
2019-10-02,-13.9402
2019-10-03,-0.1294
2019-10-04,-5.8372
2019-10-07,1.2349
2019-10-08,-2.464
2019-10-09,-13.5698
2019-10-10,0.9701
2019-10-11,-5.1304
2019-10-14,-6.3142
2019-10-15,3.2248
2019-10-16,1.6245
2019-10-17,10.8054
2019-10-18,-8.4478
2019-10-21,-6.0606
2019-10-22,-5.1935
2019-10-23,-1.6672
2019-10-24,-0.519
2019-10-25,-2.6087
2019-10-28,3.1429
2019-10-29,-6.5097000000000005
2019-10-30,0.0
2019-10-31,5.0
2019-11-01,-2.6808
2019-11-04,12.5408
2019-11-05,7.0853
2019-11-06,-15.7895
2019-11-07,6.4286
2019-11-08,5.6879
2019-11-11,-10.462
2019-11-12,3.3688000000000002
2019-11-13,0.6518
2019-11-14,-1.1247
2019-11-15,3.4126
2019-11-18,-6.6667
2019-11-19,3.5714
2019-11-20,-3.4483
2019-11-21,-3.9286
2019-11-22,-10.7807
2019-11-25,-7.75
2019-11-26,8.8979
2019-11-27,3.1219
2019-11-29,10.6075
2019-12-02,-2.7273
2019-12-03,-15.8879
2019-12-04,-15.1111
2019-12-05,-7.3298
2019-12-06,-4.8023
2019-12-09,-1.4837
2019-12-10,-1.6987999999999999
2019-12-11,-2.4268
2019-12-12,4.7167
2019-12-13,10.3581
2019-12-16,3.2609
2019-12-17,-4.7368
2019-12-18,13.895
2019-12-19,3.3228
2019-12-20,-6.1033
2019-12-23,-3.895
2019-12-24,-4.7916
2019-12-26,113.1148
2019-12-27,-2.3077
2019-12-30,-7.3491
2019-12-31,4.5326
2020-01-02,-0.271
2020-01-03,-10.3261
2020-01-06,-16.6667
2020-01-07,-1.8182
2020-01-08,-1.1111
2020-01-09,6.367
2020-01-10,-8.4507
2020-01-13,-0.3846
2020-01-14,3.4749
2020-01-15,-1.1194
2020-01-16,-5.6604
2020-01-17,-8.8
2020-01-21,-0.4386
2020-01-22,-2.9295
2020-01-23,-0.6127
2020-01-24,-12.274000000000001
2020-01-27,-7.8649000000000004
2020-01-28,9.5983
2020-01-29,-5.6701
2020-01-30,3.8306
2020-01-31,-7.8995999999999995
2020-02-03,-4.5714
2020-02-04,4.7904
2020-02-05,-5.1429
2020-02-06,-8.4337
2020-02-07,5.9276
2020-02-10,5.5835
2020-02-11,0.0
2020-02-12,0.5882
2020-02-13,0.2982
2020-02-14,2.029
2020-02-18,4.366
2020-02-19,5.6781
2020-02-20,6.2176
2020-02-21,-2.439
2020-02-24,-1.0
2020-02-25,-4.5455
2020-02-26,-1.4074
2020-02-27,-7.2019
2020-02-28,-3.4234999999999998
2020-03-02,0.0
2020-03-03,-3.5928
2020-03-04,0.0
2020-03-05,-1.8634
2020-03-06,1.2722
2020-03-09,-10.0681
2020-03-10,-6.1918
2020-03-11,-38.514
2020-03-12,-26.8072
2020-03-13,17.051
2020-03-16,-1.5589
2020-03-17,4.2143
2020-03-18,-19.4106
2020-03-19,17.7411
2020-03-20,19.9075
2020-03-23,20.4819
2020-03-24,10.0
2020-03-25,33.6364
2020-03-26,-8.8503
2020-03-27,-5.9631
2020-03-30,-8.3333
2020-03-31,29.8701
2020-04-01,-9.3333
2020-04-02,-13.9706
2020-04-03,-13.6752
2020-04-06,4.9505
2020-04-07,-1.3019
2020-04-08,-3.9476
2020-04-09,-2.4779
2020-04-13,-10.2144
2020-04-14,32.9698
2020-04-15,-5.1197
2020-04-16,-10.8098
2020-04-17,0.9999
2020-04-20,-0.5
2020-04-21,-0.7638
2020-04-22,1.2761
2020-04-23,3.0
2020-04-24,3.9515000000000002
2020-04-27,-4.7352
2020-04-28,1.9607999999999999
2020-04-29,-4.7019
2020-04-30,-2.1289
2020-05-01,-2.9485
2020-05-04,-0.1487
2020-05-05,0.0
2020-05-06,75.5319
2020-05-07,3.6364
2020-05-08,-0.5848
2020-05-11,-6.4706
2020-05-12,-4.4025
2020-05-13,-13.1579
2020-05-14,-15.9091
2020-05-15,13.5135
2020-05-18,5.5556
2020-05-19,5.2632
2020-05-20,-4.2857
2020-05-21,-2.2388
2020-05-22,-2.2901
2020-05-26,0.0
2020-05-27,-3.9297
2020-05-28,13.0357
2020-05-29,-10.0719
2020-06-01,5.6
2020-06-02,0.7576
2020-06-03,3.0075
2020-06-04,-2.1898
2020-06-05,2.9851
2020-06-08,1.4493
2020-06-09,12.857099999999999
2020-06-10,12.6582
2020-06-11,-7.3034
2020-06-12,71.5152
2020-06-15,-17.3145
2020-06-16,-9.4017
2020-06-17,27.3585
2020-06-18,-13.7037
2020-06-19,13.7339
2020-06-22,-6.7925
2020-06-23,40.8907
2020-06-24,-5.1724
2020-06-25,-1.5152
2020-06-26,-14.7692
2020-06-29,5.4152000000000005
2020-06-30,-4.7945
2020-07-01,3.9568
2020-07-02,8.9965
2020-07-06,5.0794
2020-07-07,5.136
2020-07-08,3.4483
2020-07-09,-5.2778
2020-07-10,-11.7302
2020-07-13,-1.3289
2020-07-14,-2.3569
2020-07-15,5.5172
2020-07-16,3.9215999999999998
2020-07-17,-4.0881
2020-07-20,-19.6721
2020-07-21,-17.1429
2020-07-22,6.4039
2020-07-23,-0.463
2020-07-24,-12.093
2020-07-27,8.9947
2020-07-28,3.3981
2020-07-29,26.2911
2020-07-30,1.8587
2020-07-31,-11.7701
