ticker,CBWA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-06-04,13.2075
2015-06-25,-11.6667
2015-07-09,1.8868
2015-07-10,-6.2963000000000005
2015-07-14,2.7668
2015-07-15,-6.1538
2015-07-16,-1.6393
2015-07-17,-4.1667
2015-07-20,-1.7391
2015-07-22,0.0
2015-07-28,1.7699
2015-07-31,0.0
2015-08-03,0.0
2015-08-05,-2.1739
2015-08-11,5.3333
2015-08-12,1.2658
2015-08-13,-2.0833
2015-08-14,-2.1277
2015-08-20,0.0
2015-08-26,-4.3478
2015-08-27,-0.9091
2015-09-02,-0.9174
2015-09-08,0.9259
2015-09-09,1.8349
2015-09-10,-0.9009
2015-09-11,-1.3636
2015-09-15,0.0
2015-09-16,-1.3825
2015-09-17,4.486
2015-09-18,-2.9516999999999998
2015-09-23,-1.3825
2015-09-24,2.3364
2015-10-07,-4.1096
2015-10-09,-0.9524
2015-10-13,-0.4808
2015-10-20,-0.8309
2015-10-21,-2.5721
2015-10-22,0.6
2015-10-23,-0.5964
2015-10-28,0.0
2015-11-03,-1.5
2015-11-04,1.5228000000000002
2015-11-05,0.0
2015-11-06,-1.5
2015-11-09,1.4213
2015-11-17,-1.3013
2015-11-20,0.0
2015-11-23,0.0
2015-11-24,0.0
2015-12-01,1.4199
2015-12-07,-1.4
2015-12-11,-0.1014
2015-12-15,0.5076
2016-01-07,0.0
2016-01-13,-1.0101
2016-01-25,-7.551
2016-01-26,0.0
2016-01-27,0.1104
2016-01-28,2.5358
2016-02-04,-2.1505
2016-02-05,0.0
2016-02-08,-0.2198
2016-02-09,0.0
2016-02-10,0.0
2016-02-11,-1.3216
2016-02-12,-1.2277
2016-02-16,0.0
2016-02-17,0.0
2016-02-18,0.904
2016-02-19,-0.8959
2016-02-22,0.0
2016-02-24,0.0
2016-02-25,0.565
2016-03-31,-0.8989
2016-04-01,0.0
2016-04-05,0.907
2016-04-07,0.0
2016-04-13,-0.4494
2016-04-19,-0.3386
2016-04-21,0.0
2016-04-28,1.9253
2016-05-05,-1.4444
2016-05-06,0.0
2016-05-09,0.9019
2016-05-13,-0.8939
2016-05-16,0.9019
2016-06-13,-0.5587
2016-06-14,3.3708
2016-06-28,-1.087
2016-07-08,0.0
2016-07-11,1.0879
2016-07-12,-0.5327
2016-07-13,-0.5355
2016-07-14,0.5384
2016-07-18,0.0
2016-07-22,0.0
2016-08-03,0.0
2016-08-10,0.5464
2016-08-11,0.0
2016-08-18,0.0
2016-08-23,0.5435
