ticker,AEXE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-01-24,25.0
2014-01-27,20.0
2014-01-28,0.0
2014-01-29,0.0
2014-01-30,70.0
2014-01-31,-31.3725
2014-02-04,0.0
2014-02-05,34.2857
2014-02-06,0.0
2014-02-07,6.383
2014-02-21,-50.0
2014-03-19,100.0
2014-03-20,40.0
2014-04-08,7.1429
2014-04-10,33.3333
2014-04-11,0.0
2014-04-15,-25.0
2014-08-20,-33.3333
2014-10-14,2.0
2014-10-16,0.0
2014-10-17,5.8824
2014-10-20,-25.9028
2014-10-21,-15.2765
2014-10-22,-8.5546
2014-10-23,6.129
2014-10-24,-8.8146
2014-10-27,0.0
2014-10-28,16.6667
2014-10-29,0.0
2014-10-30,14.2857
2014-10-31,17.5
2014-11-03,0.0
2014-11-04,0.0
2014-11-05,-25.5053
2014-11-06,19.9572
2014-11-07,0.0
2014-11-10,11.9048
2014-11-11,0.0
2014-11-12,0.0
2014-11-13,8.5106
2014-11-14,-6.152
2014-11-17,0.2873
2014-11-18,-2.0833
2014-11-19,0.0
2014-11-20,5.7447
2014-11-21,-5.4326
2014-11-24,-14.867
2014-11-25,-2.4992
2014-11-26,25.0881
2014-11-28,-0.2049
2014-12-01,-7.5205
2014-12-02,10.3247
2014-12-03,-3.3962
2014-12-04,-11.4583
2014-12-05,-15.2941
2014-12-08,-11.1111
2014-12-10,23.4375
2014-12-12,-11.3924
2014-12-15,0.0
2014-12-16,-14.2857
2014-12-18,0.0
2014-12-22,-10.0
2014-12-23,0.0
2014-12-24,0.0
2014-12-26,0.0
2014-12-31,0.0
2015-01-07,0.0
2015-01-08,0.0
2015-01-13,0.0
2015-01-20,0.0
2015-01-26,0.0
2015-01-27,0.0
2015-01-28,0.0
2015-02-19,-25.9259
2015-02-20,5.0
2015-02-23,19.0476
2015-02-24,20.0
2015-02-25,-28.3333
2015-03-02,-6.9767
2015-03-09,0.0
2015-03-11,25.0
2015-03-12,0.0
2015-03-16,20.0
2015-03-18,-13.3333
2015-03-31,0.0
2015-04-01,0.0
2015-04-08,0.0
2015-04-14,-19.2308
2015-04-24,0.0
2015-05-01,0.0
2015-05-04,128.5714
2015-05-05,-64.5833
2015-05-11,29.4118
2015-05-27,0.0
2015-06-02,4.5455
2015-06-03,8.6957
2015-06-08,0.0
2015-06-12,0.0
2015-06-15,0.0
2015-06-26,0.0
2015-06-30,0.0
2015-07-06,0.0
2015-07-08,-12.0
2015-07-09,127.2727
2015-07-10,-46.0
