ticker,BDIC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-10-13,-34.6939
2015-10-21,9.375
2015-10-22,-14.2857
2015-10-27,-43.3333
2015-10-28,9.4118
2015-10-29,-35.4839
2015-10-30,-33.3333
2015-11-02,0.0
2015-11-03,0.0
2015-11-12,462.5
2015-11-13,-2.2222
2015-11-16,-45.0
2015-11-18,9.9174
2015-11-19,9.0226
2015-11-20,55.1724
2015-11-23,55.5556
2015-11-27,1.4285999999999999
2015-11-30,-5.6338
2015-12-03,0.0
2015-12-07,-17.9104
2015-12-08,-14.5455
2015-12-09,2.1277
2015-12-10,-1.0
2015-12-14,-1.0943
2015-12-23,-14.8936
2015-12-24,-25.0
2015-12-28,-3.3333
2015-12-29,-8.9655
2015-12-31,0.0
2016-01-05,0.7576
2016-01-06,-11.2782
2016-01-11,3.3898
2016-01-12,-38.5246
2016-01-13,2.6667
2016-01-20,-2.5974
2016-01-22,-6.6667
2016-01-27,18.5714
2016-01-28,8.4337
2016-02-01,0.0
2016-02-02,-7.6667
2016-02-03,-3.7079
2016-02-04,6.2251
2016-02-05,0.0
2016-02-11,3.5294
2016-02-12,13.6364
2016-02-16,0.0
2016-02-22,-11.0
2016-02-23,1.1236
2016-02-26,-27.7778
2016-02-29,23.0769
2016-03-01,-6.25
2016-03-04,0.0
2016-03-07,1.3333
2016-03-08,10.8717
2016-03-09,-10.9924
2016-03-10,-6.6667
2016-03-11,12.857099999999999
2016-03-14,20.2532
2016-03-15,-21.0526
2016-03-16,-6.6667
2016-03-17,4.2857
2016-03-22,-9.589
2016-03-23,28.7879
2016-03-24,-15.9853
2016-03-30,-1.9779
2016-03-31,0.0
2016-04-04,14.2857
2016-04-05,-18.75
2016-04-07,-6.7692
2016-04-14,28.8779
2016-04-15,-6.5301
2016-04-20,2.7397
2016-04-21,0.0
2016-04-22,13.3333
2016-04-25,-17.125
2016-04-27,41.9572
2016-04-28,5.0
2016-04-29,-4.7619
2016-05-02,-39.8
2016-05-05,-0.3322
2016-05-06,60.0
2016-05-09,-32.2917
2016-05-10,-7.2885
2016-05-11,16.1377
2016-05-13,0.0179
2016-05-18,-14.2857
2016-05-19,-6.6667
2016-05-23,-1.7856999999999998
2016-05-24,0.0
2016-05-25,0.0
2016-05-26,0.0
2016-05-27,0.0
2016-05-31,0.0
2016-06-02,-9.0909
2016-06-06,-2.0
2016-06-08,-2.0408
2016-06-09,-4.1667
2016-06-10,24.7826
2016-06-13,-0.6969
2016-06-14,-33.4211
