ticker,BPYU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-08-29,-0.7692
2018-08-30,-0.3634
2018-08-31,-1.1358
2018-09-04,-2.7972
2018-09-05,-1.0277
2018-09-06,0.9865
2018-09-07,0.2057
2018-09-10,0.7696
2018-09-11,-0.1527
2018-09-12,0.7139
2018-09-13,-0.4557
2018-09-14,1.7294
2018-09-17,0.8
2018-09-18,0.1984
2018-09-19,-0.198
2018-09-20,1.7361
2018-09-21,1.609
2018-09-24,-1.1996
2018-09-25,1.0685
2018-09-26,-1.7299
2018-09-27,0.978
2018-09-28,1.3559
2018-10-01,-1.4333
2018-10-02,0.2424
2018-10-03,-1.0638
2018-10-04,-1.5152
2018-10-05,-1.1911
2018-10-08,2.1597
2018-10-09,-0.4916
2018-10-10,-1.2846
2018-10-11,-2.6527
2018-10-12,0.4113
2018-10-15,1.2801
2018-10-16,1.365
2018-10-17,-0.798
2018-10-18,-1.0558
2018-10-19,0.1016
2018-10-22,-0.8629
2018-10-23,-0.8705
2018-10-24,-0.6715
2018-10-25,0.416
2018-10-26,-2.2786
2018-10-29,0.371
2018-10-30,1.2144
2018-10-31,0.626
2018-11-01,-2.8512
2018-11-02,-1.2807
2018-11-05,1.4054
2018-11-06,0.0
2018-11-07,0.9062
2018-11-08,0.9509
2018-11-09,0.7849
2018-11-12,-0.5192
2018-11-13,0.0
2018-11-14,-2.3486000000000002
2018-11-15,-1.2827
2018-11-16,-0.2707
2018-11-19,-0.8686
2018-11-20,-2.3548999999999998
2018-11-21,1.0656
2018-11-23,0.333
2018-11-26,0.0
2018-11-27,-0.719
2018-11-28,0.7242
2018-11-29,-1.521
2018-11-30,2.9731
2018-12-03,-2.1099
2018-12-04,-1.1344
2018-12-06,0.4016
2018-12-07,-1.9428999999999998
2018-12-10,-3.6713
2018-12-11,1.0889
2018-12-12,0.2992
2018-12-13,-0.6563
2018-12-14,-1.2612999999999999
2018-12-17,-4.1971
2018-12-18,0.0635
2018-12-19,-2.7284
2018-12-20,-0.7828
2018-12-21,0.263
2018-12-24,-1.5737999999999999
2018-12-26,2.8648
2018-12-27,0.3886
2018-12-28,0.8387
2018-12-31,3.007
2019-01-02,-0.0621
2019-01-03,2.6725
2019-01-04,2.3608000000000002
2019-01-07,1.5375999999999999
2019-01-08,-0.9901
2019-01-09,0.5294
2019-01-10,1.5798999999999999
2019-01-11,1.0945
2019-01-14,0.7407
2019-01-15,-0.6222
2019-01-16,-0.1138
2019-01-17,0.057
2019-01-18,-0.6264
