ticker,BPYU US Equity
2019-01-22,-1.1461000000000001
2019-01-23,0.3478
2019-01-24,1.5598
2019-01-25,1.3083
2019-01-28,0.0561
2019-01-29,-0.4489
2019-01-30,1.7475
2019-01-31,0.831
2019-02-01,-0.0549
2019-02-04,2.0891
2019-02-05,0.6462
2019-02-06,0.0
2019-02-07,5.7785
2019-02-08,0.9105
2019-02-11,0.6015
2019-02-12,-0.4983
2019-02-13,0.1502
2019-02-14,-0.15
2019-02-15,0.2003
2019-02-19,0.1
2019-02-20,-0.7489
2019-02-21,-0.1006
2019-02-22,0.9063
2019-02-25,-0.3493
2019-02-26,-0.651
2019-02-27,-0.504
2019-02-28,1.0819
2019-03-01,-1.9367999999999999
2019-03-04,0.6757
2019-03-05,0.3614
2019-03-06,0.0514
2019-03-07,0.4113
2019-03-08,-1.3825
2019-03-11,1.3498999999999999
2019-03-12,1.4344000000000001
2019-03-13,0.9596
2019-03-14,0.05
2019-03-15,-0.1
2019-03-18,-0.3003
2019-03-19,0.8032
2019-03-20,0.498
2019-03-21,1.4866
2019-03-22,-0.3418
2019-03-25,-1.2248999999999999
2019-03-26,-0.7937
2019-03-27,3.45
2019-03-28,0.0967
2019-03-29,-1.0623
2019-04-01,1.3665
2019-04-02,0.337
2019-04-03,0.7678
2019-04-04,-0.2381
2019-04-05,-0.2387
2019-04-08,0.8612
2019-04-09,-1.5655000000000001
2019-04-10,1.5422
2019-04-11,0.3322
2019-04-12,-0.9934
2019-04-15,0.9556
2019-04-16,-0.8992
2019-04-17,-0.7641
2019-04-18,0.4331
2019-04-22,-0.2875
2019-04-23,-0.3844
2019-04-24,0.0965
2019-04-25,1.3494
2019-04-26,0.0951
2019-04-29,-1.0451
2019-04-30,0.0
2019-05-01,0.192
2019-05-02,-0.1917
2019-05-03,0.6721
2019-05-06,-0.7153
2019-05-07,-3.2661
2019-05-08,-0.1986
2019-05-09,-0.8458
2019-05-10,0.1505
2019-05-13,-0.1002
2019-05-14,-0.9027
2019-05-15,0.7591
2019-05-16,0.1005
2019-05-17,-0.5018
2019-05-20,-1.8659
2019-05-21,2.4666
2019-05-22,-0.5517
2019-05-23,-1.4624
2019-05-24,0.4606
2019-05-28,-0.6623
2019-05-29,-2.6667
2019-05-30,-1.7387000000000001
2019-05-31,0.655
2019-06-03,-1.2473
2019-06-04,3.4596
2019-06-05,0.5308
2019-06-06,1.1088
2019-06-07,-0.2611
2019-06-10,-1.623
2019-06-11,0.6386
2019-06-12,-1.1105
2019-06-13,0.9626
2019-06-14,-1.8538000000000001
2019-06-17,0.6476
2019-06-18,1.0188
2019-06-19,2.017
2019-06-20,2.0291
2019-06-21,-0.204
2019-06-24,-0.5621
2019-06-25,-1.5415999999999999
2019-06-26,-2.5052
2019-06-27,0.9101
2019-06-28,0.2122
2019-07-01,-0.6353
2019-07-02,1.2254
2019-07-03,1.2105
2019-07-05,0.416
2019-07-08,0.1554
2019-07-09,0.1034
2019-07-10,-0.3616
2019-07-11,-1.9699
2019-07-12,0.9519
2019-07-15,-0.4715
2019-07-16,-1.0
2019-07-17,0.1063
2019-07-18,0.5311
2019-07-19,-1.1622
2019-07-22,-0.6948
2019-07-23,1.7761
2019-07-24,0.7932
2019-07-25,-0.1049
2019-07-26,0.3676
2019-07-29,0.7326
2019-07-30,0.8831
2019-07-31,-0.5664
2019-08-01,-0.0518
2019-08-02,-1.5544
2019-08-05,-3.7895
2019-08-06,2.3523
2019-08-07,2.2448
2019-08-08,2.1955
2019-08-09,-1.2276
2019-08-12,-1.0875
2019-08-13,0.1047
2019-08-14,-2.1444
2019-08-15,0.2672
2019-08-16,1.8124
2019-08-19,1.623
2019-08-20,-0.1546
2019-08-21,-0.2064
2019-08-22,-1.7063000000000001
2019-08-23,-1.7885
2019-08-26,1.2854999999999999
2019-08-27,0.0
2019-08-28,1.4278
2019-08-29,0.5214
2019-08-30,-0.686
2019-09-03,-0.5845
2019-09-04,1.2293
2019-09-05,1.9007
2019-09-06,0.4663
2019-09-09,2.5271
2019-09-10,1.2072
2019-09-11,0.1988
2019-09-12,0.5952
2019-09-13,-1.0355
2019-09-16,0.7474
2019-09-17,-1.2364
2019-09-18,-0.4507
2019-09-19,-0.0503
2019-09-20,0.151
2019-09-23,-0.0754
2019-09-24,-0.176
2019-09-25,1.1587
2019-09-26,1.5936
2019-09-27,-0.2941
2019-09-30,0.2458
2019-10-01,-4.2668
2019-10-02,-2.3053
2019-10-03,-0.2622
2019-10-04,0.0526
2019-10-07,0.9984
2019-10-08,-1.873
2019-10-09,-0.1326
2019-10-10,0.2655
2019-10-11,1.7208999999999999
2019-10-14,-0.3123
2019-10-15,0.6005
2019-10-16,-1.116
2019-10-17,0.21
2019-10-18,-0.3667
2019-10-21,1.8927
2019-10-22,0.9288
2019-10-23,-0.2556
2019-10-24,-1.5377
2019-10-25,-0.0521
2019-10-28,0.2604
2019-10-29,0.7273
2019-10-30,-1.3925
2019-10-31,-1.1506
2019-11-01,0.5291
2019-11-04,0.6842
2019-11-05,-0.758
2019-11-06,0.9745
2019-11-07,-0.939
2019-11-08,0.237
2019-11-11,-0.4465
2019-11-12,-0.1055
2019-11-13,-0.0528
2019-11-14,1.1099
2019-11-15,2.4046
2019-11-18,-0.7657
2019-11-19,-0.1543
2019-11-20,-1.5971
2019-11-21,0.4188
2019-11-22,-0.2086
2019-11-25,0.627
2019-11-26,0.4673
2019-11-27,1.0078
2019-11-29,-1.0148
2019-12-02,-0.7886
2019-12-03,-0.7949
2019-12-04,0.0534
2019-12-05,-0.0534
2019-12-06,0.4274
2019-12-09,-0.7181
2019-12-10,-0.2411
2019-12-11,-0.9667
2019-12-12,-0.705
2019-12-13,0.0
2019-12-16,1.0377
2019-12-17,-0.4865
2019-12-18,0.3802
2019-12-19,-0.2706
2019-12-20,-0.217
2019-12-23,-1.2779
2019-12-24,0.4682
2019-12-26,-0.1645
2019-12-27,0.0824
2019-12-30,0.4115
2019-12-31,0.7923
2020-01-02,-1.5993
2020-01-03,0.0551
2020-01-06,1.5419
2020-01-07,-1.1117
2020-01-08,1.0145
2020-01-09,-0.3257
2020-01-10,0.0
2020-01-13,0.7625
2020-01-14,1.027
2020-01-15,1.6585999999999999
2020-01-16,1.0526
2020-01-17,3.2813
2020-01-21,0.6051
2020-01-22,-2.2055
2020-01-23,-0.7176
2020-01-24,-1.0325
2020-01-27,-1.252
2020-01-28,1.1094
2020-01-29,-0.6792
2020-01-30,-1.1047
2020-01-31,-1.8085
2020-02-03,0.7584
2020-02-04,1.1828
2020-02-05,-0.797
2020-02-06,-0.1607
2020-02-07,-1.9849999999999999
2020-02-10,0.0
2020-02-11,-0.2737
2020-02-12,0.4391
2020-02-13,1.8578999999999999
2020-02-14,-1.5021
2020-02-18,0.5447
2020-02-19,0.1625
2020-02-20,1.2169
2020-02-21,-0.2404
2020-02-24,-0.9106
2020-02-25,-3.8649
2020-02-26,-0.8715
2020-02-27,-3.7862
2020-02-28,-1.9242
2020-03-02,3.924
2020-03-03,-1.1209
2020-03-04,3.8186
2020-03-05,-0.2874
2020-03-06,-3.17
2020-03-09,-9.642900000000001
2020-03-10,3.7549
2020-03-11,-9.6508
2020-03-12,-17.3577
2020-03-13,15.6463
2020-03-16,-15.9559
2020-03-17,-6.5617
2020-03-18,-22.5655
2020-03-19,6.7715
2020-03-20,-0.906
2020-03-23,-14.6286
2020-03-24,7.4967
2020-03-25,14.6949
2020-03-26,5.1031
2020-03-27,-6.405
2020-03-30,-4.415
2020-03-31,-1.963
2020-04-01,-6.1249
2020-04-02,-0.1255
2020-04-03,-3.2663
2020-04-06,10.6494
2020-04-07,4.2254
2020-04-08,13.5135
2020-04-09,6.8452
2020-04-13,-3.8997
2020-04-14,1.6425
2020-04-15,-9.505700000000001
2020-04-16,-4.0966
2020-04-17,4.1621
2020-04-20,-3.7855
2020-04-21,-8.0874
2020-04-22,-1.6646999999999998
2020-04-23,1.0883
2020-04-24,-0.5981
2020-04-27,9.988
2020-04-28,4.267
2020-04-29,9.3389
2020-04-30,-5.9981
2020-05-01,-6.4829
2020-05-04,0.3275
2020-05-05,-1.3058
2020-05-06,-4.1896
2020-05-07,4.4879
2020-05-08,5.1762
2020-05-11,-1.623
2020-05-12,-4.4172
2020-05-13,-5.4566
2020-05-14,6.3604
2020-05-15,-3.1008
2020-05-18,10.0571
2020-05-19,-1.2461
2020-05-20,0.8412
2020-05-21,-0.2086
2020-05-22,-1.0449
2020-05-26,12.1436
2020-05-27,7.9096
2020-05-28,-3.774
2020-05-29,-2.8518
2020-06-01,1.3474
2020-06-02,0.3799
2020-06-03,9.8392
2020-06-04,3.273
2020-06-05,12.01
2020-06-08,8.0417
2020-06-09,-3.7216
2020-06-10,-10.1646
2020-06-11,-10.5976
2020-06-12,4.9911
2020-06-15,-1.4431
2020-06-16,1.4643
2020-06-17,-4.8387
2020-06-18,-0.9813
2020-06-19,-1.5314999999999999
2020-06-22,-1.3724
2020-06-23,0.6494
2020-06-24,-3.9631
2020-06-25,-1.3436
2020-06-26,-4.9611
2020-06-29,4.1453
2020-06-30,-2.113
2020-07-01,2.6606
2020-07-02,12.176
2020-07-06,2.1796
2020-07-07,-2.8157
2020-07-08,-0.3512
2020-07-09,-3.4361
2020-07-10,1.5511
2020-07-13,-0.8086
2020-07-14,0.5435
2020-07-15,4.1441
2020-07-16,-3.4602
2020-07-17,0.8065
2020-07-20,-1.7778
2020-07-21,1.1764999999999999
2020-07-22,0.7156
2020-07-23,-0.6217
2020-07-24,-0.1787
2020-07-27,1.2534
2020-07-28,2.122
2020-07-29,2.2078
2020-07-30,-0.72
2020-07-31,-0.9386
