ticker,QK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-11-05,3.7647
2019-11-06,2.466
2019-11-07,5.1176
2019-11-08,0.2632
2019-11-11,-3.5171
2019-11-12,-1.3058
2019-11-13,-3.5281000000000002
2019-11-14,-5.7143
2019-11-15,-16.9061
2019-11-18,2.5491
2019-11-19,2.276
2019-11-20,0.765
2019-11-21,4.2097999999999995
2019-11-22,-0.3311
2019-11-25,-0.7309
2019-11-26,0.2677
2019-11-27,0.8011
2019-11-29,-2.5166
2019-12-02,2.9212
2019-12-03,4.2904
2019-12-04,-2.0253
2019-12-05,-6.4599
2019-12-06,-0.6906
2019-12-09,-6.2587
2019-12-10,-0.2226
2019-12-11,-2.6022
2019-12-12,-15.0382
2019-12-13,-1.7071
2019-12-16,0.9141
2019-12-17,-2.9891
2019-12-18,-3.8282
2019-12-19,4.0777
2019-12-20,-0.3731
2019-12-23,2.9962999999999997
2019-12-24,0.4545
2019-12-26,-8.0543
2019-12-27,8.0709
2019-12-30,-4.3716
2019-12-31,4.7619
2020-01-02,2.9091
2020-01-03,-1.7668
2020-01-06,4.6763
2020-01-07,-1.3746
2020-01-08,8.4495
2020-01-09,-5.2209
2020-01-10,1.6101999999999999
2020-01-13,-1.6681
2020-01-14,-5.9372
2020-01-15,-1.2624
2020-01-16,14.0639
2020-01-17,-3.8430999999999997
2020-01-21,4.0799
2020-01-22,-2.24
2020-01-23,-1.8003
2020-01-24,0.2842
2020-01-27,-2.3608000000000002
2020-01-28,6.383
2020-01-29,-0.4
2020-01-30,0.0
2020-01-31,-2.008
2020-02-03,2.459
2020-02-04,0.0
2020-02-05,-0.08
2020-02-06,0.4804
2020-02-07,-0.5578
2020-02-10,-0.5609
2020-02-11,0.0
2020-02-12,0.0
2020-02-14,0.0
2020-02-18,0.0
2020-02-19,0.0
2020-02-20,0.3223
2020-02-24,-0.4016
2020-02-25,0.0
2020-02-26,-3.3145
2020-02-27,-1.9935
2020-02-28,0.0
2020-03-02,0.0
2020-03-03,0.0851
2020-03-05,0.0
2020-03-06,5.4422
2020-03-09,0.7258
2020-03-10,-0.8006
2020-03-11,-2.3406000000000002
2020-03-12,3.3058
2020-03-13,-0.88
2020-03-16,-0.7264
2020-03-17,0.0
2020-03-18,2.439
2020-03-19,0.0
2020-03-20,0.0
2020-03-23,-8.8889
2020-03-24,-0.2613
2020-03-25,-3.9301
2020-03-27,13.6364
2020-03-30,0.8
2020-03-31,0.0
2020-04-01,0.0
2020-04-02,0.0
2020-04-03,0.0
2020-04-06,-0.7937
2020-04-13,0.0
2020-04-14,0.0
2020-04-15,-0.0808
2020-04-16,0.0809
2020-04-17,0.0
2020-04-20,-0.8
2020-04-21,1.6129
2020-04-22,0.0
2020-04-23,0.0
2020-04-27,0.0
2020-04-28,-0.3968
2020-04-30,0.0
2020-05-04,-5.4717
2020-05-05,6.2099
2020-05-06,0.0
2020-05-07,0.0
2020-05-08,0.0
2020-05-11,0.0
2020-05-12,0.0
2020-05-18,0.0
2020-05-21,-4.6825
2020-05-22,-0.0833
2020-05-27,0.0
2020-05-28,0.0
2020-05-29,-4.1667
2020-06-01,4.3478
2020-06-02,0.0
2020-06-03,0.0
2020-06-04,-2.885
2020-06-05,2.9707
2020-06-08,0.0
2020-06-09,-0.25
2020-06-10,-3.9265
2020-06-15,-7.3913
2020-06-16,3.2864
2020-06-17,0.0
2020-06-19,-0.8182
2020-06-22,-1.6013
2020-06-24,0.0438
2020-06-25,-5.4935
2020-06-26,1.3557000000000001
2020-06-29,2.8112
2020-06-30,4.0012
2020-07-01,-3.2264
2020-07-02,-11.3686
2020-07-06,11.2974
2020-07-07,-5.3690999999999995
2020-07-08,-6.0582
2020-07-09,2.9995000000000003
2020-07-10,4.0042
2020-07-13,7.3
2020-07-14,-4.822
2020-07-15,-6.9777000000000005
2020-07-16,-4.3137
2020-07-17,-1.5027
2020-07-20,5.5441
2020-07-21,-2.6455
2020-07-22,3.4783
2020-07-23,-3.2563
2020-07-24,-0.6515
2020-07-27,-0.6557
2020-07-28,8.8009
2020-07-29,-0.6067
2020-07-30,0.7121
2020-07-31,1.002
