ticker,BERI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-02-01,300.0
2000-02-03,-87.5
2000-02-04,900.0
2000-02-07,60.0
2000-02-08,50.0
2000-02-09,-95.8333
2000-02-10,1300.0
2000-02-11,71.4286
2000-02-14,-83.3333
2000-02-15,150.0
2000-02-16,-60.0
2000-02-22,200.0
2000-02-24,-66.6667
2000-02-25,200.0
2000-02-28,-33.3333
2000-03-01,0.0
2000-03-06,-50.0
2000-03-22,-99.6
2000-03-23,24900.0
2000-03-28,0.0
2000-04-04,-99.6
2000-04-12,6150.0
2000-04-13,-98.4
2000-04-17,0.0
2000-05-04,0.0
2000-05-10,0.0
2000-05-12,0.0
2000-05-24,0.0
2000-06-09,0.0
2000-06-13,0.0
2000-06-23,6150.0
2000-07-10,-98.4
2000-07-17,9900.0
2000-07-18,-99.0
2000-07-28,900.0
2000-08-11,525.0
2000-08-21,-50.0
2000-08-23,60.0
2000-09-15,-98.0
2000-10-09,6150.0
2000-11-27,-84.0
2000-12-06,0.0
2000-12-14,-90.0
2000-12-27,0.0
2000-12-29,0.0
2001-07-05,0.0
2001-08-10,0.0
2001-08-27,0.0
2001-10-05,0.0
2001-10-22,0.0
2001-11-06,-87.5
2001-11-08,700.0
2001-12-07,0.0
2001-12-13,1900.0
2001-12-21,-95.0
2001-12-24,0.0
2001-12-31,0.0
2002-01-14,0.0
2002-02-28,-87.5
2002-05-23,0.0
2002-06-18,4700.0
2002-06-27,-83.3333
2002-07-25,0.0
2002-07-31,-87.5
2002-08-20,39900.0
2002-09-30,-99.75
2002-10-15,71900.0
2002-12-10,-77.7778
2002-12-11,-99.375
2002-12-17,79900.0
2002-12-24,-99.0
2002-12-31,900.0
2003-01-03,100.0
2003-01-30,-99.375
2003-02-10,0.0
2003-02-20,0.0
2003-02-26,0.0
2003-04-17,15900.0
2003-04-22,1150.0
2003-04-23,0.0
2003-04-24,-60.0
2003-04-25,-99.875
2003-05-09,47900.0
2003-05-12,-16.6667
2003-05-16,-20.0
2003-05-21,25.0
2003-05-22,200.0
2003-05-23,0.0
2003-06-04,-53.3333
2003-06-05,-14.2857
2003-06-27,50.0
2003-07-02,0.0
2003-08-07,-11.1111
2003-08-08,0.0
2003-08-11,0.0
2003-08-27,-25.0
2003-08-29,-33.3333
2003-09-08,0.0
2003-09-16,0.0
2003-09-23,25.0
2003-09-29,0.0
2003-10-01,-20.0
2003-11-07,0.0
2003-11-18,75.0
2003-11-24,1342.8571
2003-11-25,-10.8911
