ticker,EMBT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-10-28,1900.0
2015-11-10,0.0
2015-11-12,0.0
2015-11-13,-33.3333
2015-11-17,2.5
2015-12-02,-51.2195
2015-12-11,100.0
2015-12-14,-15.0
2015-12-15,-55.8824
2015-12-23,73.3333
2015-12-24,-88.4615
2016-01-06,263.7917
2016-01-08,-63.349
2016-01-26,-15.0
2016-01-29,76.4706
2016-02-01,16.6667
2016-02-03,71.4286
2016-02-05,-25.0
2016-02-10,0.0
2016-02-11,0.0
2016-02-16,33.3333
2016-02-19,-8.3333
2016-02-22,100.0
2016-02-25,-9.0909
2016-03-02,-35.0
2016-03-03,0.0
2016-03-07,0.0
2016-03-18,-15.461500000000001
2016-03-21,18.2894
2016-03-22,15.3077
2016-03-24,-28.7525
2016-03-28,0.0
2016-04-18,2.9728
2016-04-21,0.0
2016-06-01,0.0227
2016-06-02,12.7273
2016-06-03,-11.2903
2016-06-06,-9.0909
2016-06-09,0.0
2016-06-15,-50.0
2016-07-08,4.0
2016-07-13,96.1538
2016-07-14,0.0
2016-07-15,132.3529
2016-07-18,-14.767900000000001
2016-07-19,-25.7426
2016-07-20,-6.6667
2016-07-21,4.9286
2016-07-22,8.9176
2016-08-01,-12.5
2016-08-03,0.0
2016-08-08,-7.1429
2016-08-10,38.4615
2016-08-15,-33.3333
2016-08-19,0.0
2016-08-23,0.0
2016-08-25,0.0
2016-09-06,0.0
2016-09-07,0.0
2016-09-12,25.0
2016-09-13,40.0
2016-09-14,-38.0952
2016-09-27,0.0
2016-11-02,-4.6154
2016-11-14,0.0
2016-11-17,0.0
2016-11-25,0.0
2016-11-28,0.0
2016-12-08,0.0
2016-12-13,0.0
2016-12-30,-1.6129
2017-03-13,0.0
2017-04-05,-67.0492
2017-06-22,36.8159
2017-07-27,27.2727
2017-08-08,-6.5714
2017-08-09,7.0336
2017-08-15,-28.5714
2017-09-08,0.0
2017-09-12,0.0
2017-09-26,0.0
2018-01-03,-22.92
2018-01-05,55.6824
2018-07-24,-33.3333
2018-07-27,0.0
2018-07-30,0.0
2018-07-31,71.0
2018-08-02,-21.0526
2018-08-06,-55.5556
2018-08-17,191.6667
2018-08-22,-34.2857
2018-08-27,52.1739
2018-09-04,-28.5714
2018-09-12,0.0
2018-09-21,0.0
2018-10-02,-40.0
2018-11-09,0.0
2018-11-12,-33.3333
2018-11-15,0.0
2019-01-14,30.0
2019-04-01,380.7692
2019-04-02,-82.4
2019-04-04,0.0
2019-09-27,18.1818
2019-10-04,-0.0769
2019-11-06,-15.2425
2019-12-24,-29.9728
2020-01-08,0.0
2020-05-11,3.7613
2020-07-01,0.0
2020-07-08,150.0
2020-07-14,0.0
