ticker,SAIL US Equity
2018-04-11,8.737400000000001
2018-04-12,0.2649
2018-04-13,-0.7926
2018-04-16,-0.9321
2018-04-17,10.2599
2018-04-18,-2.6818
2018-04-19,0.2923
2018-04-20,-1.5819999999999999
2018-04-23,2.3689
2018-04-24,2.2727
2018-04-25,-3.798
2018-04-26,1.806
2018-04-27,-1.1139000000000001
2018-04-30,0.5006
2018-05-01,-0.7887
2018-05-02,3.6402
2018-05-03,-2.0186
2018-05-04,3.7083
2018-05-07,1.2316
2018-05-08,-2.1193
2018-05-09,3.4483
2018-05-10,-10.5814
2018-05-11,0.8669
2018-05-14,-2.3636
2018-05-15,0.132
2018-05-16,-0.4835
2018-05-17,-1.3251
2018-05-18,1.1191
2018-05-21,-0.664
2018-05-22,-1.8717000000000001
2018-05-23,5.8129
2018-05-24,2.1888
2018-05-25,3.1919
2018-05-29,2.035
2018-05-30,-0.0798
2018-05-31,4.1517
2018-06-01,-0.9199
2018-06-04,2.1277
2018-06-05,1.8561
2018-06-06,1.0413000000000001
2018-06-07,-0.8465
2018-06-08,1.8559999999999999
2018-06-11,1.895
2018-06-12,2.1817
2018-06-13,-1.1901
2018-06-14,-0.2834
2018-06-15,-2.3801
2018-06-18,-0.5822
2018-06-19,-0.7687
2018-06-20,0.332
2018-06-21,-3.0147
2018-06-22,-3.4117
2018-06-25,-5.9262
2018-06-26,5.1314
2018-06-27,-4.0476
2018-06-28,2.8122
2018-06-29,-1.2872
2018-07-02,1.8336999999999999
2018-07-03,0.9204
2018-07-05,2.617
2018-07-06,1.8161
2018-07-09,-1.1764999999999999
2018-07-10,-0.6144
2018-07-11,-0.425
2018-07-12,5.6655
2018-07-13,1.3588
2018-07-16,-0.6159
2018-07-17,3.6456
2018-07-18,-0.3517
2018-07-19,-3.1768
2018-07-20,-1.0937000000000001
2018-07-23,2.4327
2018-07-24,-1.2594
2018-07-25,2.9519
2018-07-26,-0.7434
2018-07-27,-7.0613
2018-07-30,-4.6048
2018-07-31,-3.0973
2018-08-01,4.4002
2018-08-02,1.3121
2018-08-03,-0.9027
2018-08-06,2.5743
2018-08-07,0.4247
2018-08-08,-0.692
2018-08-09,13.0468
2018-08-10,-1.2671000000000001
2018-08-13,-1.4221
2018-08-14,1.5482
2018-08-15,-0.7623
2018-08-16,-1.0824
2018-08-17,2.5061999999999998
2018-08-20,-0.0689
2018-08-21,0.0689
2018-08-22,2.7893
2018-08-23,0.5695
2018-08-24,3.8308
2018-08-27,-1.9891
2018-08-28,-0.1309
2018-08-29,-0.1967
2018-08-30,-0.821
2018-08-31,2.4172000000000002
2018-09-04,2.3925
2018-09-05,-2.7471
2018-09-06,0.5519
2018-09-07,2.0987999999999998
2018-09-10,2.277
2018-09-11,2.3810000000000002
2018-09-12,0.0
2018-09-13,0.2416
2018-09-14,-1.5969
2018-09-17,-3.0618
2018-09-18,0.0316
2018-09-19,-1.1683
2018-09-20,3.6741
2018-09-21,1.51
2018-09-24,0.5161
2018-09-25,2.9598
2018-09-26,-1.9654
2018-09-27,-0.1496
2018-09-28,1.9479
2018-10-01,-2.4103
2018-10-02,-3.253
2018-10-03,0.4981
2018-10-04,-6.1958
2018-10-05,-0.3963
2018-10-08,-4.443
2018-10-09,-2.8105
2018-10-10,-5.7479
2018-10-11,-1.1364
2018-10-12,5.5939
2018-10-15,-1.7779
2018-10-16,5.7259
2018-10-17,0.6289
2018-10-18,-2.8472
2018-10-19,-6.9693000000000005
2018-10-22,1.1141
2018-10-23,-0.8359
2018-10-24,-8.6207
2018-10-25,3.0608
2018-10-26,-4.5972
2018-10-29,0.9808
2018-10-30,3.4628
2018-10-31,6.2857
2018-11-01,-0.0768
2018-11-02,-1.153
2018-11-05,-0.3499
2018-11-06,-1.3266
2018-11-07,7.157
2018-11-08,-3.2472
2018-11-09,-2.9367
2018-11-12,-4.5187
2018-11-13,2.6749
2018-11-14,4.7295
2018-11-15,4.0949
2018-11-16,-0.7353
2018-11-19,-12.3704
2018-11-20,1.0989
2018-11-21,2.6756
2018-11-23,0.855
2018-11-26,0.7671
2018-11-27,-2.8446
2018-11-28,4.1237
2018-11-29,-1.505
2018-11-30,4.6643
2018-12-03,0.4226
2018-12-04,-6.1209
2018-12-06,4.2787
2018-12-07,-6.4088
2018-12-10,3.7996
2018-12-11,-1.5286
2018-12-12,2.2467
2018-12-13,-1.0388
2018-12-14,-1.8167
2018-12-17,-7.4013
2018-12-18,0.7105
2018-12-19,3.0423
2018-12-20,-2.9953
2018-12-21,-5.6903
2018-12-24,0.1403
2018-12-26,7.1462
2018-12-27,2.2232
2018-12-28,-0.9808
2018-12-31,1.1628
2019-01-02,1.6177000000000001
2019-01-03,-4.6083
2019-01-04,5.6213999999999995
2019-01-07,4.2412
2019-01-08,2.0742
2019-01-09,0.2345
2019-01-10,0.4678
2019-01-11,0.8925
2019-01-14,-0.8077
2019-01-15,1.7449
2019-01-16,-0.3049
2019-01-17,1.9878
2019-01-18,-0.1124
2019-01-22,-0.9381
2019-01-23,0.0379
2019-01-24,0.6058
2019-01-25,2.484
2019-01-28,1.3588
2019-01-29,-0.3623
2019-01-30,1.0545
2019-01-31,2.7348
2019-02-01,3.3275
2019-02-04,2.8814
2019-02-05,0.1977
2019-02-06,-0.3288
2019-02-07,-1.3197
2019-02-08,2.5075
2019-02-11,1.0111
2019-02-12,1.9696
2019-02-13,-1.4566
2019-02-14,2.9884
2019-02-15,-1.1232
2019-02-19,-0.6627
2019-02-20,-2.8272
2019-02-21,-0.3596
2019-02-22,-1.8045
2019-02-25,-0.4343
2019-02-26,1.2081
2019-02-27,2.2546
2019-02-28,0.0
2019-03-01,1.3294000000000001
2019-03-04,-3.968
2019-03-05,-1.2995999999999999
2019-03-06,-7.0223
2019-03-07,-1.3798
2019-03-08,0.7364
2019-03-11,4.0205
2019-03-12,1.4405999999999999
2019-03-13,-1.1084
2019-03-14,1.5412
2019-03-15,-0.3794
2019-03-18,0.0346
2019-03-19,-0.3115
2019-03-20,2.8472
2019-03-21,2.5658
2019-03-22,-3.9171
2019-03-25,-1.3361
2019-03-26,-0.1736
2019-03-27,-3.4783
2019-03-28,1.5495
2019-03-29,1.9163000000000001
2019-04-01,1.532
2019-04-02,-0.7202
2019-04-03,-0.6908
2019-04-04,-3.8261
2019-04-05,0.7957
2019-04-08,-0.7894
2019-04-09,-0.5425
2019-04-10,1.3091
2019-04-11,0.2872
2019-04-12,0.3579
2019-04-15,0.0
2019-04-16,-0.214
2019-04-17,-1.5011
2019-04-18,-1.4877
2019-04-22,1.105
2019-04-23,2.5865
2019-04-24,-1.7755999999999998
2019-04-25,1.0846
2019-04-26,1.2518
2019-04-29,-0.4945
2019-04-30,0.3195
2019-05-01,-2.2647
2019-05-02,1.1948
2019-05-03,1.9678
2019-05-06,-0.1404
2019-05-07,-1.6865999999999999
2019-05-08,-2.3231
2019-05-09,-29.5646
2019-05-10,2.5455
2019-05-13,-5.9777000000000005
2019-05-14,0.2694
2019-05-15,2.0956
2019-05-16,2.5263
2019-05-17,-1.54
2019-05-20,-0.7821
2019-05-21,0.4204
2019-05-22,-1.3082
2019-05-23,-2.0148
2019-05-24,-0.5952
2019-05-28,-1.742
2019-05-29,-2.2715
2019-05-30,0.8503
2019-05-31,-1.2366
2019-06-03,-3.0165
2019-06-04,1.1737
2019-06-05,0.058
2019-06-06,-1.2174
2019-06-07,2.1127
2019-06-10,0.9195
2019-06-11,-2.1071
2019-06-12,2.4433
2019-06-13,4.5429
2019-06-14,1.0864
2019-06-17,1.7732
2019-06-18,2.2702999999999998
2019-06-19,1.5488
2019-06-20,0.8643
2019-06-21,2.1673
2019-06-24,-0.74
2019-06-25,-1.0934
2019-06-26,-1.9095
2019-06-27,1.4857
2019-06-28,1.161
2019-07-01,-0.1497
2019-07-02,-0.1499
2019-07-03,1.0511
2019-07-05,-0.1486
2019-07-08,-1.6369
2019-07-09,0.0504
2019-07-10,1.4617
2019-07-11,-0.0497
2019-07-12,0.9443
2019-07-15,0.3939
2019-07-16,-1.3242
2019-07-17,-0.1988
2019-07-18,4.0837
2019-07-19,-1.1482999999999999
2019-07-22,1.5005
2019-07-23,0.0
2019-07-24,5.0072
2019-07-25,-2.1798
2019-07-26,1.5785
2019-07-29,-0.4113
2019-07-30,-0.8261
2019-07-31,-2.1749
2019-08-01,1.7502
2019-08-02,-2.4175
2019-08-05,-4.5736
2019-08-06,-3.5446999999999997
2019-08-07,14.234
2019-08-08,3.3983
2019-08-09,-2.4978
2019-08-12,-1.7528000000000001
2019-08-13,2.4245
2019-08-14,-3.1711
2019-08-15,-1.8911
2019-08-16,3.291
2019-08-19,-0.3186
2019-08-20,1.0959
2019-08-21,-0.1355
2019-08-22,2.3519
2019-08-23,-2.6513
2019-08-26,0.9986
2019-08-27,-1.2135
2019-08-28,0.091
2019-08-29,2.8182
2019-08-30,-0.3979
2019-09-03,-2.4856
2019-09-04,3.9144
2019-09-05,1.4893
2019-09-06,-0.82
2019-09-09,-1.3925
2019-09-10,-1.6328
2019-09-11,-1.5702
2019-09-12,-1.5953
2019-09-13,-1.5285
2019-09-16,-0.9407
2019-09-17,3.8936
2019-09-18,-1.0055
2019-09-19,-4.5706
2019-09-20,-0.3387
2019-09-23,-0.3398
2019-09-24,-3.4584
2019-09-25,-0.7064
2019-09-26,-1.0163
2019-09-27,-4.0041
2019-09-30,-0.0535
2019-10-01,-1.7657
2019-10-02,-2.5054
2019-10-03,3.6872
2019-10-04,0.9698
2019-10-07,-1.8677000000000001
2019-10-08,2.1207
2019-10-09,2.0234
2019-10-10,-2.453
2019-10-11,-2.1402
2019-10-14,0.6014
2019-10-15,-0.4891
2019-10-16,0.0546
2019-10-17,1.8559
2019-10-18,-1.7685
2019-10-21,2.7278000000000002
2019-10-22,0.4249
2019-10-23,0.7932
2019-10-24,1.4166
2019-10-25,1.1381000000000001
2019-10-28,0.6138
2019-10-29,-1.576
2019-10-30,1.2913000000000001
2019-10-31,-1.2749
2019-11-01,2.376
2019-11-04,0.7568
2019-11-05,0.6009
2019-11-06,0.2489
2019-11-07,9.1857
2019-11-08,4.5475
2019-11-11,-0.5655
2019-11-12,-0.175
2019-11-13,1.1394
2019-11-14,1.9064
2019-11-15,2.1684
2019-11-18,1.4981
2019-11-19,1.312
2019-11-20,-1.7402
2019-11-21,0.5766
2019-11-22,1.8018
2019-11-25,1.609
2019-11-26,-2.4149
2019-11-27,1.9473
2019-11-29,-0.3979
2019-12-02,-0.7191
2019-12-03,-0.3622
2019-12-04,-1.2924
2019-12-05,-1.8003
2019-12-06,1.25
2019-12-09,-0.8642
2019-12-10,-1.0378
2019-12-11,-1.3841999999999999
2019-12-12,0.0851
2019-12-13,0.6375
2019-12-16,0.2111
2019-12-17,-1.0114
2019-12-18,0.7237
2019-12-19,1.1834
2019-12-20,-0.543
2019-12-23,0.966
2019-12-24,0.1664
2019-12-26,0.0831
2019-12-27,-0.4979
2019-12-30,-1.5847
2019-12-31,0.0
2020-01-02,1.2288000000000001
2020-01-03,0.3767
2020-01-06,-0.7089
2020-01-07,1.638
2020-01-08,5.7851
2020-01-09,4.2187
2020-01-10,-3.2609
2020-01-13,0.7361
2020-01-14,-1.3077
2020-01-15,-0.6235
2020-01-16,0.0
2020-01-17,0.1176
2020-01-21,-1.0967
2020-01-22,1.9405999999999999
2020-01-23,0.6993
2020-01-24,-1.3117
2020-01-27,-1.251
2020-01-28,0.3959
2020-01-29,0.0
2020-01-30,1.0252
2020-01-31,-2.0687
2020-02-03,1.1558
2020-02-04,3.0733
2020-02-05,-2.8287
2020-02-06,1.1802
2020-02-07,-0.6998
2020-02-10,1.2529
2020-02-11,-0.3867
2020-02-12,-2.4457
2020-02-13,0.9152
2020-02-14,-0.7886
2020-02-18,0.159
2020-02-19,1.3889
2020-02-20,-1.9569
2020-02-21,-2.7944
2020-02-24,-5.2567
2020-02-25,5.505
2020-02-26,3.8209
2020-02-27,-4.1551
2020-02-28,4.5417
2020-03-02,-0.9084
2020-03-03,-5.3408
2020-03-04,2.1474
2020-03-05,-1.8961000000000001
2020-03-06,-6.5126
2020-03-09,-8.7191
2020-03-10,2.6096
2020-03-11,-7.7735
2020-03-12,-10.1977
2020-03-13,2.3754
2020-03-16,-20.996
2020-03-17,9.6705
2020-03-18,-16.5251
2020-03-19,11.1894
2020-03-20,4.715
2020-03-23,3.4274
2020-03-24,12.0208
2020-03-25,-6.5545
2020-03-26,4.3451
2020-03-27,-5.1754999999999995
2020-03-30,-1.2547
2020-03-31,-3.3037
2020-04-01,-8.607099999999999
2020-04-02,-1.294
2020-04-03,-4.2243
2020-04-06,8.7452
2020-04-07,-0.5594
2020-04-08,8.5795
2020-04-09,7.9663
2020-04-13,1.3197
2020-04-14,1.5394
2020-04-15,-3.9067
2020-04-16,-2.0024
2020-04-17,5.8204
2020-04-20,0.7022
2020-04-21,-1.627
2020-04-22,0.6497
2020-04-23,-1.3498
2020-04-24,1.4277
2020-04-27,3.5191
2020-04-28,-1.1898
2020-04-29,5.7913
2020-04-30,0.7588
2020-05-01,-2.582
2020-05-04,-3.9757
2020-05-05,5.7504
2020-05-06,3.5345
2020-05-07,4.4643
2020-05-08,5.4299
2020-05-11,-1.0968
2020-05-12,2.5072
2020-05-13,-1.5051999999999999
2020-05-14,-0.5731
2020-05-15,-0.7685
2020-05-18,-0.726
2020-05-19,2.8766
2020-05-20,5.8768
2020-05-21,0.1791
2020-05-22,1.8767
2020-05-26,-1.1842
2020-05-27,3.1514
2020-05-28,-1.1618
2020-05-29,-0.6095
2020-06-01,1.1827
2020-06-02,0.6061
2020-06-03,-0.0861
2020-06-04,-3.6176
2020-06-05,0.6256
2020-06-08,6.2167
2020-06-09,-1.1706
2020-06-10,2.2843
2020-06-11,-8.0232
2020-06-12,4.5414
2020-06-15,4.043
2020-06-16,0.3721
2020-06-17,2.9654
2020-06-18,1.16
2020-06-19,-2.1352
2020-06-22,2.4242
2020-06-23,2.2091
2020-06-24,-0.9649
2020-06-25,4.3258
2020-06-26,-0.7097
2020-06-29,-0.9029
2020-06-30,0.4935
2020-07-01,7.3291
2020-07-02,-2.0767
2020-07-06,-0.9705
2020-07-07,1.8512
2020-07-08,2.0314
2020-07-09,0.0
2020-07-10,0.3144
2020-07-13,-2.1936
2020-07-14,2.848
2020-07-15,2.5614
2020-07-16,1.5525
2020-07-17,0.8308
2020-07-20,2.0765
2020-07-21,0.1292
2020-07-22,0.516
2020-07-23,1.5399
2020-07-24,-3.4439
2020-07-27,2.2579000000000002
2020-07-28,-1.152
2020-07-29,1.9100000000000001
2020-07-30,-0.3812
2020-07-31,0.4464
