ticker,LBC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-12-08,9.3023
2017-12-11,2.6383
2017-12-12,-1.99
2017-12-13,1.6074000000000002
2017-12-14,-0.0833
2017-12-15,-0.6667
2017-12-18,1.1745
2017-12-19,0.2488
2017-12-20,1.3234
2017-12-21,0.0816
2017-12-22,-1.6313
2017-12-26,0.3317
2017-12-27,1.157
2017-12-28,-2.0425
2017-12-29,0.417
2018-01-02,1.1628
2018-01-03,-0.1642
2018-01-04,-0.8224
2018-01-05,-0.5804
2018-01-08,0.0834
2018-01-09,-0.3333
2018-01-10,2.0067
2018-01-11,1.5574
2018-01-12,-0.2421
2018-01-16,-0.2427
2018-01-17,1.7843
2018-01-18,-0.4781
2018-01-19,0.0801
2018-01-22,2.0
2018-01-23,0.3137
2018-01-24,-1.6419000000000001
2018-01-25,1.5103
2018-01-26,1.1746
2018-01-29,0.4644
2018-01-30,-0.2311
2018-01-31,-1.1583
2018-02-01,0.7031
2018-02-02,-0.6594
2018-02-05,-1.0946
2018-02-06,0.8696
2018-02-07,1.7241
2018-02-08,-1.4638
2018-02-09,0.0782
2018-02-12,1.0156
2018-02-13,-0.6187
2018-02-14,0.3891
2018-02-15,-1.8605
2018-02-16,1.2638
2018-02-20,-0.078
2018-02-21,5.3864
2018-02-22,-3.4815
2018-02-23,0.8442
2018-02-26,-0.0761
2018-02-27,-1.4471
2018-02-28,-1.1592
2018-03-01,1.0164
2018-03-02,1.548
2018-03-05,0.2287
2018-03-06,0.6844
2018-03-07,-1.0574
2018-03-08,0.3817
2018-03-09,-2.5856
2018-03-12,1.8735
2018-03-13,-4.9042
2018-03-14,1.1280999999999999
2018-03-15,2.0717
2018-03-16,0.1561
2018-03-19,-1.0912
2018-03-20,1.2608
2018-03-21,1.1673
2018-03-22,-1.1538
2018-03-23,-4.358
2018-03-26,-0.895
2018-03-27,-2.8736
2018-03-28,0.6762
2018-03-29,0.8396
2018-04-02,-1.6653
2018-04-03,3.0483
2018-04-04,-0.6574
2018-04-05,1.0753
2018-04-06,-2.9459999999999997
2018-04-09,-3.1197
2018-04-10,-0.1741
2018-04-11,-0.2616
2018-04-12,2.535
2018-04-13,-0.2558
2018-04-16,1.1966
2018-04-17,1.0135
2018-04-18,-2.7592
2018-04-19,3.9553000000000003
2018-04-20,-1.3234
2018-04-23,-1.425
2018-04-24,-1.8707
2018-04-25,0.0
2018-04-26,1.4731
2018-04-27,2.4765
2018-04-30,3.8333
2018-05-01,0.5618
