ticker,ITRX US Equity
2005-08-25,-16.6667
2005-08-26,4.0
2005-08-30,-3.8462
2005-08-31,0.0
2005-09-02,-20.0
2005-09-08,102.5
2005-09-09,-1.2346
2005-09-12,-10.0
2005-09-13,52.7778
2005-09-14,0.0
2005-09-15,27.2727
2005-09-16,7.8571
2005-09-19,-0.7285
2005-09-20,-23.9493
2005-09-21,-7.0175
2005-09-22,-5.6604
2005-09-23,-20.0
2005-09-26,22.5
2005-09-27,12.2449
2005-09-28,3.6364
2005-09-29,-12.2807
2005-09-30,1.0
2005-10-03,5.9406
2005-10-04,-15.8879
2005-10-05,0.0
2005-10-06,0.0
2005-10-07,0.0
2005-10-10,0.0
2005-10-11,0.0
2005-10-12,0.0
2005-10-13,-11.1111
2005-10-14,-2.5
2005-10-17,-2.5641
2005-10-18,-7.8947
2005-10-19,-40.0
2005-10-20,19.0476
2005-10-21,0.0
2005-10-24,20.0
2005-10-25,-3.3333
2005-10-26,-24.1379
2005-10-27,-4.5455
2005-10-28,33.3333
2005-10-31,-21.4286
2005-11-01,13.6364
2005-11-02,0.0
2005-11-03,-16.0
2005-11-04,4.7619
2005-11-07,0.0
2005-11-08,36.3636
2005-11-09,30.0
2005-11-10,-33.3333
2005-11-11,0.0
2005-11-14,0.0
2005-11-15,0.0
2005-11-16,46.1538
2005-11-17,-21.0526
2005-11-18,-13.3333
2005-11-21,0.0
2005-11-22,0.0
2005-11-23,15.3846
2005-11-25,23.3333
2005-11-28,-5.4054
2005-11-29,-11.4286
2005-11-30,3.2258
2005-12-01,-3.125
2005-12-02,-3.2258
2005-12-05,-13.3333
2005-12-06,46.1538
2005-12-07,13.1579
2005-12-08,0.0
2005-12-09,-11.6279
2005-12-12,-15.7895
2005-12-13,-18.75
2005-12-14,3.8462
2005-12-15,3.7037
2005-12-16,7.1429
2005-12-19,-13.3333
2005-12-20,22.3077
2005-12-21,-18.239
2005-12-22,15.3846
2005-12-23,-16.6667
2005-12-27,20.0
2005-12-28,-26.6667
2005-12-29,0.0
2005-12-30,0.0
2006-01-03,0.0
2006-01-04,4.5455
2006-01-05,26.087
2006-01-06,0.0
2006-01-09,-20.6897
2006-01-10,28.2609
2006-01-11,-18.6441
2006-01-12,0.0
2006-01-13,0.0
2006-01-17,-10.4167
2006-01-18,2.3256
2006-01-19,0.0
2006-01-20,0.0
2006-01-23,17.7273
2006-01-24,-18.9189
2006-01-25,19.0476
2006-01-26,-16.0
2006-01-27,0.0
2006-01-30,-4.7619
2006-01-31,5.0
2006-02-01,32.8571
2006-02-02,-24.7312
2006-02-03,4.7619
2006-02-07,0.0
2006-02-08,0.0
2006-02-09,4.5455
2006-02-10,-4.3478
2006-02-13,12.7273
2006-02-15,-11.2903
2006-02-16,0.0
2006-02-17,-9.0909
2006-02-21,0.0
2006-02-22,15.0
2006-02-24,8.6957
2006-02-27,-20.0
2006-02-28,-5.0
2006-03-01,0.0
2006-03-02,0.0
2006-03-03,0.0
2006-03-06,21.0526
2006-03-07,-13.0435
2006-03-08,0.0
2006-03-09,-5.0
2006-03-10,0.0
2006-03-13,0.0
2006-03-14,0.0
2006-03-15,-15.7895
2006-03-16,25.0
2006-03-17,-25.0
2006-03-20,0.0
2006-03-21,40.0
2006-03-22,0.0
2006-03-23,-28.5714
2006-03-24,0.0
2006-03-27,0.0
2006-03-28,32.6667
2006-03-29,-34.6734
2006-04-03,-92.3077
2006-04-04,1700.0
2006-04-05,-33.3333
2006-04-06,0.0
2006-04-07,0.0
2006-04-10,25.0
2006-04-11,-20.0
2006-04-12,0.0
2006-04-18,0.0
2006-04-20,-12.5
2006-04-21,-4.7619
2006-04-24,0.0
2006-04-25,0.0
2006-04-26,20.0
2006-04-28,0.0
2006-05-02,25.0
2006-05-03,0.0
2006-05-04,-33.3333
2006-05-05,0.0
2006-05-09,0.0
2006-05-10,40.0
2006-05-11,0.0
2006-05-12,3.5714
2006-05-18,-31.0345
2006-05-19,0.0
2006-05-22,0.0
2006-05-23,5.0
2006-05-24,-4.7619
2006-05-26,5.0
2006-05-30,-4.7619
2006-05-31,0.0
2006-06-02,10.0
2006-06-05,0.0
2006-06-08,63.6364
2006-06-09,-38.8889
2006-06-12,0.0
2006-06-21,0.0
2006-06-22,0.0
2006-06-23,0.0
2006-06-26,0.0
2006-06-27,0.0
2006-06-28,-4.5455
2006-06-29,0.0
2006-07-05,4.7619
2006-07-06,-4.5455
2006-07-07,4.7619
2006-07-10,2.2727
2006-07-11,-2.2222
2006-07-12,-54.5455
2006-07-13,0.0
2006-07-19,0.0
2006-07-21,0.0
2006-07-24,0.0
2006-07-26,0.0
2006-07-27,0.0
2006-07-28,15.0
2006-07-31,-47.8261
2006-08-01,66.6667
2006-08-03,-6.0
2006-08-04,6.383
2006-08-07,0.0
2006-08-09,0.0
2006-08-10,0.0
2006-08-15,0.0
2006-08-16,0.0
2006-08-17,10.0
2006-08-18,0.0
2006-08-22,0.0
2006-08-28,0.0
2006-08-29,0.0
2006-08-30,0.0
2006-09-05,0.0
2006-09-06,0.0
2006-09-08,0.0
2006-09-12,0.0
2006-09-13,9.0909
2006-09-14,0.0
2006-09-18,-8.3333
2006-09-19,0.0
2006-09-25,0.0
2006-09-26,0.0
2006-09-27,9.0909
2006-09-28,-8.3333
2006-09-29,9.0909
2006-10-11,-8.3333
2006-10-12,0.0
2006-10-13,0.0
2006-10-16,0.0
2006-10-17,0.0
2006-10-18,0.0
2006-10-20,0.0
2006-10-23,0.0
2006-10-25,0.0
2006-10-26,0.0
2006-10-27,0.0
2006-10-31,9.0909
2006-11-01,0.0
2006-11-03,8.3333
2006-11-06,0.0
2006-11-09,0.0
2006-11-10,0.0
2006-11-13,0.0
2006-11-14,0.0
2006-11-15,0.0
2006-11-16,0.0
2006-11-17,0.0
2006-11-24,0.0
2006-11-29,-15.3846
2006-12-04,18.1818
2006-12-05,0.0
2006-12-06,0.0
2006-12-07,30.7692
2006-12-11,-23.5294
2006-12-12,0.0
2006-12-13,0.0
2006-12-14,0.0
2006-12-15,0.0
2006-12-18,0.0
2006-12-19,0.0
2006-12-20,0.0
2006-12-21,0.0
2006-12-22,0.0
2006-12-26,0.0
2006-12-27,0.0
2006-12-28,0.0
2006-12-29,0.0
2007-01-03,0.0
2007-01-04,0.0
2007-01-11,0.0
2007-01-12,0.0
2007-01-16,3.8462
2007-01-17,-25.9259
2007-01-23,0.0
2007-01-24,0.0
2007-01-25,0.0
2007-01-29,-60.0
2007-01-30,0.0
2007-01-31,30.0
2007-02-07,15.3846
2007-02-12,0.0
2007-02-13,0.0
2007-02-15,0.0
2007-02-20,0.0
2007-02-21,0.0
2007-02-22,0.0
2007-02-23,0.0
2007-02-28,33.3333
2007-03-02,-12.5
2007-03-05,0.0
2007-03-06,0.0
2007-03-07,0.8929
2007-03-08,-0.885
2007-03-09,0.0
2007-03-15,0.0
2007-03-16,0.0
2007-03-19,0.0
2007-03-21,0.0
2007-03-23,0.0
2007-03-28,0.0
2007-04-05,0.0
2007-04-09,0.0
2007-04-13,0.0
2007-04-23,14.2857
2007-04-24,75.0
2007-04-25,-50.0
2007-04-26,0.0
2007-05-02,0.0
2007-05-09,71.4286
2007-05-22,-41.6667
2007-05-24,0.0
2007-05-30,0.0
2007-05-31,0.0
2007-06-06,0.0
2007-06-07,0.0
2007-06-14,0.0
2007-06-15,0.0
2007-06-19,0.0
2007-06-20,0.0
2007-06-26,0.0
2007-06-28,0.0
2007-07-02,0.0
2007-07-06,0.0
2007-07-11,0.0
2007-07-19,0.0
2007-07-20,0.0
2007-07-25,0.0
2007-07-26,0.0
2007-08-06,-71.4286
2007-08-07,100.0
2007-08-08,-50.0
2007-08-09,0.0
2007-08-10,20.0
2007-08-20,-16.6667
2007-08-22,0.0
2007-09-05,0.0
2007-09-10,0.0
2007-09-17,0.0
2007-09-19,0.0
2007-09-20,0.0
2007-09-27,0.0
2007-10-01,0.0
2007-10-04,0.0
2007-10-11,0.0
2007-10-17,0.0
2007-10-24,0.0
2007-10-29,0.0
2007-10-30,0.0
2007-10-31,0.0
2007-11-02,0.0
2007-11-05,0.0
2007-11-06,100.0
2007-11-20,-50.0
2007-11-21,0.0
2007-11-28,-50.0
2007-12-12,-80.0
2007-12-27,0.0
2007-12-31,0.0
2008-01-04,0.0
2008-01-14,-87.5
2008-03-03,0.0
2008-03-06,0.0
2008-03-17,0.0
2008-04-04,0.0
2008-04-21,0.0
2008-04-22,0.0
2008-04-23,0.0
2008-05-22,0.0
2008-05-27,0.0
2008-06-16,0.0
2008-06-17,0.0
2008-07-01,0.0
2008-07-09,0.0
2008-07-18,11900.0
2008-08-18,-93.3333
2008-08-21,-87.5
2008-08-27,0.0
2008-09-02,0.0
2008-09-04,0.0
2008-09-10,0.0
2008-09-11,0.0
2008-09-16,0.0
2008-09-29,0.0
2008-09-30,0.0
2008-10-21,0.0
2008-11-12,0.0
2008-11-25,0.0
2009-01-06,0.0
2009-01-15,0.0
2009-02-06,0.0
2009-07-09,0.0
2009-11-09,0.0
2009-11-30,700.0
2009-12-28,0.0
2009-12-31,0.0
2010-01-06,0.0
2010-03-01,-87.5
2010-04-09,0.0
2010-04-12,7900.0
2010-05-20,-98.75
2010-12-13,0.0
2011-02-02,0.0
2011-06-16,0.0
2011-09-08,0.0
2011-09-12,0.0
2011-11-17,0.0
2011-12-30,0.0
2012-01-23,0.0
2012-03-15,0.0
2012-11-08,200.0
2012-12-26,0.0
2013-07-09,-66.6667
2014-06-18,0.0
2014-12-23,0.0
2015-02-23,-60.8
2015-05-08,155.102
2015-07-29,0.0
2015-09-29,-68.0
2015-10-19,2400.0
2015-12-16,-87.5
2016-12-28,0.0
2017-03-30,0.0
2017-05-10,0.0
2017-06-06,-99.2
2017-10-17,99900.0
2018-02-16,-99.9
2018-06-18,9900.0
2018-09-18,-99.0
2018-12-04,9900.0
2019-02-22,0.0
2019-03-14,-90.0
2019-03-26,0.0
2019-05-14,-90.0
2019-05-16,900.0
2019-08-01,900.0
2019-09-17,-99.0
2019-12-30,0.0
2020-02-05,9900.0
2020-02-18,0.0
2020-04-29,0.0
2020-07-07,-99.0
2020-07-27,9900.0
