ticker,ITRX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-10-19,-27.6786
2004-10-20,-0.2469
2004-10-21,0.0
2004-10-22,-0.495
2004-11-03,0.7463
2004-11-04,0.0
2004-11-05,-0.9877
2004-11-09,34.6633
2004-11-10,1.8519
2004-11-17,-9.0909
2004-11-18,20.0
2004-12-07,-16.6667
2004-12-09,-9.4
2004-12-13,28.0353
2004-12-20,3.4483
2005-01-14,-25.0
2005-01-19,8.8889
2005-01-25,-7.1429
2005-02-24,-1.0989
2005-02-25,2.2222
2005-02-28,-10.8696
2005-03-01,-24.3902
2005-03-02,48.3871
2005-03-15,13.0435
2005-03-22,-3.8462
2005-03-23,0.0
2005-03-30,-18.0
2005-04-06,9.7561
2005-04-12,-6.6667
2005-04-19,-4.7619
2005-04-21,1.25
2005-04-22,1.2346
2005-04-27,46.3415
2005-05-02,0.0
2005-05-03,-25.0
2005-05-06,4.4444
2005-05-13,-2.1277
2005-05-16,-2.1739
2005-05-17,6.6667
2005-05-23,-2.0833
2005-05-24,-4.2553
2005-05-25,15.5556
2005-05-26,0.0
2005-05-27,-13.461500000000001
2005-05-31,48.8889
2005-06-01,1.4925
2005-06-02,-2.9412000000000003
2005-06-03,-6.0606
2005-06-06,-8.0645
2005-06-07,-14.0351
2005-06-08,-18.3673
2005-06-09,5.0
2005-06-10,-1.1905000000000001
2005-06-13,10.8434
2005-06-14,-9.1304
2005-06-15,-1.9139
2005-06-16,-12.1951
2005-06-17,-1.3889
2005-06-20,-9.8592
2005-06-21,40.625
2005-06-23,-28.8889
2005-06-24,0.0
2005-06-27,6.25
2005-06-28,16.1765
2005-06-29,-1.2658
2005-06-30,-8.9744
2005-07-01,-4.2254
2005-07-05,2.9412000000000003
2005-07-06,-2.8571
2005-07-08,-4.4118
2005-07-11,1.5385
2005-07-12,-3.0303
2005-07-13,0.0
2005-07-14,-1.5625
2005-07-15,4.7619
2005-07-18,-4.5455
2005-07-19,0.0
2005-07-20,1.5873
2005-07-21,0.0
2005-07-25,-9.375
2005-07-26,0.0
2005-07-27,-48.2759
2005-07-28,33.3333
2005-07-29,10.0
2005-08-01,31.8182
2005-08-02,-31.0345
2005-08-03,0.0
2005-08-04,-5.0
2005-08-05,52.6316
2005-08-08,-23.7931
2005-08-10,-0.4525
2005-08-15,-9.0909
2005-08-16,55.0
2005-08-17,-3.2258
2005-08-18,-6.6667
2005-08-19,3.5714
2005-08-22,-13.7931
2005-08-23,0.0
2005-08-24,20.0
