ticker,UTZ US Equity
2019-06-10,-0.0995
2019-06-11,0.0
2019-06-12,0.0996
2019-06-13,0.0
2019-06-14,0.0
2019-06-17,0.2985
2019-06-19,0.0992
2019-06-20,-0.3964
2019-06-21,0.6965
2019-06-24,1.1858
2019-06-25,-0.3906
2019-06-26,-0.9804
2019-06-27,0.0
2019-06-28,-0.9901
2019-07-01,0.0
2019-07-02,0.5
2019-07-03,0.4975
2019-07-05,0.0
2019-07-09,0.396
2019-07-10,-0.1972
2019-07-23,0.1976
2019-07-24,-0.0986
2019-07-26,0.0987
2019-07-29,0.0
2019-07-31,1.5779
2019-08-01,-0.3398
2019-08-02,-0.1461
2019-08-05,-0.0976
2019-08-06,0.0
2019-08-07,0.1953
2019-08-08,0.0
2019-08-12,-0.1949
2019-08-13,0.0
2019-08-14,-0.0977
2019-08-16,-1.7595
2019-08-19,1.791
2019-08-20,0.0978
2019-08-21,0.0
2019-08-22,0.0
2019-08-23,-0.0977
2019-08-26,-0.0978
2019-08-27,0.0
2019-08-28,0.0
2019-08-29,0.1957
2019-08-30,-0.1953
2019-09-03,0.0
2019-09-04,-0.0978
2019-09-05,-0.0979
2019-09-06,-0.1961
2019-09-09,0.2456
2019-09-10,0.147
2019-09-11,-0.3914
2019-09-12,0.2947
2019-09-17,-0.3918
2019-09-18,0.4916
2019-09-20,-0.0978
2019-09-24,-0.0979
2019-09-25,-0.1961
2019-09-26,0.3929
2019-09-27,-0.0978
2019-09-30,-0.1959
2019-10-04,0.0981
2019-10-08,-0.1961
2019-10-09,0.3929
2019-10-10,-0.1468
2019-10-11,-0.049
2019-10-15,0.0
2019-10-16,0.3431
2019-10-17,0.1466
2019-10-18,0.0
2019-10-21,-0.1239
2019-10-22,-0.2667
2019-10-23,-0.1959
2019-10-24,3.8273
2019-10-25,-3.1191
2019-10-28,-0.3902
2019-10-29,0.6856
2019-10-30,-0.2918
2019-10-31,-0.1951
2019-11-01,-0.0978
2019-11-05,0.4892
2019-11-06,0.0
2019-11-07,-0.1947
2019-11-11,-0.0976
2019-11-12,-0.0977
2019-11-13,-0.2933
2019-11-14,0.3922
2019-11-18,0.293
2019-11-19,-0.1947
2019-11-20,-0.2927
2019-11-21,0.0
2019-11-22,0.3258
2019-11-25,-0.6174
2019-11-26,0.0981
2019-11-29,0.0
2019-12-02,0.5882
2019-12-03,-0.0975
2019-12-04,-0.0976
2019-12-06,-0.2471
2019-12-09,0.0519
2019-12-12,0.0
2019-12-13,0.0
2019-12-16,0.5871
2019-12-17,0.0973
2019-12-18,-0.1944
2019-12-19,0.3895
2019-12-20,-0.194
2019-12-23,-0.0972
2019-12-30,0.0
2020-01-08,0.1946
2020-01-10,0.8738
2020-01-13,0.0962
2020-01-14,0.4808
2020-01-15,1.4354
2020-01-16,0.4821
2020-01-17,0.0836
2020-01-21,1.7824
2020-01-22,-1.1733
2020-01-23,-0.2117
2020-01-27,0.0
2020-01-28,0.4673
2020-01-30,0.6512
2020-01-31,0.0
2020-02-03,-0.1848
2020-02-04,1.7147999999999999
2020-02-05,-0.6846
2020-02-06,-0.0917
2020-02-07,-0.4908
2020-02-10,-0.1521
2020-02-11,0.0
2020-02-12,-0.277
2020-02-13,-0.6481
2020-02-14,0.1864
2020-02-20,0.0
2020-02-21,0.0
2020-02-24,0.4651
2020-02-25,-0.1852
2020-02-26,-0.2783
2020-02-28,-0.6521
2020-03-02,1.1245
2020-03-03,0.463
2020-03-04,0.0
2020-03-05,-0.1843
2020-03-06,-0.9234
2020-03-09,-1.6775
2020-03-10,-0.6521
2020-03-11,0.084
2020-03-12,-1.9066
2020-03-13,-0.0972
2020-03-16,-2.5292
2020-03-17,0.8982
2020-03-18,-0.7913
2020-03-19,-1.1964
2020-03-20,2.4218
2020-03-23,0.197
2020-03-24,-1.3766
2020-03-25,0.8973
2020-03-26,0.7905
2020-03-27,0.2922
2020-03-30,0.0997
2020-03-31,-0.0977
2020-04-01,-0.8798
2020-04-02,0.789
2020-04-03,-0.6849
2020-04-06,-0.0985
2020-04-08,0.5917
2020-04-09,-0.3922
2020-04-14,0.8858
2020-04-15,-0.2517
2020-04-20,0.0567
2020-04-22,-0.1955
2020-04-23,2.0078
2020-04-27,-0.6241
2020-04-28,0.0
2020-04-29,1.1594
2020-04-30,0.0
2020-05-01,0.0
2020-05-04,-1.6237
2020-05-05,0.9709
2020-05-08,0.6731
2020-05-11,0.0
2020-05-12,1.2416
2020-05-13,0.4717
2020-05-14,0.4695
2020-05-15,0.2804
2020-05-18,0.3262
2020-05-19,-0.1393
2020-05-20,-0.3721
2020-05-21,-0.0934
2020-05-22,0.1869
2020-05-26,0.3731
2020-05-27,0.3717
2020-05-28,-0.3241
2020-05-29,-0.418
2020-06-01,1.4925
2020-06-02,0.1838
2020-06-03,-0.4587
2020-06-04,0.4608
2020-06-05,16.9725
2020-06-08,1.7255
2020-06-09,2.5443
2020-06-10,7.1429
2020-06-11,-2.1053
2020-06-12,0.2867
2020-06-15,-1.4296
2020-06-16,0.7977
2020-06-17,0.0
2020-06-18,0.0
2020-06-19,-0.6475
2020-06-22,1.8827
2020-06-23,1.6347
2020-06-24,0.0
2020-06-25,-3.3566
2020-06-26,-0.5065
2020-06-29,-0.4364
2020-06-30,0.073
2020-07-01,0.0
2020-07-02,-0.5839
2020-07-06,0.2203
2020-07-07,0.0
2020-07-08,0.3663
2020-07-09,0.0
2020-07-10,0.0
2020-07-13,1.4599
2020-07-14,0.0
2020-07-15,-1.295
2020-07-16,0.2187
2020-07-17,0.7273
2020-07-20,-0.8664
2020-07-21,0.5098
2020-07-22,-0.0725
2020-07-23,-2.103
2020-07-24,-1.7778
2020-07-27,1.81
2020-07-28,0.0
2020-07-29,1.7778
2020-07-30,-1.1645
2020-07-31,-1.4727999999999999
