ticker,UTZ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-11-29,0.0
2018-11-30,0.0
2018-12-03,0.0
2018-12-04,0.0
2018-12-06,0.0
2018-12-07,0.0
2018-12-10,0.0
2018-12-11,0.0
2018-12-12,1.2461
2018-12-13,-1.2308
2018-12-14,0.2077
2018-12-17,-0.5181
2018-12-18,-0.3125
2018-12-19,-0.209
2018-12-21,0.9424
2018-12-24,0.0
2018-12-26,0.0
2018-12-27,0.1037
2018-12-28,0.0
2019-01-02,0.0
2019-01-03,-0.2073
2019-01-04,0.1038
2019-01-07,0.0
2019-01-08,-0.1037
2019-01-10,0.8567
2019-01-11,-0.1287
2019-01-15,0.0
2019-01-16,-0.7216
2019-01-17,0.7269
2019-01-18,0.5155
2019-01-22,0.4482
2019-01-23,-0.1389
2019-01-24,-0.819
2019-01-28,0.7216
2019-02-01,-0.2047
2019-02-04,-0.5128
2019-02-05,0.5155
2019-02-06,0.5128
2019-02-07,-0.0724
2019-02-08,0.0725
2019-02-14,-0.5102
2019-02-15,0.1026
2019-02-20,0.9221
2019-02-21,-0.1015
2019-02-22,0.1016
2019-02-27,0.0
2019-03-04,0.0
2019-03-07,0.203
2019-03-08,-0.2026
2019-03-11,0.5076
2019-03-12,0.0
2019-03-13,0.0
2019-03-14,0.5051
2019-03-15,1.005
2019-03-18,-0.597
2019-03-19,-0.2002
2019-03-20,0.0
2019-03-21,0.1003
2019-03-22,-0.1002
2019-03-25,-0.5015
2019-03-26,0.1008
2019-03-29,0.1007
2019-04-01,-0.1006
2019-04-02,-0.1007
2019-04-03,-0.1008
2019-04-04,0.0
2019-04-05,-0.1009
2019-04-09,1.5152
2019-04-10,-0.995
2019-04-11,1.9095
2019-04-12,-0.6903
2019-04-15,-0.1986
2019-04-16,-0.0995
2019-04-17,-0.5976
2019-04-22,-0.1002
2019-04-23,0.2006
2019-04-24,0.0
2019-04-25,-1.2012
2019-04-26,0.8105
2019-04-29,0.3015
2019-04-30,-0.2004
2019-05-06,0.3996
2019-05-07,-0.498
2019-05-08,0.0
2019-05-09,0.804
2019-05-10,-0.3759
2019-05-13,0.0771
2019-05-14,-0.2
2019-05-15,-0.3006
2019-05-16,0.804
2019-05-17,-0.5982
2019-05-20,-0.2006
2019-05-22,0.5025
2019-05-23,0.1
2019-05-24,0.1998
2019-05-28,0.1994
2019-05-29,-0.199
2019-05-31,0.0
2019-06-03,0.0997
2019-06-04,-0.0996
2019-06-06,0.1994
2019-06-07,0.0
