ticker,SLNX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-07-06,40.0
2007-08-31,14.2857
2008-04-15,-25.0
2009-04-23,-93.3333
2009-07-24,650.0
2009-07-27,0.0
2009-07-30,0.0
2009-07-31,-46.6667
2009-08-05,0.0
2009-08-21,25.0
2009-08-24,100.0
2009-08-25,20.0
2009-08-26,25.0
2009-08-27,-3.3333
2009-08-28,-10.3448
2009-08-31,-34.6154
2009-09-01,29.4118
2009-09-02,9.0909
2009-09-03,20.8333
2009-09-04,13.7931
2009-09-08,10.6061
2009-09-09,9.589
2009-09-10,45.0
2009-09-11,12.069
2009-09-14,-27.6923
2009-09-15,-19.1489
2009-09-16,-5.2632
2009-09-17,6.9444
2009-09-18,1.2987
2009-09-21,10.2564
2009-09-22,6.9767
2009-09-23,4.3478
2009-09-24,4.1667
2009-09-25,-10.0
2009-09-28,0.0
2009-09-29,-10.0
2009-09-30,1.2346
2009-10-01,-2.439
2009-10-02,-2.5
2009-10-05,0.5128
2009-10-06,0.0
2009-10-07,0.0
2009-10-08,-6.8878
2009-10-09,-23.2877
2009-10-12,-7.1429
2009-10-13,11.538499999999999
2009-10-14,0.0
2009-10-15,-3.7931
2009-10-16,-3.2258
2009-10-19,0.0
2009-10-20,-3.7037
2009-10-21,-15.3846
2009-10-22,-9.0909
2009-10-23,-5.0
2009-10-26,0.0
2009-10-27,-21.0526
2009-10-28,6.6667
2009-10-29,12.5
2009-10-30,-15.2778
2009-11-02,-8.1967
2009-11-03,28.5714
2009-11-04,-16.6667
2009-11-05,0.0
2009-11-06,0.0
2009-11-09,-53.3333
2009-11-10,92.8571
2009-11-11,11.1111
2009-11-12,-13.3333
2009-11-13,-7.6923
2009-11-16,-7.3958
2009-11-17,7.9865
2009-11-18,0.0
2009-11-19,-8.3333
2009-11-20,-9.0909
2009-11-23,0.0
2009-11-24,0.0
2009-11-25,0.0
2009-11-27,0.0
2009-11-30,-10.0
2009-12-01,0.0
2009-12-02,-11.1111
2009-12-03,0.0
2009-12-04,0.0
2009-12-07,12.5
2009-12-08,-11.1111
2009-12-09,12.5
2009-12-10,0.0
2009-12-11,0.0
2009-12-14,-11.1111
2009-12-15,-12.5
2009-12-16,0.0
2009-12-17,0.0
2009-12-18,-21.4286
2009-12-21,-9.0909
2009-12-22,0.0
2009-12-23,10.0
2009-12-24,0.0
2009-12-28,0.0
2009-12-29,-9.0909
2009-12-30,10.0
2009-12-31,-9.0909
2010-01-04,0.0
2010-01-06,-20.0
