ticker,WEI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-11-16,-2.439
2018-11-19,1.5
2018-11-20,-1.2808
2018-11-21,0.0998
2018-11-23,-0.2851
2018-11-26,-0.214
2018-11-27,0.2154
2018-11-28,-0.015
2018-11-29,0.0
2018-11-30,0.001
2018-12-03,2.099
2018-12-04,-0.8815
2018-12-06,-0.9881
2018-12-07,-0.0998
2018-12-10,0.0
2018-12-11,-0.0999
2018-12-12,0.672
2018-12-13,-0.6675
2018-12-14,0.55
2018-12-17,-1.5415
2018-12-18,0.101
2018-12-19,0.1009
2018-12-20,-0.2016
2018-12-21,0.0
2018-12-24,-0.8081
2018-12-26,0.0
2018-12-27,-4.888
2018-12-28,0.0
2018-12-31,-0.8565
2019-01-02,-0.54
2019-01-03,1.1944
2019-01-04,4.8283000000000005
2019-01-07,-2.4463
2019-01-08,-0.0105
2019-01-09,0.7345
2019-01-10,-1.5625
2019-01-11,0.0
2019-01-14,1.6402
2019-01-15,-1.6137000000000001
2019-01-17,5.8201
2019-01-18,-1.3
2019-01-22,-1.2158
2019-01-23,-2.5641
2019-01-25,5.0526
2019-01-28,-2.2776
2019-01-29,-0.0277
2019-01-30,1.1282
2019-01-31,-1.1156
2019-02-01,0.4379
2019-02-04,-2.4784
2019-02-05,1.466
2019-02-06,2.4768
2019-02-07,-0.1007
2019-02-08,-0.9869
2019-02-12,2.8293
2019-02-13,3.398
2019-02-14,0.6397
2019-02-15,25.5471
2019-02-19,-1.4778
2019-02-20,-1.15
2019-02-21,-1.9493
2019-02-22,-3.0159
2019-02-25,0.491
2019-02-26,-2.4723
2019-02-27,-0.0534
2019-02-28,-3.0911
2019-03-01,2.5862
2019-03-04,0.5672
2019-03-05,-0.1462
2019-03-06,0.4184
2019-03-07,0.0
2019-03-08,-1.25
2019-03-11,1.9409
2019-03-12,-1.4909
2019-03-13,-0.5286
2019-03-14,0.0253
2019-03-15,-0.3336
2019-03-18,0.0814
2019-03-19,-0.3395
2019-03-21,-2.209
2019-03-22,0.7819
2019-03-25,-0.2276
2019-03-26,-0.5495
2019-03-27,1.6507
2019-03-28,-2.9359
2019-03-29,1.7919
2019-04-01,-1.2111
2019-04-02,-1.6637
2019-04-03,-4.7195
2019-04-04,-5.6075
2019-04-05,-0.9901
2019-04-08,1.0
2019-04-09,1.9802
2019-04-10,-1.9417
2019-04-11,-0.9901
2019-04-12,0.0
2019-04-15,-0.768
2019-04-16,-0.2338
2019-04-17,0.0
2019-04-18,2.4576000000000002
