ticker,WEI US Equity
2019-04-22,-1.117
2019-04-23,0.4985
2019-04-24,-0.7937
2019-04-25,0.0
2019-04-26,0.2
2019-04-29,-1.1976
2019-04-30,1.0101
2019-05-01,0.983
2019-05-02,-0.4783
2019-05-03,-0.4975
2019-05-06,-1.0
2019-05-07,0.0
2019-05-08,-0.5051
2019-05-09,-0.4061
2019-05-10,1.2232
2019-05-13,-1.6113
2019-05-14,0.8188
2019-05-15,-0.9137
2019-05-16,2.0564
2019-05-17,-1.4126
2019-05-20,-4.4807
2019-05-21,1.2793
2019-05-22,-1.4737
2019-05-23,0.9615
2019-05-24,0.5291
2019-05-28,-1.8947
2019-05-29,-0.2146
2019-05-30,-1.9849
2019-05-31,4.7678
2019-06-03,0.733
2019-06-04,1.3514
2019-06-05,-1.8492
2019-06-06,0.3166
2019-06-07,-2.3292
2019-06-10,1.8515000000000001
2019-06-11,0.0
2019-06-12,-2.4084
2019-06-13,0.0676
2019-06-14,-0.282
2019-06-17,-0.1075
2019-06-18,0.0
2019-06-19,2.5834
2019-06-20,-0.3148
2019-06-21,-3.7895
2019-06-24,-0.4376
2019-06-25,-0.2198
2019-06-26,0.1101
2019-06-27,-0.44
2019-06-28,-0.5525
2019-07-01,-0.5556
2019-07-02,0.3117
2019-07-03,0.5803
2019-07-05,-1.5504
2019-07-08,-1.0124
2019-07-09,-0.5682
2019-07-10,0.0
2019-07-11,0.0
2019-07-12,-1.6
2019-07-15,-1.9744000000000002
2019-07-16,1.3033000000000001
2019-07-18,0.0
2019-07-19,-1.4035
2019-07-22,-0.5931
2019-07-23,-0.358
2019-07-24,-1.0778
2019-07-25,-0.1211
2019-07-26,0.0
2019-07-29,0.0
2019-07-30,0.4848
2019-07-31,-1.0856
2019-08-01,-1.2195
2019-08-02,-0.2469
2019-08-05,-2.2277
2019-08-06,-3.4177
2019-08-07,-1.3106
2019-08-08,0.7171
2019-08-09,-1.7669000000000001
2019-08-12,-2.0134
2019-08-13,0.0
2019-08-14,-1.3699
2019-08-16,0.0
2019-08-19,0.0
2019-08-21,-4.3056
2019-08-22,0.1451
2019-08-27,-1.4493
2019-08-28,-1.1764999999999999
2019-08-29,-0.2976
2019-09-03,-1.194
2019-09-05,-1.2085
2019-09-06,-0.6116
2019-09-09,0.0
2019-09-10,-6.6154
2019-09-11,0.659
2019-09-12,1.8003
2019-09-13,-0.8039
2019-09-16,-0.3241
2019-09-17,4.065
2019-09-18,-0.0422
2019-09-19,-0.7394
2019-09-20,-1.5748
2019-09-23,0.96
2019-09-24,-2.5357
2019-09-27,-0.813
2019-10-01,0.3279
2019-10-02,-1.1438
2019-10-03,3.3058
2019-10-07,-3.2
2019-10-08,0.0
2019-10-09,-0.8264
2019-10-10,0.5
2019-10-11,0.3317
2019-10-14,3.4711
2019-10-21,-2.2364
2019-10-24,2.9412000000000003
2019-10-25,1.9048
2019-10-28,0.6231
2019-10-31,-1.548
2019-11-04,1.5723
2019-11-05,-2.4768
2019-11-06,2.2222
2019-11-07,-0.4658
2019-11-08,-0.156
2019-11-11,-6.25
2019-11-12,0.5
2019-11-13,1.6583999999999999
2019-11-14,-1.1419
2019-11-15,-0.3812
2019-11-18,2.2048
2019-11-19,-2.107
2019-11-20,-0.6623
2019-11-21,6.6667
2019-11-22,-4.6875
2019-11-25,-9.8361
2019-11-26,8.9091
2019-11-27,1.5025
2019-11-29,-2.1382
2019-12-02,-11.0924
2019-12-03,-4.3478
2019-12-04,-1.6937
2019-12-05,-10.2889
2019-12-06,-2.9692
2019-12-09,-11.3164
2019-12-10,-13.2813
2019-12-11,2.1021
2019-12-12,-4.4118
2019-12-13,-4.7077
2019-12-16,-4.1879
2019-12-17,-3.9531
2019-12-18,-1.7544
2019-12-19,2.8571
2019-12-20,0.0
2019-12-23,0.0
2019-12-24,5.2083
2019-12-26,13.5314
2019-12-27,-13.0814
2019-12-30,2.3211
2019-12-31,1.6539000000000001
2020-01-02,-5.1447
2020-01-03,-3.0508
2020-01-06,-6.6608
2020-01-07,-5.2257
2020-01-08,0.0
2020-01-09,11.4625
2020-01-10,-3.5461
2020-01-13,2.2059
2020-01-14,-3.5971
2020-01-15,4.8507
2020-01-16,-2.4911
2020-01-17,1.0949
2020-01-21,-7.9422
2020-01-22,7.0588
2020-01-23,-2.5641
2020-01-24,-4.1353
2020-01-27,-6.6667
2020-01-28,1.6806999999999999
2020-01-29,-7.8512
2020-01-30,2.6906
2020-01-31,6.5502
2020-02-03,0.8197
2020-02-04,-6.5041
2020-02-05,-1.7391
2020-02-06,0.885
2020-02-07,-1.3158
2020-02-10,-0.4444
2020-02-11,-2.6786
2020-02-12,0.4587
2020-02-13,4.5662
2020-02-14,3.4934
2020-02-18,8.8608
2020-02-19,0.0
2020-02-20,-3.5155
2020-02-21,-1.177
2020-02-24,-7.3171
2020-02-25,-4.386
2020-02-26,0.9174
2020-02-27,-5.4545
2020-02-28,-1.9231
2020-03-02,0.9804
2020-03-03,-0.4854
2020-03-04,0.4878
2020-03-05,-4.8544
2020-03-06,-14.7959
2020-03-09,-8.982
2020-03-10,-3.9474
2020-03-11,0.0
2020-03-12,-7.5342
2020-03-13,-0.7407
2020-03-16,-3.7313
2020-03-17,-3.1008
2020-03-18,-3.2
2020-03-19,-3.3058
2020-03-20,-0.2308
2020-03-23,1.088
2020-03-24,12.6271
2020-03-25,-21.7532
2020-03-26,13.4724
2020-03-27,12.7119
2020-03-30,3.0075
2020-03-31,6.5693
2020-04-01,-10.9589
2020-04-02,-3.8462
2020-04-03,-2.4
2020-04-06,6.5574
2020-04-07,13.8462
2020-04-08,-6.0811
2020-04-09,-0.7194
2020-04-13,0.0
2020-04-14,5.7971
2020-04-15,-6.1644
2020-04-16,-0.7299
2020-04-17,3.6765
2020-04-20,-6.383
2020-04-21,-3.0303
2020-04-22,2.3516
2020-04-23,-2.2975
2020-04-24,0.0
2020-04-27,4.9219
2020-04-28,0.7223
2020-04-29,16.8034
2020-04-30,-5.0633
2020-05-01,-1.3333
2020-05-04,-1.3514
2020-05-05,0.6849
2020-05-06,-1.3605
2020-05-07,-1.3793
2020-05-08,-5.5874
2020-05-11,5.1774000000000004
2020-05-12,1.6056
2020-05-13,-3.6596
2020-05-14,1.4388
2020-05-15,0.0071
2020-05-18,4.9571
2020-05-19,-2.027
2020-05-20,8.2759
2020-05-21,7.0064
2020-05-22,-4.7619
2020-05-26,-8.75
2020-05-27,16.3904
2020-05-28,-1.5242
2020-05-29,-5.0496
2020-06-01,2.2720000000000002
2020-06-02,1.2308
2020-06-03,-1.5198
2020-06-04,0.9259
2020-06-05,0.5076
2020-06-08,3.4504
2020-06-09,6.4706
2020-06-10,10.4972
2020-06-11,-12.5
2020-06-12,1.7143000000000002
2020-06-15,2.809
2020-06-16,-2.1858
2020-06-17,-4.4693
2020-06-18,-7.6023
2020-06-19,-8.8608
2020-06-22,2.0833
2020-06-23,-2.0408
2020-06-24,-9.7222
2020-06-25,0.7692
2020-06-26,-1.145
2020-06-29,0.3861
2020-06-30,0.0
2020-07-01,2.3077
2020-07-02,0.0
2020-07-06,1.5038
2020-07-07,-5.1852
2020-07-08,0.0
2020-07-09,0.7813
2020-07-10,-0.7752
2020-07-13,-1.1719
2020-07-14,-4.3478
2020-07-15,3.3058
2020-07-16,-3.2
2020-07-17,-3.3058
2020-07-20,2.5641
2020-07-21,0.0
2020-07-22,0.0
2020-07-23,-1.8833
2020-07-24,-2.3272
2020-07-27,-2.6087
2020-07-28,-0.8929
2020-07-29,-0.9009
2020-07-30,-6.3636
2020-07-31,10.6796
