ticker,SMME US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-04-10,0.0
2006-04-24,9.0909
2006-04-26,8.3333
2006-04-27,-7.6923
2006-05-01,25.0
2006-05-02,-26.6667
2006-05-03,-4.5455
2006-05-04,-4.7619
2006-05-05,1.0
2006-05-12,38.6139
2006-05-15,-27.8571
2006-05-18,7.9208
2006-05-19,-8.2569
2006-05-22,1.0
2006-05-24,-0.9901
2006-06-06,5.0
2006-06-16,-5.7143
2006-06-29,1.0101
2006-08-07,-21.0
2006-08-15,0.0
2006-08-18,20.2532
2006-08-21,0.0
2006-08-22,-42.1053
2006-08-25,9.0909
2006-08-28,0.0
2006-09-01,0.0
2006-09-29,-15.0
2006-10-03,-5.8824
2006-10-20,14.5833
2006-10-23,-14.5455
2006-10-24,114.8936
2006-11-28,0.0
2006-11-29,-0.9901
2006-12-12,-10.0
2006-12-29,5.5556
2007-01-03,0.0
2007-01-04,-10.526299999999999
2007-01-05,-5.8824
2007-01-08,1.25
2007-01-09,17.284
2007-01-10,-15.7895
2007-02-02,-12.5
2007-02-05,-27.1429
2007-02-09,0.0
2007-02-13,0.0
2007-02-14,-25.4902
2007-02-16,34.2105
2007-02-23,17.647100000000002
2007-02-27,13.3333
2007-02-28,0.0
2007-03-06,-11.7647
2007-03-07,-16.6667
2007-03-12,-20.0
2007-03-13,27.5
2007-03-14,-60.7843
2007-03-15,225.0
2007-03-16,-7.6923
2007-03-23,-10.0
2007-03-26,-7.4074
2007-03-27,0.0
2007-03-28,2.0
2007-03-29,7.8431
2007-03-30,0.0
2007-04-02,0.0
2007-04-11,-9.0909
2007-04-16,0.0
2007-04-17,0.0
2007-04-18,0.0
2007-04-19,4.0
2007-04-23,-3.8462
2007-04-24,6.0
2007-04-25,0.0
2007-04-30,0.0
2007-05-02,0.0
2007-05-03,-5.6604
2007-05-04,6.0
2007-05-08,-5.6604
2007-05-15,0.0
2007-05-17,0.0
2007-06-05,-20.0
2007-06-15,0.0
2007-06-19,0.0
2007-06-20,0.0
2007-06-22,-10.0
2007-06-26,6.9444
2007-06-28,-19.4805
2007-06-29,-3.2258
2007-07-02,10.0
2007-07-03,-6.0606
2007-07-11,0.0
2007-07-13,-9.6774
2007-07-16,10.7143
2007-07-17,-3.2258
2007-07-19,6.6667
2007-07-23,6.25
2007-07-24,0.0
2007-07-25,0.0
2007-07-30,2.9412000000000003
2007-08-08,0.0
2007-08-17,-14.2857
2007-09-26,0.0
2007-10-02,-33.3333
2007-10-03,0.0
