ticker,CCVAJ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-06-14,0.0
2007-08-08,0.0
2007-08-30,0.0
2007-09-28,0.0
2007-11-29,-2.9605
2007-12-03,2.5423999999999998
2007-12-05,0.0
2008-04-09,0.0
2008-04-22,0.0
2008-05-29,0.0
2008-06-03,0.0
2008-06-05,0.0
2008-06-30,0.0
2008-07-18,7.438
2008-07-28,-6.9231
2008-12-23,-4.1322
2009-04-24,-1.7241
2009-05-11,-5.2632
2009-06-15,-7.4074
2009-06-30,-20.0
2009-07-08,0.0
2009-07-10,0.0
2009-07-14,0.0
2009-08-03,5.0
2009-08-17,0.0
2009-09-15,10.7143
2009-10-19,-3.2258
2009-10-20,4.4444
2009-10-26,0.0
2009-11-20,-2.1277
2009-12-07,2.1739
2010-03-15,-4.2553
2010-06-18,-0.4444
2010-09-28,2.6786
2010-11-01,-4.3478
2010-11-02,0.0
2010-12-01,0.0
2010-12-02,0.0
2010-12-31,4.5455
2011-01-21,0.0
2011-01-31,0.0
2011-03-02,0.0
2011-03-21,0.0
2011-03-25,-8.6957
2011-04-12,4.7619
2011-06-14,0.0
2011-06-16,3.4091
2011-07-11,1.0989
2011-08-16,0.0
2011-10-05,0.0
2011-10-24,-2.1739
2011-12-15,2.2222
2011-12-23,-2.1739
2012-02-29,2.2222
2012-03-06,-1.087
2012-03-30,1.0989
2012-04-04,0.0
2012-06-07,0.0
2012-07-09,8.6957
2012-07-10,0.0
2012-09-19,4.0
2013-03-08,-1.3462
2013-05-02,-0.5848
2013-06-21,-7.8431
2013-06-28,4.2553
2013-08-02,2.0408
2013-09-27,0.0
2013-11-08,0.0
2014-01-23,0.0
2014-02-12,0.0
2014-04-02,0.0
2014-06-06,0.0
2014-06-19,0.0
2014-09-29,-1.0
2014-11-05,1.0101
2014-11-07,0.0
2014-12-08,0.0
2014-12-10,0.0
2014-12-16,0.0
2015-02-09,-1.0
2015-04-29,1.0101
2015-05-14,0.0
2015-07-15,-4.0
2015-07-21,0.0
2015-07-22,0.0
2015-08-12,0.0
2015-08-28,0.0
2015-10-13,0.0
2015-11-03,0.0
2015-11-12,0.0
2015-11-17,4.1667
2016-03-21,0.0
2016-03-31,0.0
2016-04-08,0.0
2016-06-06,0.0
2016-07-29,0.0
2016-09-14,-1.0
2016-10-18,1.0101
2017-03-08,0.0
2017-03-16,0.0
2017-05-09,0.0
2017-06-02,0.0
2017-06-07,0.0
2017-08-09,0.0
2018-01-11,0.0
2018-02-06,0.0
2018-04-06,0.0
2018-07-20,0.0
2018-07-25,0.0
2018-07-26,0.0
2018-08-01,0.0
2018-12-03,0.0
2018-12-11,0.0
2019-02-15,0.0
2019-03-28,0.0
2019-04-02,0.0
2019-04-08,0.0
2019-04-29,0.0
2019-04-30,0.0
2019-05-14,0.0
2019-07-19,0.0
2020-03-12,0.0
2020-04-27,0.0
2020-05-26,0.0
2020-06-12,0.0
2020-06-25,0.0
