ticker,ESXB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-09-06,-1.4085
2006-09-07,0.0
2006-09-08,0.0
2006-09-11,1.4285999999999999
2006-09-14,0.1408
2006-09-15,0.1406
2006-09-18,-0.2809
2006-09-19,0.2817
2006-09-20,-0.1404
2006-09-22,-0.1406
2006-09-25,0.0
2006-09-26,-0.7042
2006-09-27,-0.1418
2006-09-28,-0.142
2006-10-02,-0.1422
2006-10-03,0.0
2006-10-04,0.0
2006-10-05,0.0
2006-10-06,0.0
2006-10-10,0.0
2006-10-11,0.0
2006-10-12,0.7123
2006-10-18,-0.7072
2006-10-20,0.9972
2006-10-23,-0.9873
2006-10-24,0.4274
2006-10-26,-0.4255
2006-10-27,0.0
2006-10-31,0.0
2006-11-01,0.1425
2006-11-02,0.2845
2006-11-03,-0.2837
2006-11-06,0.0
2006-11-09,0.0
2006-11-10,0.8535
2006-11-13,-0.5642
2006-11-15,0.1418
2006-11-17,-0.1416
2006-11-20,0.5674
2006-11-21,0.0
2006-11-22,-0.2821
2006-11-24,0.0
2006-11-27,-0.2829
2006-11-28,0.1418
2006-11-29,0.5666
2006-11-30,0.4225
2006-12-01,-0.4208
2006-12-04,-0.2817
2006-12-05,0.2825
2006-12-06,0.0
2006-12-07,0.0
2006-12-08,0.0
2006-12-11,0.0
2006-12-12,0.0
2006-12-13,0.0
2006-12-14,0.1408
2006-12-15,1.2658
2006-12-18,-1.1111
2006-12-19,0.0
2006-12-20,0.0
2006-12-21,0.0
2006-12-26,1.5449000000000002
2006-12-27,-0.4149
2006-12-28,-0.6944
2007-01-04,-0.6993
2007-01-05,0.7042
2007-01-08,0.0
2007-01-09,0.0
2007-01-10,0.5594
2007-01-12,-0.5563
2007-01-16,0.979
2007-01-17,-0.9695
2007-01-18,0.0
2007-01-19,0.5437
2007-01-22,-0.819
2007-01-23,0.2805
2007-01-24,-0.2797
2007-01-25,0.2805
2007-01-26,0.0
2007-01-29,0.0
2007-02-01,0.2797
2007-02-02,-0.2789
2007-02-05,0.6993
2007-02-06,-0.6944
2007-02-08,0.6993
2007-02-09,-0.6944
2007-02-12,-0.1399
2007-02-13,0.2801
2007-02-14,0.9777
2007-02-15,0.0
2007-02-16,0.2766
2007-02-20,-0.2759
2007-02-26,-0.2766
2007-02-27,-0.1387
2007-02-28,-0.4167
2007-03-01,0.1395
2007-03-02,0.4178
2007-03-07,0.5548
2007-03-08,0.1379
2007-03-09,0.0
2007-03-14,0.0
2007-03-15,-0.1377
