ticker,SACH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-02-10,0.8
2017-02-13,-1.1905000000000001
2017-02-14,0.8032
2017-02-15,-0.3685
2017-02-16,-0.03
2017-02-17,0.0
2017-02-21,0.2
2017-02-22,2.7944
2017-02-23,-0.5825
2017-02-24,0.1953
2017-02-27,-2.1442
2017-02-28,0.5976
2017-03-01,0.5941
2017-03-02,-1.1811
2017-03-03,0.996
2017-03-06,-1.3807
2017-03-07,0.0
2017-03-08,0.15
2017-03-09,-0.1498
2017-03-10,0.0
2017-03-13,1.4
2017-03-14,-0.1972
2017-03-15,0.1976
2017-03-16,2.3669000000000002
2017-03-17,-4.817
2017-03-20,6.6802
2017-03-21,-2.0873
2017-03-22,1.2016
2017-03-23,-0.0383
2017-03-24,-2.8736
2017-03-27,3.3531
2017-03-28,0.7634
2017-03-29,-2.0833
2017-03-30,1.9342000000000001
2017-03-31,-2.4668
2017-04-03,0.9728
2017-04-04,0.0
2017-04-05,1.7341
2017-04-06,-0.5682
2017-04-07,0.15
2017-04-10,-0.9105
2017-04-11,-1.1516
2017-04-12,3.4951
2017-04-13,0.1397
2017-04-17,0.7423
2017-04-18,-0.2124
2017-04-19,-0.6644
2017-04-20,0.3788
2017-04-21,-1.9882
2017-04-24,-0.089
2017-04-25,-0.7707
2017-04-26,-0.5631
2017-04-27,0.5663
2017-04-28,0.5825
2017-05-01,-2.1236
2017-05-02,-1.3807
2017-05-03,-1.2
2017-05-05,1.0121
2017-05-08,-2.8056
2017-05-09,1.2371
2017-05-10,-2.0341
2017-05-11,-0.4184
2017-05-12,4.1754
2017-05-15,-1.3327
2017-05-16,-1.2897
2017-05-17,1.6461000000000001
2017-05-18,0.2024
2017-05-19,-0.8611
2017-05-22,-0.1503
2017-05-23,1.0204
2017-05-24,-3.0303
2017-05-25,2.9167
2017-05-26,1.2146
2017-05-30,-2.0
2017-05-31,2.0408
2017-06-01,-2.2
2017-06-02,2.2495
2017-06-05,0.0
2017-06-06,0.8
2017-06-07,-2.9762
2017-06-08,4.2945
2017-06-09,-2.1569
2017-06-12,-2.6052
2017-06-13,2.8807
2017-06-14,-5.0
2017-06-15,3.3684
2017-06-16,-4.277
2017-06-19,-3.4043
2017-06-20,4.185
2017-06-21,-0.8457
2017-06-22,2.1087
2017-06-23,1.9022999999999999
2017-06-26,-0.4098
2017-06-27,-1.2346
2017-06-28,0.0
2017-06-29,-1.25
2017-06-30,-0.4219
2017-07-03,2.7542
2017-07-05,-2.4742
