ticker,ARINA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-11,0.0
2000-01-14,0.0
2000-01-21,-11.1111
2000-02-01,50.0
2000-02-02,4.1667
2000-02-03,-4.0
2000-02-04,0.0
2000-02-08,4.1667
2000-02-10,0.0
2000-02-17,0.0
2000-02-18,0.0
2000-02-22,-4.0
2000-02-24,0.0
2000-02-28,16.6667
2000-02-29,-10.7143
2000-03-01,24.0
2000-03-06,0.0
2000-03-08,-22.5806
2000-03-21,16.6667
2000-03-22,0.0
2000-03-29,0.0
2000-04-04,0.0
2000-04-06,-7.1429
2000-05-19,-7.0769
2000-05-25,-0.6623
2000-06-07,0.0
2000-06-09,8.3333
2000-06-13,-7.6923
2000-06-14,16.6667
2000-06-19,-10.7143
2000-06-22,12.0
2000-07-12,14.2857
2000-07-13,0.0
2000-07-17,0.0
2000-07-24,-9.375
2000-07-26,-0.1379
2000-07-27,-3.3149
2000-07-28,14.2857
2000-07-31,-3.125
2000-08-01,-9.6774
2000-08-02,3.5714
2000-08-04,-17.2414
2000-08-08,20.8333
2000-08-11,10.3448
2000-08-28,12.5
2000-09-07,-5.5556
2000-09-15,23.5294
2000-09-18,-19.0476
2000-09-25,29.4118
2000-10-02,-27.2727
2000-10-06,37.5
2000-10-19,-36.3636
2000-10-20,0.0
2000-10-25,-21.4286
2000-10-26,-4.5455
2000-10-27,23.8095
2000-10-31,-15.3846
2000-11-01,18.1818
2000-11-15,23.0769
2000-11-20,-12.5
2000-11-28,0.0
2000-11-29,0.0
2000-12-04,0.0
2000-12-12,-14.2857
2000-12-13,0.0
2000-12-18,0.0
2000-12-19,2.0833
2000-12-22,-2.0408
2000-12-26,-18.75
2001-02-16,33.3333
2001-02-23,-11.538499999999999
2001-03-21,21.7391
2001-03-29,-14.2857
2001-04-04,0.0
2001-04-10,0.0
2001-04-26,16.6667
2001-05-04,0.0
2001-06-13,-2.2857
2001-06-29,2.3392
2001-08-14,0.0
2001-08-21,0.0
2001-08-30,-5.7143
2001-08-31,0.0
2001-09-06,-1.8182
2001-09-20,-1.2346
2001-09-21,0.0
2001-09-25,0.0
2001-09-26,0.0
2001-10-23,0.0
2001-10-26,0.0
2001-11-01,-6.25
2001-11-20,6.6667
2001-11-28,0.0
2001-12-11,0.0
2001-12-13,-10.625
2001-12-14,0.0
2001-12-17,1.3986
2001-12-18,-17.2414
2001-12-19,12.5
2001-12-26,-12.592600000000001
2001-12-27,-2.5423999999999998
2001-12-31,13.0435
