ticker,ARINA US Equity
2002-01-02,1.5385
2002-03-04,-1.5152
2002-03-12,0.0
2002-04-04,0.0
2002-04-18,0.0
2002-04-29,0.0
2002-06-24,7.6923
2002-07-11,-3.5714
2002-07-19,-7.4074
2002-07-22,8.0
2002-07-23,-10.3704
2002-08-15,15.7025
2002-08-26,-7.1429
2002-09-27,3.8462
2002-10-10,-18.5185
2002-12-17,-4.5455
2003-02-05,-28.5714
2003-02-06,2.6667
2003-02-10,-2.5974
2003-02-11,-66.6667
2003-03-11,60.0
2003-03-12,2.5
2003-05-15,9.7561
2003-06-11,31.1111
2003-06-13,-15.2542
2003-07-17,56.0
2003-07-18,2.5641
2003-10-15,-35.0
2003-10-21,5.7692
2003-11-20,3.6364
2003-12-19,0.0
2003-12-30,1.7544
2004-01-05,3.4483
2004-01-15,0.0
2004-02-24,-3.3333
2004-02-26,1.7241
2004-03-23,0.0
2004-04-06,1.6949
2004-04-13,33.3333
2004-06-08,-26.25
2004-06-10,18.6441
2004-06-14,28.5714
2004-06-15,0.0
2004-06-22,0.0
2004-07-15,-3.3333
2004-07-23,0.0
2004-09-02,-1.1494
2004-10-29,-1.1628
2004-11-02,29.4118
2004-11-05,-24.5455
2004-11-29,0.0
2004-12-16,0.0
2004-12-17,12.0482
2004-12-21,8.6022
2004-12-22,-8.9109
2004-12-27,5.4348
2005-01-04,-2.0619
2005-01-13,-10.526299999999999
2005-01-26,30.5882
2005-01-27,-9.9099
2005-03-03,2.0
2005-03-23,-1.9607999999999999
2005-04-20,2.0
2005-04-28,0.0
2005-05-26,-16.6667
2005-05-27,20.0
2005-09-14,0.0
2005-10-07,0.0
2006-01-05,7.8431
2006-01-09,-4.5455
2006-03-22,-20.9524
2006-06-14,3.6145
2006-06-15,0.0
2006-08-02,0.0
2006-11-06,2.3256
2007-01-29,0.0
2007-01-30,0.0
2007-03-06,1.1364
2007-03-29,-1.1236
2007-05-11,1.7045
2007-10-29,-1.1173
2007-12-20,1.6949
2008-02-12,0.0
2008-03-19,5.5556
2008-03-31,-5.2632
2008-07-11,0.0
2008-07-24,0.0
2008-07-30,0.0
2008-08-05,11.1111
2008-08-18,-10.0
2008-08-25,0.0
2008-09-02,23.3333
2008-09-08,-8.1081
2008-10-24,22.549
2008-11-03,8.0
2008-11-19,-14.8148
2008-12-12,-8.6957
2009-01-08,-14.2857
2009-01-23,-8.8889
2009-01-26,2.439
2009-02-17,7.1429
2009-04-16,0.0
2009-04-21,0.0
2009-07-31,1.1111
2009-10-15,0.0
2009-10-27,119.7802
2009-11-06,-5.0
2010-01-06,-52.1053
2010-02-04,15.3846
2010-04-20,19.0476
2010-06-02,4.0
2010-06-24,0.0
2010-07-19,-19.2308
2010-07-23,0.0
2010-08-06,80.9524
2010-08-18,-34.2105
2010-08-31,20.0
2010-10-05,-26.6667
2010-12-14,8.1818
2010-12-20,8.4034
2011-05-17,-3.1008
2011-05-26,-8.0
2011-06-07,0.0
2011-07-11,0.0
2011-09-13,0.0
2012-03-23,4.3478
2012-09-21,-10.0
2012-09-24,11.1111
2012-12-28,-20.8333
2012-12-31,26.3158
2013-01-08,0.0
2013-01-09,0.8333
2013-01-23,23.9669
2013-03-26,-6.6667
2013-04-29,-10.7143
2013-06-17,-20.0
2013-09-30,0.0
2013-10-21,0.0
2013-11-05,-20.0
2013-11-06,-6.25
2013-11-27,-25.3333
2013-12-03,-1.7856999999999998
2013-12-30,-66.9091
2013-12-31,108.7912
2014-01-13,0.0
2014-01-14,-13.1579
2014-01-15,21.2121
2014-01-23,40.0
2014-01-28,60.7143
2014-02-04,-5.5556
2014-02-05,-5.8824
2014-02-06,0.0
2014-02-07,0.0
2014-02-18,-36.25
2014-02-19,7.8431
2014-02-21,18.1818
2014-02-24,0.0
2014-02-25,0.0
2014-02-26,0.0
2014-02-27,7.6923
2014-02-28,0.0
2014-03-05,14.2857
2014-03-06,31.25
2014-03-07,-3.8095
2014-03-20,-10.8911
2014-03-21,0.0
2014-05-08,-8.8889
2014-06-17,-14.6341
2014-07-22,-1.4285999999999999
2014-08-05,-13.0435
2014-08-29,15.0
2014-09-04,5.0725
2014-09-11,0.0
2014-09-15,-10.3448
2014-10-02,-7.6923
2014-10-06,-8.3333
2014-10-15,-34.0
2014-10-16,-17.3554
2014-10-22,0.0
2014-10-24,-6.6667
2014-11-18,-10.7143
2014-12-08,0.0
2014-12-09,-12.0
2014-12-10,22.7273
2014-12-24,0.0
2014-12-30,0.0
2014-12-31,0.0
2015-01-06,3.7037
2015-01-13,7.1429
2015-01-29,-6.6667
2015-02-09,0.0
2015-02-26,132.1429
2015-03-11,-36.9231
2015-03-20,34.1463
2015-03-24,9.0909
2015-03-31,0.0
2015-04-08,0.0
2015-04-10,16.6667
2015-04-13,14.2857
2015-04-16,12.4844
2015-04-23,0.0139
2015-04-30,11.1111
2015-05-04,25.0
2015-05-05,0.0
2015-05-06,-11.2
2015-05-07,7.2072
2015-05-13,-3.3613
2015-05-14,-7.8261
2015-05-26,-0.9434
2015-06-17,1.9048
2015-06-22,-5.1402
2015-06-24,-1.4778
2015-06-26,0.0
2015-06-30,-5.0
2015-07-13,0.0
2015-08-14,-4.7368
2015-09-23,0.0
2015-10-08,7.1823
2015-10-13,-3.0928
2016-02-18,-8.5106
2016-03-07,0.0
2016-03-28,0.0
2016-04-06,4.6512
2016-04-07,0.0
2016-04-18,0.0
2016-05-25,-4.4444
2016-08-10,0.0
2016-08-19,0.0
2016-08-25,0.0
2016-08-29,0.0
2016-08-31,0.0
2016-09-02,0.0
2016-09-08,0.0
2016-09-22,0.0
2016-09-27,0.0
2016-10-18,-5.814
2017-01-27,0.0
2017-05-22,-2.4846
2017-06-06,0.0032
2017-06-08,-35.4349
2017-07-27,-39.2157
2017-08-01,0.0
2017-08-07,0.0
2017-09-19,45.1613
2017-09-20,11.1111
2017-09-21,0.0
2017-09-22,0.0
2017-09-25,2.0
2017-10-02,-41.1765
2017-10-20,0.0
2017-10-31,0.0
2017-11-03,0.0
2017-11-21,100.0
2017-12-20,0.0
2017-12-29,-58.3333
2018-01-02,-44.0
2018-03-06,314.2857
2018-04-25,-1.7241
2018-06-19,-64.9123
2018-07-11,170.0
2018-07-17,0.0
2018-09-26,-44.4444
2018-10-02,0.0
2018-11-23,20.0
2018-11-29,11.1111
2018-12-28,27.5
2019-01-02,0.0
2019-01-28,-56.7451
2019-03-07,0.0
2019-05-20,4.2611
2019-05-30,-4.087
2019-07-03,0.6346
2019-08-15,21.6216
2019-10-30,-14.4444
2019-12-12,9.3074
2020-01-08,0.396
2020-01-14,-8.4813
2020-03-30,6.8966
2020-04-27,10.8871
2020-05-06,-19.6364
2020-06-11,-0.4525
