ticker,VNUE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-05-18,133.3333
2007-05-21,-41.4286
2007-05-23,0.0
2007-05-25,9.7561
2007-05-31,8.8889
2007-06-01,-6.1224
2007-06-04,19.5652
2007-06-05,3.6364
2007-06-06,5.2632
2007-06-08,0.0
2007-06-11,0.0
2007-06-12,8.3333
2007-06-13,0.0
2007-06-15,7.6923
2007-06-19,-7.1429
2007-06-20,-7.6923
2007-06-21,0.0
2007-06-22,0.0
2007-06-25,0.0
2007-06-26,3.3333
2007-06-28,12.9032
2007-07-02,0.0
2007-07-09,-7.1429
2007-07-10,-7.6923
2007-07-11,0.0
2007-07-12,0.0
2007-07-13,0.0
2007-07-16,-1.6667
2007-07-17,1.6949
2007-07-19,0.0
2007-07-25,0.0
2007-07-26,0.0
2007-07-31,16.6667
2007-08-10,-14.2857
2007-08-16,0.0
2007-08-21,0.0
2007-08-29,20.0
2007-08-31,11.1111
2007-09-05,12.5
2007-09-07,0.0
2007-09-10,10.0
2007-09-11,-9.0909
2007-09-12,11.1111
2007-09-13,0.0
2007-09-14,-15.0
2007-09-17,17.647100000000002
2007-09-18,-10.0
2007-09-19,16.6667
2007-09-20,0.0
2007-09-21,4.7619
2007-09-24,0.0
2007-09-26,9.0909
2007-09-27,-8.3333
2007-09-28,0.0
2007-10-02,0.0
2007-10-03,-9.0909
2007-10-05,0.0
2007-10-09,5.0
2007-10-10,4.7619
2007-10-11,-1.8182
2007-10-15,-15.7407
2007-10-16,-1.0989
2007-10-17,5.5556
2007-10-18,5.2632
2007-10-19,-10.0
2007-10-22,-5.5556
2007-10-23,0.0
2007-10-24,11.7647
2007-10-25,0.0
2007-10-30,5.2632
2007-10-31,1.0
2007-11-01,8.9109
2007-11-05,0.0
2007-11-06,0.0
2007-11-07,4.5455
2007-11-08,4.3478
2007-11-09,0.0
2007-11-12,0.0
2007-11-13,0.0
2007-11-14,0.0
2007-11-19,-8.3333
2007-11-20,-9.0909
2007-11-21,0.0
2007-11-23,0.0
2007-11-26,-10.0
2007-11-29,11.1111
2007-12-04,5.0
2007-12-07,-3.8095
2007-12-18,-0.9901
2007-12-19,0.0
2007-12-20,0.0
2008-01-14,-8.0
2008-01-25,8.6957
2008-02-06,-9.0
2008-02-08,15.3846
2008-02-11,-4.7619
2008-02-21,0.0
2008-02-22,-5.0
2008-02-28,-10.526299999999999
2008-02-29,14.1176
2008-03-04,1.0309
2008-03-05,0.0
2008-03-06,-8.6735
2008-03-12,9.4972
