ticker,SCSC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,2.6193999999999997
2000-01-04,-2.1021
2000-01-05,-0.3067
2000-01-06,3.3846
2000-01-07,-4.9107
2000-01-10,0.1565
2000-01-11,-1.875
2000-01-12,1.2739
2000-01-13,2.5157
2000-01-14,-1.5337
2000-01-18,4.0498
2000-01-19,0.5988
2000-01-20,4.1667
2000-01-21,9.4286
2000-01-24,-2.8721
2000-01-25,3.2258
2000-01-26,-7.5521
2000-01-27,-4.9296
2000-01-28,0.1481
2000-01-31,0.2959
2000-02-01,6.1947
2000-02-02,-2.2222
2000-02-03,9.0909
2000-02-04,-0.5208
2000-02-07,0.5236
2000-02-08,-3.3854
2000-02-09,-10.5121
2000-02-10,-6.0241
2000-02-11,-2.8846
2000-02-14,16.5017
2000-02-15,-7.0822
2000-02-16,-0.3049
2000-02-17,-4.5872
2000-02-18,-3.2051
2000-02-22,-1.9868000000000001
2000-02-23,2.7027
2000-02-24,-5.2632
2000-02-25,0.0
2000-02-28,4.5139
2000-02-29,0.9967
2000-03-01,4.6464
2000-03-02,4.9902
2000-03-03,2.0958
2000-03-06,-4.3988
2000-03-07,0.4601
2000-03-08,4.7328
2000-03-09,-1.4577
2000-03-10,0.0
2000-03-13,-3.2544
2000-03-14,-10.2446
2000-03-15,4.9404
2000-03-16,-3.2468
2000-03-17,2.349
2000-03-20,-1.9672
2000-03-21,3.01
2000-03-22,-1.6234
2000-03-23,-1.3201
2000-03-24,-1.6722000000000001
2000-03-27,-0.3401
2000-03-28,1.1945000000000001
2000-03-29,-3.5413
2000-03-30,-2.4476
2000-03-31,1.7921
2000-04-03,-3.8731999999999998
2000-04-04,1.6484
2000-04-05,-9.1892
2000-04-06,7.1429
2000-04-07,0.3704
2000-04-10,-1.845
2000-04-11,-3.7594
2000-04-12,-5.2734
2000-04-13,-3.9175
2000-04-14,-5.1502
2000-04-17,9.9548
2000-04-18,2.4691
2000-04-19,3.2129
2000-04-20,3.1128
2000-04-24,-0.3774
2000-04-25,7.3864
2000-04-26,-4.0564
2000-04-27,0.0
2000-04-28,1.4706000000000001
2000-05-01,-2.1739
2000-05-02,0.0
2000-05-03,0.3704
2000-05-04,1.107
2000-05-05,2.9196999999999997
2000-05-08,-0.8865
2000-05-09,-1.2522
2000-05-10,-6.8841
2000-05-11,-3.8911
2000-05-12,3.6437
2000-05-15,3.125
2000-05-16,-0.1894
2000-05-17,-1.3283
2000-05-18,-6.1538
2000-05-19,-1.2295
