ticker,FSR US Equity
2019-05-16,0.4049
2019-05-17,-0.3024
2019-05-20,0.1011
2019-05-22,-0.202
2019-05-24,0.0
2019-05-29,0.0
2019-05-30,0.3036
2019-05-31,-0.1514
2019-06-03,-0.0505
2019-06-05,0.2022
2019-06-06,-0.1009
2019-06-07,0.0
2019-06-10,0.0
2019-06-11,0.0
2019-06-12,0.202
2019-06-13,-0.1008
2019-06-14,0.4036
2019-06-17,0.1005
2019-06-18,0.2008
2019-06-19,0.0
2019-06-20,0.0
2019-06-21,0.1002
2019-06-25,-0.6006
2019-06-26,0.5962
2019-06-27,0.4074
2019-06-28,-0.2981
2019-07-01,0.0
2019-07-02,-0.11
2019-07-05,0.1101
2019-07-08,0.0
2019-07-10,-0.1
2019-07-11,0.0
2019-07-15,-0.1001
2019-07-16,0.1002
2019-07-17,0.0
2019-07-19,0.1001
2019-07-22,0.0
2019-07-23,0.2
2019-07-24,-0.1996
2019-07-26,0.0
2019-07-29,0.0
2019-07-30,0.0
2019-07-31,-0.1
2019-08-01,0.0
2019-08-02,0.0
2019-08-05,0.0
2019-08-06,0.0
2019-08-07,0.0
2019-08-08,0.0
2019-08-09,0.0
2019-08-12,0.0
2019-08-13,0.1001
2019-08-14,-0.1
2019-08-15,0.3003
2019-08-16,-0.1996
2019-08-19,0.2
2019-08-20,0.0
2019-08-21,-0.0998
2019-08-22,0.2997
2019-08-27,-0.0996
2019-08-28,-0.0997
2019-08-29,0.1996
2019-08-30,0.0
2019-09-03,-0.0996
2019-09-04,-0.0997
2019-09-09,0.0
2019-09-11,-0.0998
2019-09-12,0.1998
2019-09-13,0.0997
2019-09-17,0.0
2019-09-18,0.0
2019-09-19,0.2988
2019-09-20,0.2979
2019-09-23,0.099
2019-09-24,-0.1978
2019-09-30,0.0991
2019-10-03,-0.198
2019-10-07,-0.2976
2019-10-09,-0.4975
2019-10-10,0.7
2019-10-11,0.0993
2019-10-15,0.1984
2019-10-16,0.0
2019-10-17,0.0
2019-10-22,-0.396
2019-10-23,-0.1243
2019-10-28,-0.0746
2019-10-29,0.0996
2019-10-30,0.0
2019-11-01,0.0
2019-11-04,0.0975
2019-11-07,0.002
2019-11-08,0.0994
2019-11-11,0.0
2019-11-13,-0.1986
2019-11-14,0.2985
2019-11-15,-0.0992
2019-11-18,-0.0993
2019-11-19,0.1988
2019-11-20,0.1964
2019-11-21,0.002
2019-11-22,0.0
2019-11-25,0.0
2019-11-29,0.099
2019-12-02,-0.1978
2019-12-03,0.1982
2019-12-05,0.0989
2019-12-06,0.0988
2019-12-12,0.0987
2019-12-13,0.0
2019-12-16,0.0
2019-12-17,0.0
2019-12-19,0.0
2019-12-20,-0.1972
2019-12-30,0.1976
2019-12-31,0.2761
2020-01-06,0.0197
2020-01-07,0.0
2020-01-08,-0.0983
2020-01-09,0.0984
2020-01-10,0.0
2020-01-14,0.0
2020-01-15,0.1967
2020-01-16,0.0
2020-01-17,0.0
2020-01-21,0.3925
2020-01-22,-0.1955
2020-01-23,0.0
2020-01-24,-0.1959
2020-01-27,-0.0981
2020-01-28,0.0
2020-01-29,0.1965
2020-01-30,-0.1961
2020-02-03,0.3929
2020-02-04,0.0
2020-02-05,-0.1957
2020-02-07,0.0
2020-02-11,0.2941
2020-02-12,-0.0919
2020-02-13,-0.2016
2020-02-14,0.1941
2020-02-18,-0.1937
2020-02-19,-0.098
2020-02-24,0.2944
2020-02-25,-0.0978
2020-02-26,0.1959
2020-02-27,-0.391
2020-02-28,-0.0981
2020-03-02,0.0982
2020-03-03,0.8832
2020-03-04,0.2918
2020-03-05,-0.291
2020-03-06,-0.6809
2020-03-09,-0.6856
2020-03-10,0.0986
2020-03-11,-0.2443
2020-03-12,-0.6439
2020-03-13,0.0994
2020-03-16,-1.3902999999999999
2020-03-17,1.6113
2020-03-18,-1.8831
2020-03-20,0.9091
2020-03-23,-0.4004
2020-03-24,1.9095
2020-03-25,0.0986
2020-03-26,0.0
2020-03-27,-0.4926
2020-03-30,0.297
2020-03-31,-0.0987
2020-04-01,-0.1976
2020-04-02,0.0
2020-04-03,0.297
2020-04-06,-0.1974
2020-04-07,0.0989
2020-04-08,0.2964
2020-04-09,-0.0985
2020-04-13,0.1972
2020-04-14,-0.0984
2020-04-15,0.197
2020-04-16,0.0
2020-04-17,0.0
2020-04-20,-0.0983
2020-04-21,0.0984
2020-04-22,0.6883
2020-04-23,-0.3906
2020-04-24,-0.098
2020-04-27,-0.0981
2020-04-28,0.0
2020-04-29,-0.0982
2020-04-30,0.0
2020-05-01,-0.0983
2020-05-04,0.1476
2020-05-05,0.2457
2020-05-06,-0.4902
2020-05-07,0.2956
2020-05-08,0.1719
2020-05-11,0.0245
2020-05-12,0.0
2020-05-13,0.1961
2020-05-14,-0.0978
2020-05-15,0.1959
2020-05-18,0.0
2020-05-19,0.0978
2020-05-20,-0.0977
2020-05-21,0.0978
2020-05-22,0.0
2020-05-26,0.0
2020-05-27,-0.1953
2020-05-28,0.1957
2020-05-29,0.293
2020-06-01,0.0974
2020-06-02,0.1946
2020-06-03,-0.0971
2020-06-04,0.0972
2020-06-05,0.0971
2020-06-08,0.0
2020-06-09,0.0
2020-06-10,-0.097
2020-06-11,-0.1942
2020-06-12,-0.0973
2020-06-15,0.3632
2020-06-16,0.2202
2020-06-17,-0.0968
2020-06-18,0.2907
2020-06-19,0.1932
2020-06-22,0.1929
2020-06-23,0.0
2020-06-24,0.5775
2020-06-25,0.0
2020-06-26,-0.4785
2020-06-29,1.0577
2020-06-30,1.9981
2020-07-01,-0.0933
2020-07-02,1.3072
2020-07-06,0.7373
2020-07-07,-2.0128
2020-07-08,0.9337
2020-07-09,38.6679
2020-07-10,11.4076
2020-07-13,-9.8204
2020-07-14,-4.5817
2020-07-15,2.9923
2020-07-16,-7.4324
2020-07-17,12.7737
2020-07-20,-5.3722
2020-07-21,-0.8208
2020-07-22,-4.4138
2020-07-23,-5.1948
2020-07-24,1.6743000000000001
2020-07-27,0.6737
2020-07-28,-2.0074
2020-07-29,6.0698
2020-07-30,-2.0029
2020-07-31,-10.073
