ticker,FSR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-10-03,0.0
2018-10-05,0.3125
2018-10-11,0.0
2018-10-12,0.2077
2018-10-15,0.0
2018-10-25,0.0
2018-11-06,0.0
2018-11-12,-0.1036
2018-11-13,0.1037
2018-11-15,0.2073
2018-11-16,-0.1034
2018-11-19,-0.1035
2018-11-20,0.2073
2018-11-23,-0.4137
2018-11-26,-0.1038
2018-11-27,0.104
2018-11-28,-0.1038
2018-11-29,-0.2079
2018-11-30,0.5208
2018-12-03,0.0
2018-12-04,-0.2073
2018-12-06,0.0
2018-12-07,0.0
2018-12-10,0.0
2018-12-11,0.0
2018-12-12,0.0
2018-12-14,0.0
2018-12-17,0.0
2018-12-18,-0.1038
2018-12-19,-0.8316
2018-12-20,0.9434
2018-12-24,0.0
2018-12-26,0.0
2018-12-27,0.0
2018-12-28,0.0
2018-12-31,0.0
2019-01-02,0.0
2019-01-03,0.0
2019-01-04,0.0
2019-01-07,0.0
2019-01-08,0.2077
2019-01-09,0.0
2019-01-10,0.0
2019-01-11,0.1036
2019-01-14,0.3106
2019-01-18,0.1032
2019-01-22,0.8247
2019-01-23,-0.2045
2019-01-25,-0.1025
2019-01-28,0.1026
2019-01-29,-0.2049
2019-01-30,0.2053
2019-01-31,0.0
2019-02-04,-0.1025
2019-02-07,0.0
2019-02-12,0.0
2019-02-14,0.5128
2019-02-15,-0.102
2019-02-19,0.1021
2019-02-20,-0.3061
2019-02-21,0.0
2019-02-22,-0.1024
2019-02-27,0.0
2019-02-28,0.0
2019-03-04,0.1025
2019-03-05,0.1024
2019-03-11,0.2045
2019-03-14,0.2041
2019-03-15,0.0
2019-03-18,0.1018
2019-03-21,-0.2035
2019-03-22,-0.1019
2019-03-25,0.0
2019-03-26,0.0
2019-03-27,0.0
2019-03-28,0.2041
2019-03-29,0.0916
2019-04-01,0.0102
2019-04-02,0.0
2019-04-03,0.0
2019-04-04,0.2035
2019-04-05,-0.1015
2019-04-09,-0.1016
2019-04-10,0.6104
2019-04-11,0.0
2019-04-12,-0.1011
2019-04-15,-0.7085
2019-04-16,0.4077
2019-04-18,-0.7107
2019-04-22,0.7157
2019-04-23,0.1015
2019-04-24,0.0
2019-04-25,0.2028
2019-04-26,-0.2024
2019-04-29,0.0
2019-04-30,0.1014
2019-05-01,-0.1013
2019-05-02,0.4057
2019-05-03,0.0
2019-05-08,-0.101
2019-05-09,-0.1011
2019-05-10,0.1012
2019-05-14,-0.1011
2019-05-15,0.0
