ticker,MFDB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-04-07,1.0782
2006-04-10,-2.2222
2006-04-11,-0.9091
2006-04-12,0.9174
2006-04-13,0.0
2006-04-17,0.0
2006-04-18,0.0
2006-04-19,1.3636
2006-04-20,0.8969
2006-04-21,0.0
2006-04-24,0.0
2006-04-25,0.0
2006-04-26,0.0
2006-04-28,0.0444
2006-05-01,0.0444
2006-05-02,0.3552
2006-05-03,0.885
2006-05-04,0.0
2006-05-05,0.0
2006-05-08,0.0
2006-05-09,0.0
2006-05-10,0.0
2006-05-15,-0.4386
2006-05-16,-0.8811
2006-05-17,0.0
2006-05-19,0.0
2006-05-23,0.0
2006-05-24,-1.7778
2006-05-25,-0.4525
2006-05-26,0.0
2006-05-30,0.0
2006-05-31,0.0
2006-06-01,0.3636
2006-06-07,0.0906
2006-06-08,0.0
2006-06-09,1.81
2006-06-13,0.4444
2006-06-14,0.0
2006-06-15,0.0
2006-06-16,-2.6549
2006-06-21,2.2727
2006-06-23,0.0
2006-06-26,-2.2222
2006-06-27,2.2727
2006-06-28,-2.2222
2006-06-29,2.2727
2006-06-30,0.0
2006-07-06,-0.8889
2006-07-11,-1.3453
2006-07-12,0.0
2006-07-14,0.0
2006-07-17,-3.0
2006-07-18,3.0928
2006-07-19,0.0
2006-07-21,-2.7273
2006-07-25,0.0
2006-07-26,2.8037
2006-07-28,1.3636
2006-08-01,-1.3453
2006-08-02,2.2727
2006-08-03,0.0
2006-08-04,-0.4444
2006-08-07,-0.8929
2006-08-08,0.0
2006-08-09,1.3514
2006-08-10,-2.2222
2006-08-14,0.0
2006-08-15,0.0
2006-08-16,0.0
2006-08-18,0.0
2006-08-21,0.0
2006-08-23,0.0
2006-08-30,0.0
2006-09-05,0.0
2006-09-06,0.4545
2006-09-07,-0.4525
2006-09-08,3.6364
2006-09-12,-2.6316
2006-09-13,0.0
2006-09-14,0.0
2006-09-15,0.0
2006-09-18,-0.9009
2006-09-19,2.6364
2006-09-22,-0.7972
2006-09-25,-0.3571
2006-09-28,-0.0896
2006-09-29,-0.8969
2006-10-09,0.0
2006-10-10,2.7149
2006-10-11,0.0
2006-10-12,0.4405
2006-10-16,-1.7544
2006-10-17,2.6786
2006-10-18,1.3043
2006-10-23,-0.4292
2006-10-24,-0.431
2006-10-26,1.7316
2006-10-27,-1.2766
2006-10-30,4.3103
2006-11-01,-0.8264
2006-11-06,0.5
2006-11-07,1.5755
2006-11-09,-2.0408
2006-11-20,0.4167
