ticker,AAGC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-10-13,-5.9406
2011-05-18,278.9474
2011-05-19,0.0
2011-05-23,0.0
2011-05-31,25.0
2011-06-01,22.2222
2011-06-07,-27.2727
2011-06-08,0.0
2011-06-14,37.5
2011-06-15,-25.4545
2011-07-01,21.9512
2011-07-05,20.0
2011-07-06,25.0
2011-07-13,-10.6667
2011-07-14,-5.9701
2011-07-15,11.1111
2011-07-18,-5.7143
2011-07-26,-1.5152
2011-07-29,15.3846
2011-08-04,-6.6667
2011-08-05,8.5714
2011-08-08,3.9474
2011-08-11,-6.3291
2011-08-12,0.0
2011-08-15,0.0
2011-08-16,8.1081
2011-08-18,0.0
2011-08-19,0.0
2011-08-24,-2.5
2011-08-25,2.5641
2011-08-26,0.0
2011-08-29,5.0
2011-08-30,2.3810000000000002
2011-08-31,-4.6512
2011-09-01,-1.2195
2011-09-02,6.1728
2011-09-06,-2.3256
2011-09-07,1.1905000000000001
2011-09-08,3.5294
2011-09-09,4.5455
2011-09-12,-14.1304
2011-09-13,-24.0506
2011-09-14,3.3333
2011-09-15,-13.0645
2011-09-16,15.3989
2011-09-19,7.5563
2011-09-20,9.1181
2011-09-21,-6.8493
2011-09-22,-3.6765
2011-09-23,-22.1374
2011-09-26,4.902
2011-09-27,-4.6729
2011-09-28,-35.2941
2011-09-29,-36.0038
2011-09-30,1.8053
2011-10-03,-4.6512
2011-10-04,-22.439
2011-10-05,32.0755
2011-10-06,19.0476
2011-10-07,20.0
2011-10-10,-3.3333
2011-10-11,-24.1379
2011-10-12,17.7273
2011-10-13,8.1081
2011-10-14,3.5714
2011-10-17,-5.2155
2011-10-18,-16.3256
2011-10-19,-4.3478
2011-10-20,4.5455
2011-10-21,-4.3478
2011-10-24,-13.6364
2011-10-25,2.6316
2011-10-26,-5.1282
2011-10-27,-4.3243
2011-10-28,-9.6045
2011-10-31,-5.0
2011-11-01,0.1234
2011-11-02,1.8479999999999999
2011-11-03,-3.2258
2011-11-04,-6.0
2011-11-07,19.8582
2011-11-08,1.7751000000000001
2011-11-09,-6.9767
2011-11-10,-6.25
2011-11-11,0.0
2011-11-14,0.0
2011-11-15,0.0
2011-11-16,0.0
2011-11-17,0.0
2011-11-18,-0.6667
2011-11-21,-2.6846
2011-11-22,-2.7586
2011-11-23,0.7092
2011-11-25,-1.4085
2011-11-28,0.0
2011-11-29,-21.4286
2011-11-30,31.8182
2011-12-01,6.2069
2011-12-02,-5.8442
2011-12-05,3.4483
