ticker,CHHL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-07-11,54.6392
2005-07-12,140.0
2005-07-13,-22.2222
2005-07-14,28.5714
2005-07-15,-11.1111
2005-07-18,-6.25
2005-07-19,-16.6667
2005-07-20,-8.0
2005-07-21,-5.2174
2005-07-22,-17.4312
2005-07-25,-22.2222
2005-07-26,-7.1429
2005-07-27,-3.8462
2005-07-28,-18.4
2005-07-29,-49.0196
2005-08-01,88.4615
2005-08-02,-8.1633
2005-08-03,11.1111
2005-08-04,12.0
2005-08-05,-12.5
2005-08-08,14.2857
2005-08-09,25.0
2005-08-10,0.0
2005-08-11,7.1429
2005-08-12,0.0
2005-08-15,5.3333
2005-08-16,-10.1266
2005-08-17,5.6338
2005-08-18,0.0
2005-08-19,6.6667
2005-08-22,-3.75
2005-08-23,-2.5974
2005-08-24,-6.6667
2005-08-25,0.0
2005-08-26,0.0
2005-08-30,0.0
2005-09-01,-12.1429
2005-09-02,-10.5691
2005-09-06,29.0909
2005-09-07,-1.4085
2005-09-09,1.4285999999999999
2005-09-12,-22.5352
2005-09-13,0.0
2005-09-14,0.0
2005-09-15,-18.1818
2005-09-16,4.4444
2005-09-19,0.0
2005-09-20,8.5106
2005-09-21,-1.9607999999999999
2005-09-23,4.0
2005-09-26,-3.8462
2005-09-27,0.0
2005-09-28,-8.0
2005-09-29,10.8696
2005-09-30,-7.8431
2005-10-04,-14.8936
2005-10-05,0.0
2005-10-06,-10.0
2005-10-07,37.5
2005-10-11,-19.1919
2005-10-12,15.0
2005-10-13,-13.0435
2005-10-14,-7.5
2005-10-17,0.0
2005-10-18,5.4054
2005-10-19,2.5641
2005-10-20,-7.5
2005-10-24,-13.5135
2005-10-25,-6.25
2005-10-26,-20.0
2005-10-27,0.0
2005-10-28,12.5
2005-10-31,0.0
2005-11-01,-14.8148
2005-11-02,4.3478
2005-11-03,-8.3333
2005-11-04,-9.0909
2005-11-07,0.0
2005-11-09,5.0
2005-11-10,0.0
2005-11-14,-9.5238
2005-11-21,0.0
2005-11-22,10.526299999999999
2005-11-23,0.0
2005-11-28,0.0
2005-11-30,14.2857
2005-12-01,4.1667
2005-12-02,12.0
2005-12-05,7.1429
2005-12-06,-3.3333
2005-12-07,3.4483
2005-12-08,-10.0
2005-12-09,-16.6667
2005-12-12,-2.2222
2005-12-13,0.0
2005-12-14,-9.0909
2005-12-15,12.5
2005-12-16,-6.6667
2005-12-19,-4.7619
2005-12-20,0.0
2005-12-22,-24.5
2005-12-23,12.5828
