ticker,SFIGA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-05-24,2.8986
2000-07-20,-4.2254
2001-09-10,7.3529
2002-07-26,13.6986
2003-07-10,8.4337
2003-09-04,11.1111
2003-10-31,1.0
2004-07-12,2.9703
2005-03-09,11.7308
2005-06-02,1.5491000000000001
2005-10-17,2.2034
2006-02-28,1.0945
2006-05-25,5.9711
2006-05-30,1.0836
2006-05-31,2.6034
2006-06-16,2.2388
2006-06-19,0.0
2006-06-20,0.0
2006-07-27,2.1898
2007-02-21,-2.8571
2007-03-09,1.4706000000000001
2007-04-04,0.0
2007-04-12,1.4493
2007-04-13,-1.4285999999999999
2007-05-11,-4.3478
2007-08-20,0.0
2007-08-30,-1.5152
2007-08-31,3.0769
2007-09-06,8.9552
2007-09-18,0.0
2007-10-01,-8.2192
2008-01-30,7.4627
2008-02-28,0.0
2008-03-17,0.0
2008-06-02,-2.7778
2008-06-04,2.5714
2008-10-30,1.3813
2009-06-25,-1.6813
2009-06-26,-1.4285999999999999
2009-06-29,0.0
2009-07-28,-1.4493
2009-09-04,-5.5922
2009-09-21,-3.125
2009-10-27,6.4516
2009-12-09,-11.9304
2009-12-14,-6.0345
2009-12-21,0.6606
2010-01-19,10.2807
2010-03-15,6.0358
2010-04-05,-2.3438
2010-04-09,-4.0
2010-05-11,0.2389
2010-05-28,-3.3333
2010-06-01,0.0
2010-08-18,-6.8966
2010-08-27,-1.2963
2010-10-15,-6.0038
2010-10-22,-0.1996
2010-11-05,0.4419
2010-11-08,-4.0
2010-11-09,-8.3333
2010-11-12,-2.2727
2010-11-15,-2.3256
2010-11-16,8.3333
2011-01-05,0.0
2011-01-07,0.0
2011-01-11,1.0989
2011-01-12,8.6957
2011-04-19,2.5868
2011-04-29,-1.3651
2011-05-03,1.8
2012-02-02,1.3161
2012-02-14,1.9802
2012-04-11,-0.1165
2012-05-07,0.8933
2012-06-06,0.0
2012-07-10,0.9709
2012-07-11,0.0
2012-07-12,0.9231
2012-08-01,-0.1536
2012-08-13,-2.8846
2012-08-21,2.9703
2012-09-11,0.0
2012-11-13,5.7692
2012-12-04,-16.3636
2012-12-24,1.087
2013-04-22,11.828
2013-05-30,-7.6923
2013-10-08,14.5833
2014-01-15,2.7273
2014-01-21,6.1947
2014-03-11,2.5
2014-04-03,0.813
2014-05-22,3.2258
2014-08-21,5.9375
2014-09-29,0.118
2014-11-14,0.1768
2014-12-04,3.9706
2014-12-05,-0.9901
2015-03-30,5.5714
2015-07-15,2.4356999999999998
2016-04-06,-0.9247
2016-05-24,2.5333
2016-06-03,0.5202
2016-06-07,3.4929
2016-12-21,17.5
2016-12-23,0.0
2016-12-27,0.0
2017-01-09,0.0
2017-01-10,0.0
2017-01-17,0.0
2017-01-18,0.0
2017-01-24,0.0
2017-01-26,0.0
2017-01-31,0.0
2017-02-01,0.0
2017-02-03,2.1277
2017-02-13,-1.0417
2017-02-17,11.5789
2017-02-24,0.0
2017-02-27,5.6601
2017-03-03,-6.1426
2017-03-28,0.4756
2017-03-29,2.2534
2017-03-30,-3.6667
2017-06-23,1.7877999999999998
2017-07-31,0.0944
2017-09-08,5.6604
2017-10-18,1.3393
2017-11-16,0.4441
2017-12-14,-1.7578
2017-12-19,0.4464
2017-12-28,0.4444
2018-01-04,0.4425
2018-01-05,0.0
2018-01-08,2.2026
2018-02-28,1.7241
2018-05-09,13.5593
2018-06-05,-3.0597
2018-07-09,0.077
2018-07-12,-4.6154
2018-08-10,6.4516
2018-08-14,-5.303
2018-08-31,1.2
2018-09-28,2.7668
2018-10-12,-1.5385
2018-11-13,0.1562
2018-12-18,0.0
2018-12-20,-2.7301
2018-12-21,0.0
2019-01-11,-2.1652
2019-01-25,2.459
2019-01-28,-0.64
2019-02-12,1.0467
2019-02-25,0.3984
2019-08-01,1.9841
2019-08-20,0.3891
2019-11-13,0.0
2019-11-15,0.0
2019-11-19,0.4651
2020-01-09,1.2346
2020-01-10,0.6098
2020-01-16,-0.6061
2020-01-21,0.6098
2020-02-06,0.4337
2020-02-13,1.5152
2020-03-03,1.4925
2020-03-13,-2.2353
2020-03-17,-5.4603
2020-03-25,-2.9435000000000002
2020-05-14,0.4735
2020-06-04,-1.6393
2020-06-15,1.0
2020-06-30,2.3762
