ticker,NWPG US Equity
2008-12-08,100.0
2008-12-12,-80.0
2008-12-15,400.0
2008-12-31,-80.0
2009-01-05,200.0
2009-01-06,16.6667
2009-01-07,-42.8571
2009-01-20,25.0
2009-01-21,0.0
2009-01-23,100.0
2009-01-29,-60.0
2009-02-03,150.0
2009-03-02,-70.0
2009-03-06,133.3333
2009-04-06,-57.1429
2009-04-07,0.0
2009-04-08,-33.3333
2009-04-15,50.0
2009-04-23,-16.6667
2009-04-28,-20.0
2009-05-19,-25.0
2009-05-20,33.3333
2009-06-11,75.0
2009-08-25,-57.1429
2009-09-01,180.0
2009-09-10,-98.8095
2009-09-14,3900.0
2009-09-15,100.0
2009-10-09,0.0
2009-11-11,-25.0
2009-11-19,0.0
2009-12-08,16.6667
2009-12-17,-14.2857
2009-12-23,133.3333
2010-02-09,-57.1429
2010-02-10,-33.3333
2010-03-03,-25.0
2010-03-08,33.3333
2010-03-09,150.0
2010-03-24,0.0
2010-04-23,20.0
2010-06-14,16.6667
2010-06-17,-28.5714
2010-06-28,0.0
2010-07-30,-40.0
2010-08-24,900.0
2010-09-22,-83.3333
2010-10-06,0.0
2010-10-20,-60.0
2010-10-25,100.0
2010-11-02,25.0
2010-11-05,-40.0
2010-11-12,0.0
2010-11-16,0.0
2010-11-22,-66.6667
2010-11-24,0.0
2010-11-29,-8.75
2010-11-30,228.7671
2010-12-01,-50.0
2010-12-02,100.0
2010-12-15,66.6667
2010-12-23,-40.0
2010-12-27,33.3333
2010-12-30,-25.0
2010-12-31,0.0
2011-01-06,0.0
2011-01-07,33.3333
2011-01-13,25.0
2011-01-31,0.0
2011-02-04,0.0
2011-02-08,0.0
2011-02-23,-30.0
2011-02-24,0.0
2011-02-25,0.0
2011-02-28,0.0
2011-03-01,-11.4286
2011-03-02,-3.2258
2011-03-03,0.0
2011-03-08,32.7083
2011-03-09,-19.9372
2011-03-10,-1.1764999999999999
2011-03-14,26.9841
2011-03-21,0.0
2011-03-23,25.0
2011-03-24,-10.0
2011-03-25,22.2222
2011-04-05,0.0
2011-04-07,-9.0909
2011-04-19,0.0
2011-04-20,100.0
2011-04-25,0.0
2011-04-26,-40.0
2011-04-28,0.0
2011-04-29,-33.3333
2011-05-02,0.0
2011-05-03,400.0
2011-05-18,-77.5
2011-05-19,11.1111
2011-05-20,40.0
2011-05-23,-28.5714
2011-05-24,0.0
2011-05-25,20.0
2011-05-26,16.6667
2011-05-27,-14.2857
2011-05-31,-16.6667
2011-06-06,0.0
2011-06-07,40.0
2011-06-08,-28.5714
2011-06-09,20.0
2011-06-15,-16.6667
2011-06-17,0.0
2011-06-20,0.0
2011-06-22,40.0
2011-06-23,42.8571
2011-06-24,0.0
2011-06-28,50.0
2011-07-07,0.0
2011-07-20,0.0
2011-08-04,0.0
2011-08-16,-33.3333
2011-08-18,0.0
2011-08-24,0.0
2011-09-09,0.0
2011-09-14,0.0
2011-09-19,-10.0
2011-09-23,-33.3333
2011-09-26,-16.6667
2011-09-27,20.0
2011-09-28,16.6667
2011-09-29,14.2857
2011-10-03,-37.5
2011-10-04,40.0
2011-10-05,0.0
2011-10-12,42.8571
2011-10-20,-30.0
2011-10-25,0.0
2011-10-27,42.8571
2011-10-28,-30.0
2011-11-03,0.0
2011-11-07,0.0
2011-11-08,14.2857
2011-11-09,-12.5
2011-11-10,42.8571
2011-12-02,-30.0
2011-12-09,0.0
2011-12-20,-14.2857
2011-12-21,0.0
2011-12-27,-16.6667
2011-12-28,20.0
2011-12-29,-16.6667
2011-12-30,40.0
2012-01-18,0.0
2012-01-19,0.0
2012-01-27,0.0
2012-01-30,0.0
2012-01-31,0.0
2012-02-06,0.0
2012-02-07,42.8571
2012-02-14,-20.0
2012-02-28,0.0
2012-03-01,0.0
2012-03-02,0.0
2012-03-05,0.0
2012-03-07,-6.25
2012-03-08,6.6667
2012-03-12,-6.25
2012-03-14,0.0
2012-03-15,0.0
2012-03-19,6.6667
2012-03-21,0.0
2012-03-27,-6.25
2012-03-28,0.0
2012-03-29,6.6667
2012-04-09,-6.25
2012-04-10,6.6667
2012-04-11,0.0
2012-04-16,0.0
2012-04-19,-18.75
2012-04-23,0.0
2012-04-24,-7.6923
2012-04-27,0.0
2012-05-01,-16.6667
2012-05-04,20.0
2012-05-11,-16.6667
2012-05-14,10.0
2012-05-29,-9.0909
2012-06-26,-20.0
2012-06-27,25.0
2012-09-12,-50.0
2012-09-13,0.0
2012-09-14,80.0
2012-09-17,-55.5556
2012-09-20,25.0
2012-09-26,60.0
2012-10-04,12.5
2012-10-18,-11.1111
2012-10-23,23.75
2012-11-05,-59.596
2012-11-06,50.0
2012-11-12,33.3333
2012-11-20,-62.8125
2012-11-21,-32.7731
2012-11-23,90.0
2012-11-27,0.0
2012-11-30,0.0
2012-12-07,31.5789
2012-12-28,12.0
2013-01-03,0.0
2013-03-07,-28.5714
2013-03-20,0.0
2013-03-26,0.0
2013-04-15,30.0
2013-04-30,0.0
2013-05-01,92.3077
2013-05-17,0.0
2013-06-04,-95.0
2013-06-05,700.0
2013-06-06,0.0
2013-06-26,0.0
2013-07-31,0.0
2013-08-26,-50.0
2013-08-27,100.0
2013-11-21,-84.375
2013-12-03,-16.0
2013-12-06,10566.6667
2013-12-09,-98.0357
2013-12-17,0.0
2014-01-30,0.0
2014-02-12,0.0
2014-02-20,3172.7273
2014-03-06,-96.9444
2014-03-14,0.0
2014-04-15,809.0909
2014-06-17,-0.25
2014-06-18,-81.9549
2014-06-27,11.1111
2014-06-30,200.0
2014-08-06,-69.5833
2014-08-13,228.7671
2014-08-29,-66.6667
2014-09-04,0.0
2014-09-10,200.0
2014-11-12,-79.5833
2014-11-14,63.2653
2015-01-13,0.0
2015-01-16,50.0
2015-03-03,-50.0
2015-03-27,100.0
2015-04-22,-50.0
2015-05-04,-6.6667
2015-05-05,-85.7143
2015-05-22,300.0
2015-05-26,50.0
2015-06-05,-50.0
2015-06-12,116.6667
2015-06-15,38.4615
2015-07-17,11.1111
2015-07-20,0.0
2015-07-24,100.0
2015-08-05,-70.0
2015-09-14,-16.6667
2015-09-15,0.0
2015-09-16,300.0
2015-09-21,-50.0
2015-10-14,50.0
2015-10-16,-33.3333
2015-11-03,0.0
2015-11-09,48.75
2015-11-18,-32.7731
2015-12-03,0.0
2015-12-09,0.0
2015-12-18,0.0
2015-12-23,0.0
2016-01-05,5.0
2016-01-07,-4.7619
2016-03-08,20.0
2016-03-15,-6.7708
2016-03-18,-1.6760000000000002
2016-03-21,-9.0909
2016-04-19,30.0
2016-04-21,53.8462
2016-04-27,25.0
2016-05-10,-40.0
2016-07-14,-20.0
2016-07-28,25.0
2016-08-19,15.4167
2016-09-06,15.5235
2016-09-09,-50.0
2016-09-19,100.0
2016-09-22,-25.0
2016-10-12,0.0
2016-10-18,-46.6667
2016-10-24,0.0
2016-10-25,87.5
2016-10-26,-46.6667
2016-10-28,87.5
2016-11-03,66.6667
2016-11-04,120.0
2016-11-07,0.0
2016-11-08,0.0
2016-11-11,-9.0909
2016-11-14,-20.0
2016-11-15,-25.0
2016-11-17,-33.3333
2016-11-22,50.0
2016-11-25,0.0
2016-11-28,33.3333
2016-11-30,-25.0
2016-12-02,33.3333
2016-12-05,-75.0
2016-12-06,50.0
2016-12-16,-2.5
2016-12-19,2.5641
2016-12-20,33.3333
2016-12-21,50.0
2016-12-22,33.3333
2016-12-23,0.0
2016-12-29,25.0
2016-12-30,10.0
2017-01-10,-27.2727
2017-01-17,25.0
2017-02-01,-40.0
2017-02-02,66.6667
2017-05-02,-29.25
2017-05-10,13.0742
2017-05-18,0.0
2017-05-26,0.0
2017-06-05,0.0
2017-06-06,0.0
2017-06-07,-25.0
2017-06-08,-15.0
2017-06-12,-17.647100000000002
2017-06-19,138.0952
2017-06-20,-20.0
2017-06-23,37.5
2017-07-10,-27.2727
2017-08-07,-25.0
2017-08-09,0.0
2017-08-18,55.1667
2017-08-21,-44.1461
2017-08-22,53.4615
2017-08-23,0.2506
2017-08-25,-1.25
2017-08-29,1.2658
2017-08-31,75.0
2017-09-06,-28.5714
2017-09-13,0.0
2017-09-22,0.0
2017-10-06,0.0
2017-10-13,-40.0
2017-10-16,33.3333
2017-10-17,11.1875
2017-12-12,0.8657
2018-01-02,-1.9171
2018-01-10,-32.0455
2018-01-11,28.4381
2018-01-25,-1.0493999999999999
2018-02-05,-12.2632
2018-02-26,-37.0126
2018-03-06,138.0952
2018-03-07,0.0
2018-03-19,-58.0
2018-03-21,266.6667
2018-04-02,-35.0649
2018-04-05,-50.0
2018-04-13,0.0
2018-04-23,0.0
2018-04-24,20.0
2018-04-26,16.6667
2018-05-01,-12.857099999999999
2018-05-24,-1.6393
2018-06-28,16.6667
2018-07-02,0.0
2018-08-09,0.0
2018-08-20,-12.857099999999999
2018-08-31,-18.0328
2018-09-10,0.0
2018-09-20,50.0
2018-09-24,-1.3333
2018-09-26,-32.4324
2018-10-12,0.0
2018-11-26,0.0
2018-12-07,0.0
2019-02-20,0.0
2019-03-05,0.0
2019-03-06,20.0
2019-03-08,-0.8333
2019-03-11,-15.1261
2019-03-15,18.8119
2019-04-01,0.0
2019-04-03,-16.6667
2019-05-09,0.0
2019-05-16,-20.0
2019-05-17,-25.0
2019-05-23,-33.3333
2019-05-24,0.0
2019-05-28,0.0
2019-05-29,0.0
2019-05-31,0.0
2019-06-03,0.0
2019-07-09,300.0
2019-07-10,-37.5
2019-07-12,0.0
2019-07-15,-4.0
2019-07-16,4.1667
2019-07-17,-20.0
2019-08-02,-75.0
2019-08-13,100.0
2019-08-14,50.0
2019-08-19,-33.3333
2019-09-09,0.0
2019-09-10,-40.0
2019-09-13,66.6667
2019-09-24,-50.0
2019-10-07,0.0
2019-10-24,60.0
2019-11-21,-37.5
2019-11-26,-50.0
2019-11-29,100.0
2019-12-02,0.0
2019-12-09,0.0
2019-12-10,20.0
2019-12-12,-16.6667
2019-12-13,-48.0
2019-12-19,15.3846
2020-01-13,233.3333
2020-01-14,0.0
2020-01-15,-50.0
2020-02-06,0.0
2020-02-07,40.0
2020-02-14,-28.5714
2020-02-19,-50.0
2020-02-21,96.0
2020-02-24,2.0408
2020-02-27,-50.0
2020-02-28,0.0
2020-03-05,0.0
2020-03-11,168.0
2020-03-12,-1.4925
2020-03-13,-35.2273
2020-03-19,-57.8947
2020-03-26,-16.6667
2020-04-29,0.0
2020-05-04,206.6667
2020-05-05,-48.3696
2020-05-11,97.8947
2020-05-12,0.0
2020-05-14,0.0
2020-05-21,-23.4043
2020-05-26,22.2222
2020-05-27,4.5455
2020-05-28,-4.3478
2020-06-03,0.0
2020-06-08,0.0
2020-06-10,0.0
2020-06-23,-9.0909
2020-06-24,0.0
2020-06-25,-17.75
2020-06-29,18.541
2020-07-10,-33.3333
2020-07-13,0.0
2020-07-15,0.0
2020-07-20,53.8462
2020-07-24,-25.0
2020-07-30,-13.3333
