ticker,RYI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-08-08,-6.3636
2014-08-11,0.6796
2014-08-12,0.1929
2014-08-13,0.0
2014-08-14,-0.385
2014-08-15,0.0
2014-08-18,-0.1932
2014-08-19,-0.2904
2014-08-20,1.2233
2014-08-21,-0.2494
2014-08-22,0.0
2014-08-25,1.7308
2014-08-26,-0.6616
2014-08-27,2.0932
2014-08-28,0.3728
2014-08-29,1.6713
2014-09-02,-2.7397
2014-09-03,-0.3756
2014-09-04,-0.4713
2014-09-05,-0.4735
2014-09-08,2.4737999999999998
2014-09-09,1.4856
2014-09-10,4.4831
2014-09-11,0.1751
2014-09-12,1.7483
2014-09-15,0.0859
2014-09-16,-0.3433
2014-09-17,6.5461
2014-09-18,6.7905999999999995
2014-09-19,1.3626
2014-09-22,1.419
2014-09-23,3.2401
2014-09-24,-1.4979
2014-09-25,-3.693
2014-09-26,2.6316
2014-09-29,0.0
2014-09-30,-6.2271
2014-10-01,-2.5781
2014-10-02,4.0898
2014-10-03,0.8475
2014-10-06,0.9167
2014-10-07,-2.3467000000000002
2014-10-08,-2.1705
2014-10-09,-8.7956
2014-10-10,-3.649
2014-10-13,-3.3363
2014-10-14,0.3731
2014-10-15,1.6729
2014-10-16,-1.3711
2014-10-17,9.1752
2014-10-20,2.5467
2014-10-21,-0.4139
2014-10-22,-1.0806
2014-10-23,-0.9244
2014-10-24,3.1383
2014-10-27,1.3980000000000001
2014-10-28,3.0008
2014-10-29,-0.3937
2014-10-30,-1.1858
2014-10-31,2.24
2014-11-03,-1.9562
2014-11-04,-5.3472
2014-11-05,1.7707000000000002
2014-11-06,0.4971
2014-11-07,0.0
2014-11-10,-2.9678
2014-11-11,0.8496
2014-11-12,0.8425
2014-11-13,-17.6274
2014-11-14,-1.8256000000000001
2014-11-17,1.5495999999999999
2014-11-18,1.7294
2014-11-19,-0.1
2014-11-20,3.9039
2014-11-21,5.8767
2014-11-24,1.9108
2014-11-25,0.1786
2014-11-26,-0.3565
2014-11-28,-3.4884
2014-12-01,1.7609
2014-12-02,-0.1821
2014-12-03,0.365
2014-12-04,-1.7273
2014-12-05,1.8500999999999999
2014-12-08,-0.8174
2014-12-09,2.5641
2014-12-10,-7.3214
2014-12-11,2.1195
2014-12-12,-1.3208
2014-12-15,1.0516
2014-12-16,1.5137
2014-12-17,3.4483
2014-12-18,0.8108
2014-12-19,-4.1108
2014-12-22,-8.3877
2014-12-23,-2.0346
2014-12-24,3.6345
2014-12-26,-1.3026
