ticker,STTX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-05-02,1.0
2012-05-23,0.0
2012-06-01,3.9604
2012-07-03,733.3333
2012-07-12,-34.0
2012-07-13,27.2727
2012-07-16,0.0
2012-07-18,-2.3810000000000002
2012-07-19,-7.3171
2012-07-20,-7.8947
2012-07-23,-14.2857
2012-07-24,33.3333
2012-07-25,-15.0
2012-07-31,0.0
2012-08-07,-2.9412000000000003
2012-08-28,24.2424
2012-09-05,7.3171
2012-09-24,4.5455
2012-09-25,0.0
2012-09-27,-2.1739
2012-09-28,0.0
2012-10-01,22.2222
2012-10-03,-34.9091
2012-10-04,11.7318
2012-10-10,-2.5
2012-10-11,0.0
2012-10-12,23.0769
2012-10-15,-31.25
2012-11-21,-15.1515
2012-11-29,-39.2857
2012-11-30,76.4706
2012-12-03,-40.0
2012-12-05,66.6667
2012-12-26,-40.0
2012-12-31,5.5556
2013-01-04,0.0
2013-01-07,0.0
2013-01-23,-2.1053
2013-01-31,0.0
2013-02-14,4.3011
2013-02-15,0.0
2013-02-19,0.0
2013-02-26,1.0309
2013-03-01,0.0
2013-03-06,-3.0612
2013-03-07,0.0
2013-03-14,7.3684
2013-03-15,2.9412000000000003
2013-03-18,-4.7619
2013-03-19,0.0
2013-03-22,-4.0
2013-03-25,0.0
2013-03-27,0.0
2013-04-01,4.1667
2013-04-02,4.0
2013-04-03,0.0
2013-04-04,0.0
2013-04-05,0.0
2013-04-08,23.0769
2013-04-09,-7.0313
2013-04-10,7.563
2013-04-11,7.0313
2013-04-12,2.1898
2013-04-15,1.4285999999999999
2013-04-16,-0.7042
2013-04-17,2.8369
2013-04-18,1.3793
2013-04-19,4.7619
2013-04-22,7.1429
2013-04-23,-6.0606
2013-04-24,-18.0645
2013-04-25,9.4488
2013-04-26,-4.3165
2013-04-29,3.7594
2013-04-30,-5.0725
2013-05-01,-6.1068999999999996
2013-05-02,1.626
2013-05-03,3.2
2013-05-06,4.6512
2013-05-07,-0.7407
2013-05-08,-3.7313
2013-05-09,-5.4264
2013-05-10,-5.7377
2013-05-13,9.5652
2013-05-14,-7.9365
2013-05-15,-5.1724
2013-05-16,8.1818
2013-05-17,-6.7227
2013-05-20,0.0
2013-05-21,0.0
2013-05-22,0.0
2013-05-23,-0.4505
2013-05-24,10.4072
2013-05-28,-8.1967
2013-05-29,3.5714
2013-05-30,0.0
2013-05-31,-3.4483
2013-06-03,6.25
2013-06-04,-2.521
2013-06-05,-5.1724
2013-06-06,4.5455
