ticker,PSXP US Equity
2013-12-11,-0.3877
2013-12-12,1.1677
2013-12-13,-1.3909
2013-12-16,0.2701
2013-12-17,0.7183
2013-12-18,3.5958
2013-12-19,0.0574
2013-12-20,3.383
2013-12-23,1.9689
2013-12-24,2.3661
2013-12-26,0.5048
2013-12-27,-0.185
2013-12-30,0.8739
2013-12-31,-0.4201
2014-01-02,-2.3201
2014-01-03,-1.0526
2014-01-06,-0.2182
2014-01-07,-0.1367
2014-01-08,0.7665
2014-01-09,0.5162
2014-01-10,0.4324
2014-01-13,-2.4489
2014-01-14,-0.469
2014-01-15,0.4712
2014-01-16,1.6
2014-01-17,1.8735
2014-01-21,-0.2665
2014-01-22,1.4965
2014-01-23,1.6851
2014-01-24,-3.4438
2014-01-27,-0.5095
2014-01-28,2.1294
2014-01-29,1.4252
2014-01-30,-1.8735
2014-01-31,-0.1464
2014-02-03,-0.4275
2014-02-04,0.5635
2014-02-05,-1.4941
2014-02-06,3.2232
2014-02-07,2.1779
2014-02-10,1.5152
2014-02-11,3.5163
2014-02-12,-0.2444
2014-02-13,3.0132
2014-02-14,3.4958
2014-02-18,2.4356999999999998
2014-02-19,4.8228
2014-02-20,0.428
2014-02-21,2.2800000000000002
2014-02-24,-1.1042
2014-02-25,-2.5068
2014-02-26,-2.204
2014-02-27,1.0384
2014-02-28,0.1968
2014-03-03,0.0873
2014-03-04,2.9219
2014-03-05,0.0847
2014-03-06,-0.381
2014-03-07,0.1062
2014-03-10,1.125
2014-03-11,0.084
2014-03-12,0.8599
2014-03-13,0.5614
2014-03-14,1.3234
2014-03-17,1.4285999999999999
2014-03-18,-0.0402
2014-03-19,-1.0668
2014-03-20,-3.235
2014-03-21,-2.3970000000000002
2014-03-24,2.2835
2014-03-25,-0.2527
2014-03-26,-0.8235
2014-03-27,1.0219
2014-03-28,-0.2107
2014-03-31,2.5766
2014-04-01,0.6383
2014-04-02,0.2046
2014-04-03,0.0
2014-04-04,-0.2654
2014-04-07,-1.5352999999999999
2014-04-08,2.1206
2014-04-09,1.6287
2014-04-10,2.9247
2014-04-11,4.8462
2014-04-14,5.272
2014-04-15,-0.9875
2014-04-16,1.4782
2014-04-17,1.1934
2014-04-21,-1.7343
2014-04-22,1.0413000000000001
2014-04-23,-0.3493
2014-04-24,-0.9641
2014-04-25,-0.7611
2014-04-28,-2.1937
2014-04-29,-2.3523
2014-04-30,0.1307
2014-05-01,0.2691
2014-05-02,2.1686
2014-05-05,1.8481
2014-05-06,-0.0719
2014-05-07,0.4854
2014-05-08,-2.4512
2014-05-09,-0.3668
2014-05-12,2.9271000000000003
2014-05-13,0.3041
2014-05-14,3.1384
2014-05-15,0.3458
2014-05-16,1.3956
2014-05-19,0.017
2014-05-20,-0.017
2014-05-21,-1.6313
2014-05-22,3.1266
2014-05-23,0.2178
2014-05-27,-0.0167
2014-05-28,0.5517
2014-05-29,0.2161
2014-05-30,0.4479
2014-06-02,2.725
2014-06-03,1.6077
2014-06-04,2.943
2014-06-05,2.9819
2014-06-06,0.5522
2014-06-09,-1.8851
2014-06-10,-2.3147
2014-06-11,-3.3142
2014-06-12,0.6407
2014-06-13,4.7907
2014-06-16,-0.0304
2014-06-17,-1.9599
2014-06-18,3.1923
2014-06-19,9.536
2014-06-20,5.388
2014-06-23,-0.7545
2014-06-24,0.5243
2014-06-25,1.7734
2014-06-26,-2.2934
2014-06-27,2.2817
2014-06-30,-3.1282
2014-07-01,2.7263
2014-07-02,1.0693
2014-07-03,0.204
2014-07-07,1.094
2014-07-08,-0.8683
2014-07-09,-4.9759
2014-07-10,0.8549
2014-07-11,0.0927
2014-07-14,0.0926
2014-07-15,-4.7462
2014-07-16,-2.6787
2014-07-17,-2.0394
2014-07-18,0.6697
2014-07-21,-0.8677
2014-07-22,0.5252
2014-07-23,-0.4644
2014-07-24,-0.5394
2014-07-25,-2.917
2014-07-28,-0.1963
2014-07-29,-2.466
2014-07-30,0.7445
2014-07-31,-1.0751
2014-08-01,-0.5942
2014-08-04,-0.7393
2014-08-05,-0.6815
2014-08-06,-0.8936
2014-08-07,2.0609
2014-08-08,2.6345
2014-08-11,4.4421
2014-08-12,0.7653
2014-08-13,1.5627
2014-08-14,2.2433
2014-08-15,1.0549
2014-08-18,1.183
2014-08-19,1.2242
2014-08-20,-0.3397
2014-08-21,-0.1636
2014-08-22,1.5433
2014-08-25,-0.39
2014-08-26,0.7426
2014-08-27,-0.6433
2014-08-28,-0.5801
2014-08-29,0.4071
2014-09-02,-0.1486
2014-09-03,-1.0962
2014-09-04,-1.5598999999999998
2014-09-05,-2.3492
2014-09-08,1.4662
2014-09-09,-0.0982
2014-09-10,2.0081
2014-09-11,-3.0149
2014-09-12,-3.3357
2014-09-15,-1.1601
2014-09-16,1.2628
2014-09-17,1.6579000000000002
2014-09-18,2.0927
2014-09-19,0.4806
2014-09-22,-2.5042
2014-09-23,-2.4964
2014-09-24,1.7019
2014-09-25,-1.8044
2014-09-26,0.9929
2014-09-29,0.5429
2014-09-30,-2.5832
2014-10-01,-0.9738
2014-10-02,0.0151
2014-10-03,2.0118
2014-10-06,1.7052
2014-10-07,-2.566
2014-10-08,-0.823
2014-10-09,-3.5305
2014-10-10,-3.7848
2014-10-13,-6.8758
2014-10-14,-1.536
2014-10-15,5.5487
2014-10-16,8.4145
2014-10-17,0.5422
2014-10-20,2.5423999999999998
2014-10-21,0.4207
2014-10-22,-4.2197
2014-10-23,2.8433
2014-10-24,1.0937000000000001
2014-10-27,-2.6897
2014-10-28,3.5361000000000002
2014-10-29,2.1626
2014-10-30,1.1533
2014-10-31,1.0345
2014-11-03,0.33
2014-11-04,-2.5172
2014-11-05,-0.3961
2014-11-06,-0.3388
2014-11-07,-0.0443
2014-11-10,-0.2809
2014-11-11,-1.5421
2014-11-12,-0.9789
2014-11-13,-2.8289
2014-11-14,2.4887
2014-11-17,3.8485
2014-11-18,-0.7206
2014-11-19,-3.1551
2014-11-20,-0.7648
2014-11-21,1.5721
2014-11-24,-1.8968
2014-11-25,2.7688
2014-11-26,-1.0686
2014-11-28,-5.2943999999999996
2014-12-01,-6.4418
2014-12-02,8.8084
2014-12-03,3.8031
2014-12-04,-2.5540000000000003
2014-12-05,-2.2933
2014-12-08,-4.9976
2014-12-09,1.9327999999999999
2014-12-10,-0.8574
2014-12-11,0.7983
2014-12-12,0.5775
2014-12-15,0.5577
2014-12-16,-0.7504
2014-12-17,4.9967
2014-12-18,-0.2974
2014-12-19,-0.0157
2014-12-22,0.581
2014-12-23,1.8578999999999999
2014-12-24,3.8013
2014-12-26,-1.0632
2014-12-29,2.7462999999999997
2014-12-30,-0.7699
2014-12-31,0.9076
2015-01-02,0.5948
2015-01-05,-2.5382
2015-01-06,-1.5093
2015-01-07,-3.155
2015-01-08,1.3497
2015-01-09,-0.7041
2015-01-12,-2.4973
2015-01-13,-1.3597000000000001
2015-01-14,0.8174
2015-01-15,3.2273
2015-01-16,2.8338
2015-01-20,1.9021
2015-01-21,4.3651
2015-01-22,2.056
2015-01-23,3.6015
2015-01-26,4.5951
2015-01-27,-1.7318
2015-01-28,-2.9934
2015-01-29,0.3874
2015-01-30,-3.6327
2015-02-02,-0.5938
2015-02-03,2.0237
2015-02-04,-0.4651
2015-02-05,2.8725
2015-02-06,3.6206
2015-02-09,0.0903
2015-02-10,-0.0644
2015-02-11,-2.3717
2015-02-12,1.6372
2015-02-13,2.4032
2015-02-17,-4.2243
2015-02-18,-0.6623
2015-02-19,-0.6667
2015-02-20,0.0
2015-02-23,-0.9933
2015-02-24,-0.5016
2015-02-25,-0.8039
2015-02-26,-2.4451
2015-02-27,0.2394
2015-03-02,0.3793
2015-03-03,3.4705
2015-03-04,-0.0676
2015-03-05,0.0947
2015-03-06,-3.1504
2015-03-09,-1.1169
2015-03-10,2.7813
2015-03-11,0.2473
2015-03-12,0.644
2015-03-13,0.3268
2015-03-16,-1.6963
2015-03-17,-1.7808000000000002
2015-03-18,2.1504
2015-03-19,0.9356
2015-03-20,0.1908
2015-03-23,-0.4354
2015-03-24,-2.282
2015-03-25,-1.2026
2015-03-26,-2.0665
2015-03-27,-1.5609
2015-03-30,0.279
2015-03-31,3.4699999999999998
2015-04-01,-2.4338
2015-04-02,-0.5511
2015-04-06,0.6708
2015-04-07,0.2463
2015-04-08,1.5607
2015-04-09,-0.2419
2015-04-10,0.3708
2015-04-13,0.3268
2015-04-14,1.5297
2015-04-15,1.409
2015-04-16,-2.5726
2015-04-17,-0.4377
2015-04-20,0.7658
2015-04-21,0.0844
2015-04-22,1.4062999999999999
2015-04-23,-1.262
2015-04-24,0.5197
2015-04-27,3.1717
2015-04-28,0.2438
2015-04-29,2.2426
2015-04-30,0.7135
2015-05-01,0.0
2015-05-04,0.4878
2015-05-05,-0.8528
2015-05-06,-1.3365
2015-05-07,-1.0059
2015-05-08,0.6639
2015-05-11,-1.0902
2015-05-12,-0.8164
2015-05-13,0.0
2015-05-14,0.8094
2015-05-15,-1.742
2015-05-18,-0.3324
2015-05-19,0.2779
2015-05-20,-0.8453
2015-05-21,-0.9364
2015-05-22,0.3245
2015-05-26,-0.1125
2015-05-27,0.3379
2015-05-28,0.014
2015-05-29,2.0483
2015-06-01,0.5362
2015-06-02,0.2598
2015-06-03,1.7048999999999999
2015-06-04,-2.7491
2015-06-05,-0.5516
2015-06-08,-0.3189
2015-06-09,-0.2921
2015-06-10,-0.293
2015-06-11,-0.5737
2015-06-12,0.6192
2015-06-15,1.4545
2015-06-16,-1.1718
2015-06-17,0.9625
2015-06-18,-0.4559
2015-06-19,-1.4573
2015-06-22,0.8028
2015-06-23,-0.5449
2015-06-24,0.857
2015-06-25,-0.8636
2015-06-26,1.1381000000000001
2015-06-29,-0.4724
2015-06-30,0.5025
2015-07-01,-3.4028
2015-07-02,0.3738
2015-07-06,-4.3117
2015-07-07,1.5419
2015-07-08,-0.3686
2015-07-09,-0.6363
2015-07-10,2.621
2015-07-13,-3.9182
2015-07-14,-4.093
2015-07-15,-0.7559
2015-07-16,-1.7931
2015-07-17,-4.4434000000000005
2015-07-20,-4.3963
2015-07-21,2.9537
2015-07-22,1.34
2015-07-23,1.3053
2015-07-24,2.1419
2015-07-27,-0.0491
2015-07-28,2.098
2015-07-29,3.9974
2015-07-30,-1.2658
2015-07-31,-1.9666000000000001
2015-08-03,-1.5567
2015-08-04,-2.2661
2015-08-05,-2.8857
2015-08-06,0.2576
2015-08-07,-2.8611
2015-08-10,-0.6349
2015-08-11,-0.8342
2015-08-12,1.0381
2015-08-13,-0.0886
2015-08-14,1.7021
2015-08-17,1.2029
2015-08-18,1.0336
2015-08-19,-1.4834
2015-08-20,0.0692
2015-08-21,-2.6116
2015-08-24,-2.433
2015-08-25,0.2912
2015-08-26,4.7005
2015-08-27,6.8296
2015-08-28,0.5355
2015-08-31,0.7101
2015-09-01,-3.3333
2015-09-02,-1.3926
2015-09-03,-3.1271
2015-09-04,-2.0305
2015-09-08,-0.1063
2015-09-09,-1.0108
2015-09-10,0.5195
2015-09-11,-2.6199
2015-09-14,-2.1596
2015-09-15,-3.3109
2015-09-16,1.6251
2015-09-17,-0.019
2015-09-18,-1.9802
2015-09-21,0.913
2015-09-22,-5.8325
2015-09-23,-6.5822
2015-09-24,2.7571
2015-09-25,1.8526
2015-09-28,-3.5124
2015-09-29,-3.3369
2015-09-30,10.4461
2015-10-01,1.4613
2015-10-02,6.4213000000000005
2015-10-05,3.4211
2015-10-06,0.4907
2015-10-07,3.0747
2015-10-08,1.6494
2015-10-09,2.3822
2015-10-12,-0.8767
2015-10-13,0.7824
2015-10-14,0.5401
2015-10-15,-0.0168
2015-10-16,0.8563
2015-10-19,-1.6814
2015-10-20,-1.3207
2015-10-21,-2.3507
2015-10-22,-2.8115
2015-10-23,0.1627
2015-10-26,-4.3321
2015-10-27,1.3396
2015-10-28,3.221
2015-10-29,2.5253
2015-10-30,7.4384
2015-11-02,1.748
2015-11-03,5.8185
2015-11-04,0.1225
2015-11-05,-0.5201
2015-11-06,-2.322
2015-11-09,1.4484
2015-11-10,-0.0931
2015-11-11,-5.6384
2015-11-12,-2.9959
2015-11-13,-0.7636
2015-11-16,4.7538
2015-11-17,1.1753
2015-11-18,1.8232
2015-11-19,-4.1673
2015-11-20,-0.5952
2015-11-23,-1.7132
2015-11-24,1.1339
2015-11-25,-0.9203
2015-11-27,-0.9289
2015-11-30,-1.1251
2015-12-01,-2.7586
2015-12-02,-4.3794
2015-12-03,-3.3006
2015-12-04,-1.3615
2015-12-07,-2.5078
2015-12-08,1.7348
2015-12-09,9.7217
2015-12-10,-1.3755
2015-12-11,-5.1983
2015-12-14,-2.1207
2015-12-15,3.0841
2015-12-16,7.1577
2015-12-17,-2.633
2015-12-18,3.1942
2015-12-21,-0.2462
2015-12-22,6.9464
2015-12-23,1.7473999999999998
2015-12-24,-0.4699
2015-12-28,-0.7651
2015-12-29,-0.3117
2015-12-30,-2.9455
2015-12-31,4.1031
2016-01-04,-1.1075
2016-01-05,-0.8564
2016-01-06,-3.5216
2016-01-07,-5.458
2016-01-08,2.2947
2016-01-11,-6.0887
2016-01-12,-1.2701
2016-01-13,-1.7281
2016-01-14,11.0004
2016-01-15,-2.0067
2016-01-19,-4.8141
2016-01-20,0.2831
2016-01-21,3.8201
2016-01-22,7.0328
2016-01-25,-5.961
2016-01-26,1.7107999999999999
2016-01-27,-0.3541
2016-01-28,2.8252
2016-01-29,-2.0563
2016-02-01,0.2435
2016-02-02,-0.9936
2016-02-03,-2.509
2016-02-04,5.0368
2016-02-05,2.2926
2016-02-08,-1.2147000000000001
2016-02-09,0.866
2016-02-10,0.9959
2016-02-11,-4.7603
2016-02-12,0.357
2016-02-16,2.2768
2016-02-17,-0.0522
2016-02-18,-1.5138
2016-02-19,0.2827
2016-02-22,7.5405
2016-02-23,-0.4587
2016-02-24,-1.185
2016-02-25,-1.5823
2016-02-26,0.9985
2016-02-29,0.9886
2016-03-01,-1.0453
2016-03-02,-1.7941
2016-03-03,2.7318
2016-03-04,0.9972
2016-03-07,3.9164
2016-03-08,-7.5693
2016-03-09,-0.1028
2016-03-10,-3.4471
2016-03-11,3.9076
2016-03-14,0.8034
2016-03-15,-0.797
2016-03-16,3.453
2016-03-17,3.5856
2016-03-18,-0.4945
2016-03-21,-3.4306
2016-03-22,0.0498
2016-03-23,4.4135
2016-03-24,-0.6833
2016-03-28,-1.264
2016-03-29,0.0
2016-03-30,0.8751
2016-03-31,0.5462
2016-04-01,1.3261
2016-04-04,-0.1104
2016-04-05,-3.015
2016-04-06,0.1302
2016-04-07,-3.6898999999999997
2016-04-08,1.7890000000000001
2016-04-11,0.829
2016-04-12,3.5849
2016-04-13,-1.4764
2016-04-14,-2.3203
2016-04-15,-3.5137
2016-04-18,1.4361
2016-04-19,0.0674
2016-04-20,1.4990999999999999
2016-04-21,0.7468
2016-04-22,1.8448
2016-04-25,-0.1294
2016-04-26,-3.7895
2016-04-27,2.5417
2016-04-28,-2.2489
2016-04-29,-3.0714
2016-05-02,-1.4325999999999999
2016-05-03,-0.0709
2016-05-04,0.1951
2016-05-05,-6.1781
2016-05-06,0.1698
2016-05-09,0.5651
2016-05-10,-0.7305
2016-05-11,-0.9434
2016-05-12,1.8857
2016-05-13,-0.2991
2016-05-16,0.2625
2016-05-17,0.0187
2016-05-18,-3.5901
2016-05-19,2.9674
2016-05-20,-1.8083
2016-05-23,1.1318
2016-05-24,-0.1328
2016-05-25,-0.7977
2016-05-26,2.1827
2016-05-27,1.9299
2016-05-31,0.9743
2016-06-01,0.4733
2016-06-02,0.3624
2016-06-03,-0.2889
2016-06-06,1.5933000000000002
2016-06-07,-1.8535
2016-06-08,-0.7808
2016-06-09,-2.0681
2016-06-10,1.196
2016-06-13,-0.7018
2016-06-14,-0.4649
2016-06-15,-0.5979
2016-06-16,1.1654
2016-06-17,-0.4459
2016-06-20,1.5118
2016-06-21,-0.6251
2016-06-22,-0.2035
2016-06-23,0.723
2016-06-24,-1.9879
2016-06-27,-2.9108
2016-06-28,3.3849
2016-06-29,2.1515
2016-06-30,2.326
2016-07-01,-1.7004000000000001
2016-07-05,-1.9119000000000002
2016-07-06,0.0557
2016-07-07,-1.4471
2016-07-08,1.8637000000000001
2016-07-11,0.4066
2016-07-12,2.7241
2016-07-13,-0.43
2016-07-14,0.7198
2016-07-15,-0.7147
2016-07-18,-0.126
2016-07-19,-1.3333
2016-07-20,0.4383
2016-07-21,-0.6727
2016-07-22,-0.0549
2016-07-25,-1.1172
2016-07-26,-0.463
2016-07-27,-0.9676
2016-07-28,0.5261
2016-07-29,0.0
2016-08-01,-0.3832
2016-08-02,-0.0568
2016-08-03,-1.8006
2016-08-04,-1.8915
2016-08-05,0.0393
2016-08-08,2.8712
2016-08-09,-6.6909
2016-08-10,0.2868
2016-08-11,0.0613
2016-08-12,1.2862
2016-08-15,-0.1008
2016-08-16,-0.222
2016-08-17,-1.0516
2016-08-18,0.6336
2016-08-19,0.264
2016-08-22,-0.9317
2016-08-23,-0.5316
2016-08-24,0.1028
2016-08-25,1.1703999999999999
2016-08-26,-0.0812
2016-08-29,-0.0609
2016-08-30,0.874
2016-08-31,-0.3224
2016-09-01,0.3234
2016-09-02,-0.0403
2016-09-06,0.1613
2016-09-07,0.2415
2016-09-08,-0.4618
2016-09-09,-1.432
2016-09-12,-1.4324
2016-09-13,-2.4289
2016-09-14,0.6383
2016-09-15,0.2326
2016-09-16,-0.8648
2016-09-19,-0.7021
2016-09-20,-0.2786
2016-09-21,1.1602999999999999
2016-09-22,0.446
2016-09-23,0.148
2016-09-26,1.098
2016-09-27,-0.3759
2016-09-28,0.9853
2016-09-29,-0.8096
2016-09-30,1.7162
2016-10-03,-1.5844
2016-10-04,-0.0209
2016-10-05,0.0
2016-10-06,-0.2719
2016-10-07,-0.4194
2016-10-10,-0.1053
2016-10-11,-0.9696
2016-10-12,0.0213
2016-10-13,0.0213
2016-10-14,-0.0213
2016-10-17,-0.3192
2016-10-18,0.1708
2016-10-19,0.8738
2016-10-20,0.5705
2016-10-21,0.3151
2016-10-24,-0.5445
2016-10-25,-0.9476
2016-10-26,-0.6803
2016-10-27,0.7705
2016-10-28,-3.5472
2016-10-31,-1.4953
2016-11-01,-0.3394
2016-11-02,0.0454
2016-11-03,1.9514
2016-11-04,0.3339
2016-11-07,-0.5102
2016-11-08,-0.5797
2016-11-09,-0.8298
2016-11-10,0.4975
2016-11-11,-1.5077
2016-11-14,-0.4569
2016-11-15,0.7574
2016-11-16,-0.9112
2016-11-17,0.4138
2016-11-18,-0.7555
2016-11-21,0.6459
2016-11-22,3.0025
2016-11-23,1.7356
2016-11-25,-2.056
2016-11-28,0.067
2016-11-29,-1.339
2016-11-30,2.081
2016-12-01,0.0222
2016-12-02,0.1108
2016-12-05,1.3498999999999999
2016-12-06,-0.917
2016-12-07,1.0798
2016-12-08,0.1526
2016-12-09,-1.0231
2016-12-12,0.5938
2016-12-13,1.1369
2016-12-14,-1.9670999999999998
2016-12-15,0.1103
2016-12-16,2.3789
2016-12-19,1.1403
2016-12-20,0.7871
2016-12-21,0.3166
2016-12-22,1.599
2016-12-23,0.3313
2016-12-27,1.1352
2016-12-28,-0.7143
2016-12-29,-1.2539
2016-12-30,1.249
2017-01-03,2.1587
2017-01-04,0.7446
2017-01-05,0.1798
2017-01-06,2.4327
2017-01-09,-2.3749000000000002
2017-01-10,-2.1336
2017-01-11,1.4059
2017-01-12,-0.5827
2017-01-13,3.1932
2017-01-17,2.2327
2017-01-18,0.8812
2017-01-19,-1.0634
2017-01-20,0.2111
2017-01-23,1.4174
2017-01-24,1.1709
2017-01-25,1.8294000000000001
2017-01-26,0.8983
2017-01-27,3.0124
2017-01-30,-0.4453
2017-01-31,0.501
2017-02-01,0.5341
2017-02-02,0.2833
2017-02-03,0.7593
2017-02-06,-2.8216
2017-02-07,-2.3625
2017-02-08,1.256
2017-02-09,1.2404
2017-02-10,0.6667
2017-02-13,-0.1969
2017-02-14,1.1657
2017-02-15,-0.0177
2017-02-16,-0.4433
2017-02-17,0.1069
2017-02-21,2.4373
2017-02-22,-1.9971999999999999
2017-02-23,0.2658
2017-02-24,-1.0604
2017-02-27,-0.0179
2017-02-28,-0.6075
2017-03-01,0.4494
2017-03-02,0.3579
2017-03-03,-1.3195000000000001
2017-03-06,-0.4698
2017-03-07,-0.1634
2017-03-08,-2.0004
2017-03-09,-1.8927
2017-03-10,-0.2648
2017-03-13,-1.7637
2017-03-14,-1.3707
2017-03-15,0.6851
2017-03-16,-0.5638
2017-03-17,-0.4692
2017-03-20,-0.2357
2017-03-21,-0.5119
2017-03-22,-0.7718
2017-03-23,0.2393
2017-03-24,-0.0597
2017-03-27,-0.7167
2017-03-28,0.0602
2017-03-29,0.8617
2017-03-30,0.7351
2017-03-31,1.2821
2017-04-03,0.2142
2017-04-04,0.0
2017-04-05,-0.0389
2017-04-06,3.6742
2017-04-07,0.0375
2017-04-10,-0.1874
2017-04-11,-0.4695
2017-04-12,-0.6604
2017-04-13,-0.5508
2017-04-17,-0.573
2017-04-18,0.1537
2017-04-19,-0.8439
2017-04-20,0.5416
2017-04-21,-0.4232
2017-04-24,1.1978
2017-04-25,2.5773
2017-04-26,-0.2606
2017-04-27,-0.7539
2017-04-28,0.1521
2017-05-01,-0.7403
2017-05-02,1.2812999999999999
2017-05-03,0.1888
2017-05-04,-3.7882
2017-05-05,2.8404
2017-05-08,-0.9333
2017-05-09,-0.8268
2017-05-10,0.5428
2017-05-11,-0.0193
2017-05-12,0.9257
2017-05-15,0.4586
2017-05-16,0.5707
2017-05-17,-2.7993
2017-05-18,0.1557
2017-05-19,2.8754999999999997
2017-05-22,-1.5486
2017-05-23,0.9016
2017-05-24,-0.7985
2017-05-25,-1.0349
2017-05-26,-2.072
2017-05-30,-1.9379
2017-05-31,-0.1412
2017-06-01,-0.0606
2017-06-02,-1.374
2017-06-05,0.3278
2017-06-06,0.6739
2017-06-07,-1.927
2017-06-08,-2.3785
2017-06-09,1.0593
2017-06-12,-1.174
2017-06-13,0.2121
2017-06-14,-1.3336000000000001
2017-06-15,-0.7724
2017-06-16,0.9297
2017-06-19,-0.2142
2017-06-20,-2.1039
2017-06-21,0.614
2017-06-22,3.7053000000000003
2017-06-23,2.3119
2017-06-26,0.1849
2017-06-27,-0.4306
2017-06-28,2.0387
2017-06-29,-0.1816
2017-06-30,-0.0809
2017-07-03,2.4889
2017-07-05,-1.6979
2017-07-06,-1.2452
2017-07-07,2.0948
2017-07-10,-4.8805
2017-07-11,2.0314
2017-07-12,1.4368
2017-07-13,1.1736
2017-07-14,2.44
2017-07-17,0.41
2017-07-18,-0.4861
2017-07-19,-0.6448
2017-07-20,-0.118
2017-07-21,-0.7285
2017-07-24,-0.0198
2017-07-25,0.972
2017-07-26,0.1965
2017-07-27,-0.951
2017-07-28,-0.1002
2017-07-31,0.8225
2017-08-01,-1.5121
2017-08-02,-0.0202
2017-08-03,-1.172
2017-08-04,-1.145
2017-08-07,-0.5584
2017-08-08,-1.3935
2017-08-09,0.1055
2017-08-10,-0.4635
2017-08-11,-1.3124
2017-08-14,-0.2145
2017-08-15,-1.0103
2017-08-16,-1.0423
2017-08-17,1.5142
2017-08-18,0.5837
2017-08-21,-2.2566
2017-08-22,1.6271
2017-08-23,0.8222
2017-08-24,0.0215
2017-08-25,0.7938
2017-08-28,-0.596
2017-08-29,-0.7923
2017-08-30,1.8778000000000001
2017-08-31,1.2288000000000001
2017-09-01,0.6907
2017-09-05,-1.6213
2017-09-06,-0.2535
2017-09-07,-0.0212
2017-09-08,-0.1271
2017-09-11,0.2333
2017-09-12,0.381
2017-09-13,1.2439
2017-09-14,1.2287
2017-09-15,0.4732
2017-09-18,-0.2048
2017-09-19,-1.0053
2017-09-20,-0.2073
2017-09-21,0.7684
2017-09-22,5.9357
2017-09-25,2.8405
2017-09-26,0.2459
2017-09-27,-0.8303
2017-09-28,0.4377
2017-09-29,-0.4168
2017-10-02,1.0654
2017-10-03,0.6024
2017-10-04,-0.2058
2017-10-05,-0.6938
2017-10-06,-0.0189
2017-10-09,-0.2644
2017-10-10,0.1326
2017-10-11,1.4939
2017-10-12,-0.6149
2017-10-13,0.0187
2017-10-16,-2.6992000000000003
2017-10-17,-1.0017
2017-10-18,-0.9146
2017-10-19,1.0408
2017-10-20,-0.9524
2017-10-23,-2.0997
2017-10-24,0.461
2017-10-25,-2.2346
2017-10-26,1.5510000000000002
2017-10-27,3.135
2017-10-30,0.5573
2017-10-31,-1.0793
2017-11-01,0.5753
2017-11-02,-1.1045
2017-11-03,-0.7379
2017-11-06,0.7032
2017-11-07,0.4389
2017-11-08,-2.7215
2017-11-09,-2.0216
2017-11-10,0.3335
2017-11-13,-1.2671000000000001
2017-11-14,-2.125
2017-11-15,1.5476999999999999
2017-11-16,-0.5927
2017-11-17,0.7666
2017-11-20,-0.2536
2017-11-21,-1.4195
2017-11-22,0.0645
2017-11-24,0.3651
2017-11-27,-2.4181
2017-11-28,-1.1184
2017-11-29,-0.4879
2017-11-30,4.435
2017-12-01,2.9449
2017-12-04,-0.7255
2017-12-05,-1.0023
2017-12-06,-2.953
2017-12-07,1.5866
2017-12-08,0.9842
