ticker,GWSN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-10-06,-10.0
2014-10-23,-7.4074
2014-10-28,20.0
2014-12-29,-1.3333
2014-12-31,-32.4324
2015-04-17,1.0
2015-04-22,147.5248
2015-04-23,10.0
2015-04-24,-0.3636
2015-04-28,1.0949
2015-04-29,29.9639
2015-04-30,-16.6667
2015-05-01,66.6667
2015-05-04,-20.0
2015-05-07,-5.0
2015-05-11,50.0
2015-05-12,18.4211
2015-05-13,0.0
2015-05-14,-6.6667
2015-05-18,-19.0476
2015-05-19,-11.7647
2015-05-20,0.6667
2015-05-22,15.894
2015-05-26,-0.5714
2015-05-27,-8.046
2015-05-28,34.375
2015-05-29,1.3953
2015-06-01,0.0
2015-06-08,-8.7156
2015-06-15,-22.1106
2015-06-18,3.2258
2015-06-25,0.0
2015-06-30,-21.875
2015-07-01,27.2
2015-07-02,-2.5157
2015-07-06,3.2258
2015-07-07,1.25
2015-07-09,-7.4074
2015-07-13,-50.0
2015-07-14,113.3333
2015-07-16,-21.25
2015-07-17,26.9841
2015-07-21,-1.25
2015-07-27,-17.7215
2015-07-28,-23.0769
2015-07-29,-20.0
2015-07-31,-12.5
2015-08-04,-14.2857
2015-08-05,0.0
2015-08-06,-1.6667
2015-08-07,2.7119
2015-08-10,-17.4917
2015-08-12,-40.0
2015-08-17,23.3333
2015-08-18,0.0
2015-09-04,-59.4595
2015-09-08,400.0
2015-09-14,-79.9833
2015-09-15,486.1782
2015-09-16,-9.0909
2015-09-17,-37.4844
2015-09-23,49.9625
2015-09-24,-60.0
2015-09-28,50.0
2015-09-29,-28.8889
2015-09-30,9.375
2015-10-01,-28.5357
2015-10-02,7.996
2015-10-05,85.0532
2015-10-06,-45.8865
2015-10-07,29.39
2015-10-08,-25.7143
2015-10-09,-11.538499999999999
2015-10-12,8.6957
2015-10-13,0.0
2015-10-14,-4.0
2015-10-19,-12.4479
2015-10-21,4.6996
2015-10-23,-25.0
2015-10-26,15.1515
2015-10-28,5.2632
2015-11-06,-10.0
2015-11-09,0.0
2015-11-12,0.0
2015-11-24,0.0
2015-11-25,0.0
2015-12-01,-5.5556
2015-12-07,-17.647100000000002
2015-12-16,0.0
2016-01-07,3.5714
2016-01-14,0.0
2016-01-19,-17.2414
2016-01-28,-5.8333
2016-02-11,1.7699
2016-02-24,-5.6522
2016-02-25,-3.2258
2016-03-03,0.0
2016-03-04,0.0
2016-03-07,33.3333
2016-03-09,-35.7143
2016-03-18,622.2222
2016-03-21,-38.4615
