ticker,GWSN US Equity
2016-03-23,-25.0
2016-03-24,-6.6667
2016-03-28,0.0
2016-03-29,-10.7143
2016-04-05,-8.0
2016-04-07,8.6957
2016-04-08,0.0
2016-04-13,-16.0
2016-04-14,2.2024
2016-04-28,-2.1549
2016-05-05,-9.5238
2016-05-19,-10.526299999999999
2016-06-06,-2.9412000000000003
2016-06-20,-9.0909
2016-07-01,-6.6667
2016-07-06,-7.1429
2016-07-12,-15.3846
2016-07-18,0.0
2016-07-21,18.1818
2016-08-01,-16.9231
2016-08-02,7.9861
2016-08-03,-9.6999
2016-08-04,4.451
2016-08-10,1.0795
2016-10-20,70.8825
2016-10-21,-36.8421
2016-10-24,16.6667
2016-10-31,7.1429
2016-11-01,33.3333
2016-11-02,-7.5
2016-11-07,-2.7027
2016-11-11,0.0
2016-11-14,-11.1111
2016-11-15,-18.75
2016-11-16,30.7692
2016-11-17,105.8824
2016-11-18,-28.5714
2016-11-21,12.0
2016-11-22,0.0
2016-11-23,-21.4286
2016-11-25,0.0
2016-11-28,4.0909
2016-11-29,13.1004
2016-11-30,-11.583
2016-12-05,9.1703
2016-12-06,-12.0
2016-12-07,14.1761
2016-12-08,397.6362
2016-12-09,-40.8
2016-12-12,17.5676
2016-12-13,-31.0345
2016-12-14,-28.3333
2016-12-15,62.7907
2016-12-16,0.0
2016-12-19,0.0
2016-12-20,0.0
2016-12-21,5.7143
2016-12-22,-1.3514
2016-12-23,0.0
2016-12-27,2.7397
2016-12-28,-4.0
2016-12-29,-2.7778
2016-12-30,-1.4464000000000001
2017-01-03,8.7153
2017-01-04,-6.6667
2017-01-05,-11.4286
2017-01-09,0.0
2017-01-10,4.8387
2017-01-11,-4.6154
2017-01-12,11.2903
2017-01-13,0.0
2017-01-18,-4.3478
2017-01-19,0.0
2017-01-23,1.5152
2017-01-24,0.0
2017-01-25,-5.9701
2017-01-26,1.5873
2017-01-27,-6.25
2017-01-30,-11.6667
2017-01-31,13.2075
2017-02-01,6.6667
2017-02-07,-6.25
2017-02-08,-1.6667
2017-02-10,0.0
2017-02-17,6.5254
2017-02-21,1.8098999999999998
2017-02-22,-7.7945
2017-02-23,-6.7797
2017-02-24,14.5455
2017-03-03,0.0
2017-03-06,0.0
2017-03-07,0.0
2017-03-09,0.0
2017-03-13,0.0
2017-03-16,1.5873
2017-03-17,-9.2383
2017-03-21,6.7355
2017-03-24,0.0
2017-03-27,12.9032
2017-03-28,-5.7143
2017-03-31,-9.0909
2017-04-03,0.4333
2017-04-04,0.3983
2017-04-06,-0.8264
2017-04-07,10.0
2017-04-10,-6.0606
2017-04-11,0.0
2017-04-13,3.2258
2017-04-17,0.0
2017-04-18,4.6875
2017-04-21,0.0
2017-04-25,-40.2985
2017-04-26,60.0
2017-04-27,0.0
2017-05-01,-37.1875
2017-05-03,59.204
2017-05-05,-3.125
2017-05-08,-11.2903
2017-05-09,16.3636
2017-05-10,-0.0195
2017-05-11,0.0195
2017-05-17,-8.623
2017-05-19,9.4368
2017-05-23,-3.125
2017-05-26,0.0
2017-05-30,3.2258
2017-06-02,-6.25
2017-06-05,-8.3333
2017-06-06,9.0909
2017-06-12,0.0
2017-06-19,0.0
2017-06-21,0.0
2017-06-22,3.3333
2017-06-26,0.0
2017-06-27,6.4516
2017-06-28,1.5
2017-06-30,0.0149
2017-07-05,-40.2985
2017-07-06,65.0
2017-07-07,6.0606
2017-07-10,-5.7143
2017-07-11,0.0
2017-07-12,0.0
2017-07-13,0.0
2017-07-14,0.0
2017-07-17,0.0
2017-07-20,0.0
2017-07-24,-32.5758
2017-08-08,1.1236
2017-08-14,-2.2222
2017-08-18,26.1364
2017-08-21,8.1081
2017-08-22,-16.6667
2017-08-23,20.0
2017-08-24,0.0
2017-08-28,-1.5
2017-08-29,1.5228000000000002
2017-08-31,0.0
2017-09-01,-12.1833
2017-09-05,4.3841
2017-09-06,0.0
2017-09-07,-15.2545
2017-09-08,11.564
2017-09-12,3.8462
2017-09-14,-11.1111
2017-09-15,14.5833
2017-09-21,-1.8182
2017-09-22,-1.8519
2017-09-26,1.8868
2017-09-27,0.0
2017-09-28,0.0
2017-10-02,4.6296
2017-10-03,-13.9823
2017-10-04,0.823
2017-10-06,0.0
2017-10-11,0.0
2017-10-12,-1.8776000000000002
2017-10-13,1.9135
2017-10-16,-8.1633
2017-10-17,-2.2222
2017-10-18,-2.2727
2017-10-19,4.6512
2017-10-20,-15.5556
2017-10-23,-10.7368
2017-10-24,-4.717
2017-10-27,-22.6485
2017-10-30,-8.0
2017-10-31,-13.0435
2017-11-01,39.95
2017-11-02,-24.9732
2017-11-03,0.0
2017-11-06,23.8095
2017-11-07,-0.0385
2017-11-08,-23.0473
2017-11-09,20.0
2017-11-10,-20.8333
2017-11-13,25.7895
2017-11-14,0.4184
2017-11-16,2.0833
2017-11-20,-22.449
2017-11-21,-7.8947
2017-11-29,-14.2857
2017-11-30,33.3333
2017-12-01,10.0
2017-12-04,4.5455
2017-12-05,0.4348
2017-12-06,3.8961
2017-12-07,-16.6667
2017-12-08,0.0
2017-12-11,10.0
2017-12-12,0.0
2017-12-13,9.0909
2017-12-15,0.0
2017-12-18,-16.6667
2017-12-19,-5.75
2017-12-20,27.321
2017-12-22,-22.9167
2017-12-26,18.9189
2017-12-28,-18.1818
2017-12-29,-0.0556
2018-01-02,0.0556
2018-01-03,0.0
2018-01-10,-16.7222
2018-01-11,-27.1514
2018-01-12,-8.4249
2018-01-16,45.0
2018-01-18,0.0
2018-01-24,-17.2414
2018-01-26,-12.8333
2018-01-31,14.7228
2018-02-01,-8.4167
2018-02-02,-9.0082
2018-02-06,0.0
2018-02-13,-0.1
2018-02-16,10.1101
2018-02-22,0.0
2018-03-15,36.3636
2018-03-21,-33.3333
2018-03-27,0.0
2018-03-29,0.0
2018-04-02,0.0
2018-04-11,50.0
2018-04-16,-60.0
2018-04-27,0.0
2018-05-08,0.0
2018-05-09,75.0
2018-05-10,4.7619
2018-05-29,4.5455
2018-05-31,-4.3478
2018-06-06,-9.0909
2018-07-27,-85.0
2018-07-30,53.3333
2018-08-09,421.7391
2018-08-10,50.0
2018-08-13,5.5556
2018-08-14,0.0
2018-08-16,-42.1053
2018-08-17,-27.2727
2018-08-22,25.0
2018-08-24,-20.0
2018-08-29,25.0
2018-08-31,20.0
2018-09-04,-33.3333
2018-09-05,-37.5
2018-09-07,100.0
2018-09-10,0.0
2018-09-11,20.0
2018-09-18,0.0
2018-09-27,-16.6667
2018-09-28,0.0
2018-10-03,0.0
2018-10-04,-80.0
2018-10-08,-52.5
2018-10-09,57.8947
2018-10-10,100.0
2018-10-11,0.0
2018-10-12,-16.6667
2018-10-16,-12.0
2018-10-17,9.0909
2018-10-18,-3.75
2018-10-19,-0.4329
2018-10-22,327.8261
2018-10-23,-46.6463
2018-10-24,-24.0
2018-10-25,18.8221
2018-10-26,-15.6296
2018-10-30,0.0
2018-10-31,-37.5
2018-11-01,0.4
2018-11-05,-0.3984
2018-11-07,60.0
2018-11-08,-37.5
2018-11-20,0.0
2018-11-21,0.0
2018-11-27,-20.0
2018-11-30,150.0
2018-12-04,-60.0
2018-12-20,25.0
2018-12-24,-20.0
2018-12-28,-10.0
2018-12-31,11.1111
2019-01-02,50.0
2019-01-03,0.0
2019-01-10,-0.8333
2019-01-14,-36.1345
2019-01-15,0.0
2019-01-29,42.1053
2019-02-06,-33.3333
2019-02-08,0.0
2019-03-11,0.0
2019-03-12,-16.6667
2019-03-13,-6.6667
2019-03-26,-7.1429
2019-03-27,0.0
2019-04-03,-7.6923
2019-04-10,0.0
2019-04-23,0.0
2019-04-29,-8.3333
2019-05-03,-9.0909
2019-05-14,-94.3
2019-05-15,1654.386
2019-05-16,100.0
2019-05-28,-50.0
2019-06-12,0.0
2019-06-13,0.0
2019-07-01,150.0
2019-07-10,-60.0
2019-07-11,0.0
2019-07-24,0.0
2019-07-29,0.0
2019-07-30,0.0
2019-08-12,0.0
2019-08-23,0.0
2019-09-04,0.0
2019-09-17,0.0
2019-09-18,0.0
2019-09-30,0.0
2019-11-14,0.0
2019-12-02,-14.95
2019-12-03,-10.5467
2019-12-16,0.0
2019-12-31,-34.2797
2020-01-06,0.0
2020-03-17,0.0
2020-03-20,-1.6
2020-04-15,0.0
2020-04-20,0.0
2020-04-29,0.0
2020-05-08,20.6504
2020-05-13,489.6226
2020-05-15,-80.0
2020-06-02,14.2857
2020-06-15,-16.275
2020-06-17,49.2983
2020-07-14,0.0
