ticker,SPLK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-04-19,108.7059
2012-04-20,2.0293
2012-04-23,-0.7459
2012-04-24,-0.3618
2012-04-25,-3.0168
2012-04-26,1.1233
2012-04-27,-0.1424
2012-04-30,-3.166
2012-05-01,5.7732
2012-05-02,-1.7683
2012-05-03,-7.3565
2012-05-04,-1.8666
2012-05-07,2.6816
2012-05-08,-0.5466
2012-05-09,0.3359
2012-05-10,-3.2561999999999998
2012-05-11,-1.3684
2012-05-14,-1.0684
2012-05-15,1.9342000000000001
2012-05-16,-2.0557
2012-05-17,-1.1301
2012-05-18,-5.0947
2012-05-21,3.3035
2012-05-22,5.3631
2012-05-23,10.3067
2012-05-24,-0.8598
2012-05-25,3.874
2012-05-29,1.2385
2012-05-30,-5.7045
2012-05-31,-5.0729
2012-06-01,-16.3391
2012-06-04,-0.8811
2012-06-05,5.8889
2012-06-06,5.4565
2012-06-07,-1.2604
2012-06-08,7.5244
2012-06-11,-6.248
2012-06-12,1.3995
2012-06-13,1.0516
2012-06-14,2.9593
2012-06-15,3.3797
2012-06-18,-1.8332000000000002
2012-06-19,-0.5291
2012-06-20,-0.8761
2012-06-21,-6.7551
2012-06-22,-0.914
2012-06-25,-3.4506
2012-06-26,-1.6985000000000001
2012-06-27,0.7919
2012-06-28,-5.3929
2012-06-29,6.0778
2012-07-02,3.6654999999999998
2012-07-03,-0.309
2012-07-05,2.8237
2012-07-06,-0.7703
2012-07-09,-5.2649
2012-07-10,-4.4175
2012-07-11,-0.8945
2012-07-12,1.9180000000000001
2012-07-13,4.0221
2012-07-16,0.8514
2012-07-17,-1.6179999999999999
2012-07-18,3.3965
2012-07-19,0.9336
2012-07-20,-2.1925
2012-07-23,-1.7163
2012-07-24,-0.3564
2012-07-25,1.0372
2012-07-26,0.4248
2012-07-27,3.1724
2012-07-30,-1.7766
2012-07-31,2.2609
2012-08-01,-1.5306
2012-08-02,-2.3143000000000002
2012-08-03,-1.2023
2012-08-06,4.3665
2012-08-07,4.6296
2012-08-08,-1.1472
2012-08-09,1.1936
2012-08-10,-1.114
2012-08-13,-1.0934
2012-08-14,-0.5695
2012-08-15,-1.314
2012-08-16,4.6774000000000004
2012-08-17,0.7828
2012-08-20,1.7476
2012-08-21,-2.1947
2012-08-22,-0.4878
2012-08-23,1.0784
2012-08-24,-0.2263
2012-08-27,0.5509
2012-08-28,-0.0967
2012-08-29,-0.5161
2012-08-30,-1.1025
2012-08-31,12.7869
2012-09-04,2.8487999999999998
