ticker,SVAD US Equity
2013-03-15,66.6667
2013-03-18,-20.0
2013-03-20,-50.0
2013-03-21,-4.0
2013-03-22,-6.25
2013-04-10,-33.3333
2013-04-11,-48.3333
2013-04-12,29.0323
2013-04-15,0.0
2013-04-19,-25.0
2013-04-22,0.0
2013-04-23,66.6667
2013-04-24,-36.0
2013-04-30,9.375
2013-05-07,105.7143
2013-05-10,0.0
2013-05-20,-72.2222
2013-05-29,49.375
2013-06-04,17.1548
2013-06-06,0.0
2013-06-14,57.1429
2013-06-20,-54.5455
2013-07-02,0.0
2013-07-10,20.0
2013-07-15,-87.9167
2013-07-16,-25.8621
2013-07-17,23.2558
2013-07-18,-13.2075
2013-07-19,-41.3043
2013-07-22,11.1111
2013-07-23,-10.0
2013-07-24,-29.6296
2013-07-25,26.3158
2013-07-26,-25.0
2013-07-29,16.6667
2013-07-30,-33.3333
2013-07-31,-7.1429
2013-08-01,0.0
2013-08-02,-15.3846
2013-08-05,-9.0909
2013-08-06,-20.0
2013-08-07,25.0
2013-08-08,30.0
2013-08-09,38.4615
2013-08-12,-38.8889
2013-08-13,-9.0909
2013-08-14,0.0
2013-08-15,0.0
2013-08-16,-20.0
2013-08-19,37.5
2013-08-20,-27.2727
2013-08-21,25.0
2013-08-22,-40.0
2013-08-23,33.3333
2013-08-26,0.0
2013-08-27,0.0
2013-08-28,0.0
2013-08-29,0.0
2013-08-30,25.0
2013-09-03,-20.0
2013-09-04,0.0
2013-09-05,0.0
2013-09-06,0.0
2013-09-09,-37.5
2013-09-10,20.0
2013-09-11,0.0
2013-09-12,33.3333
2013-09-13,0.0
2013-09-16,-25.0
2013-09-17,0.0
2013-09-18,0.0
2013-09-19,0.0
2013-09-20,0.0
2013-09-23,0.0
2013-09-24,-16.6667
2013-09-25,0.0
2013-09-26,-40.0
2013-09-27,66.6667
2013-09-30,0.0
2013-10-01,-60.0
2013-10-02,150.0
2013-10-03,-40.0
2013-10-04,66.6667
2013-10-07,0.0
2013-10-08,20.0
2013-10-09,66.6667
2013-10-10,-40.0
2013-10-11,33.3333
2013-10-14,137.5
2013-10-15,0.0
2013-10-16,-15.7895
2013-10-17,-37.5
2013-10-18,0.0
2013-10-21,60.0
2013-10-22,-18.75
2013-10-23,-15.3846
2013-10-24,27.2727
2013-10-25,0.0
2013-10-28,-7.1429
2013-10-29,-23.0769
2013-10-30,0.0
2013-10-31,10.0
2013-11-01,0.0
2013-11-04,18.1818
2013-11-05,-23.0769
2013-11-06,-20.0
2013-11-07,0.0
2013-11-08,0.0
2013-11-11,-25.0
2013-11-12,-16.6667
2013-11-13,20.0
2013-11-14,0.0
2013-11-15,0.0
2013-11-18,-16.6667
2013-11-19,0.0
2013-11-20,-40.0
2013-11-21,66.6667
2013-11-22,0.0
2013-11-25,0.0
2013-11-26,-40.0
2013-11-27,0.0
2013-11-29,-33.3333
2013-12-02,0.0
2013-12-03,0.0
2013-12-06,0.0
2013-12-10,0.0
2013-12-12,0.0
2013-12-13,0.0
2013-12-26,0.0
2013-12-27,0.0
2013-12-30,0.0
2014-01-08,0.0
2014-01-09,0.0
2014-01-10,0.0
2014-01-17,0.0
2014-01-31,-84.0
2014-02-03,10.0
2014-02-05,0.0
2014-02-06,-9.0909
2014-02-07,0.0
2014-02-10,250.0
2014-02-11,-65.7143
2014-02-12,1.0417
2014-02-14,2.0619
2014-02-19,1.0101
2014-02-21,-1.0
2014-02-25,-19.1919
2014-02-26,0.0
2014-02-28,-40.0
2014-03-04,0.0
2014-03-06,0.0
2014-03-07,33.3333
2014-03-10,0.0
2014-03-11,25.0
2014-03-12,-10.0
2014-03-13,0.0
2014-03-14,22.2222
2014-03-17,36.3636
2014-03-18,-40.0
2014-03-19,0.0
2014-03-20,38.8889
2014-03-21,-12.0
2014-03-25,-9.0909
2014-03-26,-10.0
2014-03-27,0.0
2014-03-28,1.3889
2014-04-02,-1.3699
2014-04-03,55.5556
2014-04-04,0.0
2014-04-09,0.0
2014-04-10,0.0
2014-04-14,0.0
2014-04-15,0.0
2014-04-16,-14.2857
2014-04-17,0.0
2014-04-22,0.0
2014-04-25,0.0
2014-04-29,0.0
2014-04-30,-33.3333
2014-05-02,-6.25
2014-05-06,160.0
2014-05-15,-23.0769
2014-05-16,-13.3333
2014-05-19,15.3846
2014-05-20,13.3333
2014-05-21,-35.2941
2014-05-22,36.3636
2014-05-30,0.0
2014-06-02,33.3333
2014-06-04,-45.0
2014-06-05,-43.75
2014-06-06,-49.4949
2014-06-09,12.0
2014-06-10,14.2857
2014-06-11,0.0
2014-06-13,142.1875
2014-06-24,-69.0323
2014-06-25,16.6667
2014-07-01,57.1429
2014-07-02,-9.0909
2014-07-03,0.0
2014-07-11,-20.0
2014-07-14,0.0
2014-07-21,0.0
2014-07-24,75.0
2014-07-25,-28.5714
2014-08-05,-20.0
2014-08-15,-25.0
2014-08-18,77.0833
2014-08-26,-34.1176
2014-08-27,0.0
2014-08-29,0.0
2014-09-18,0.0
2014-09-22,-51.7857
2014-09-23,-51.8519
2014-09-24,-15.3846
2014-09-25,-72.7273
2014-09-26,0.0
2014-09-29,-46.6667
2014-09-30,87.5
2014-10-01,0.0
2014-10-02,-33.3333
2014-10-03,50.0
2014-10-06,-33.3333
2014-10-07,50.0
2014-10-08,0.0
2014-10-09,0.0
2014-10-10,0.0
2014-10-13,-33.3333
2014-10-14,0.0
2014-10-15,0.0
2014-10-16,0.0
2014-10-17,0.0
2014-10-20,0.0
2014-10-21,0.0
2014-10-22,0.0
2014-10-23,0.0
2014-10-24,0.0
2014-10-27,0.0
2014-10-28,0.0
2014-10-29,0.0
2014-10-30,0.0
2014-10-31,0.0
2014-11-03,0.0
2014-11-04,0.0
2014-11-05,0.0
2014-11-06,0.0
2014-11-07,0.0
2014-11-10,0.0
2014-11-12,0.0
2014-11-13,0.0
2014-11-14,0.0
2014-11-17,0.0
2014-11-18,0.0
2014-11-19,0.0
2014-11-20,0.0
2014-11-26,0.0
2014-11-28,0.0
2014-12-04,0.0
2014-12-08,0.0
2015-01-09,0.0
2015-03-09,0.0
2015-03-16,0.0
2015-04-21,0.0
2015-07-10,0.0
2015-07-17,0.0
2016-12-07,0.0
2017-02-24,0.0
2017-03-15,50.0
2017-03-16,0.0
2017-03-17,-33.3333
2017-03-20,0.0
2017-04-10,50.0
2017-04-11,-46.6667
2017-04-12,0.0
2017-04-13,87.5
2017-04-18,0.0
2017-04-20,0.0
2017-04-21,0.0
2017-04-24,0.0
2017-04-25,0.0
2017-04-26,0.0
2017-05-04,0.0
2017-05-09,-33.3333
2017-06-15,60.0
2017-06-16,-50.0
2017-06-21,0.0
2017-07-19,0.0
2017-08-14,0.0
2017-08-15,0.0
2017-08-16,100.0
2017-08-17,0.0
2017-08-18,-25.0
2017-08-21,-33.3333
2017-08-24,0.0
2017-08-25,0.0
2017-08-28,0.0
2017-08-30,0.0
2017-09-12,0.0
2017-09-15,0.0
2017-11-29,0.0
2017-12-05,0.0
2017-12-15,0.0
2017-12-19,0.0
2017-12-20,0.0
2017-12-29,0.0
2018-01-03,0.0
2018-01-24,0.0
2018-03-07,-99.0
2018-03-19,9900.0
2018-03-26,0.0
2018-04-04,0.0
2018-04-24,0.0
2018-06-01,0.0
2018-08-23,0.0
2018-09-24,0.0
2018-10-17,0.0
2018-10-26,0.0
2018-11-09,0.0
2018-11-15,0.0
2018-11-23,0.0
2018-11-27,0.0
2018-11-29,100.0
2018-12-21,-50.0
2019-02-15,100.0
2019-02-19,0.0
2019-02-22,0.0
2019-03-01,0.0
2019-03-08,0.0
2019-03-12,0.0
2019-03-22,0.0
2019-04-09,0.0
2019-04-12,0.0
2019-04-15,0.0
2019-04-16,0.0
2019-04-18,0.0
2019-06-20,0.0
2019-06-21,-50.0
2019-06-26,0.0
2019-07-17,100.0
2019-07-18,0.0
2019-07-22,0.0
2019-07-23,0.0
2019-07-24,0.0
2019-07-25,0.0
2019-08-01,0.0
2019-08-16,-99.5
2019-08-21,9900.0
2019-09-04,0.0
2019-09-19,0.0
2019-12-16,-99.0
2019-12-19,9900.0
2020-01-29,-99.0
2020-01-31,9900.0
2020-02-10,0.0
2020-06-24,-99.0
2020-06-29,9900.0
2020-07-09,0.0
2020-07-10,100.0
2020-07-13,0.0
2020-07-14,0.0
2020-07-15,0.0
2020-07-17,-99.5
2020-07-20,9900.0
