ticker,ATVK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-12-27,-33.3333
2012-12-28,100.0
2013-01-24,0.0
2013-04-15,150.0
2013-05-08,-48.0
2013-05-10,23.0769
2013-05-13,9.375
2013-07-31,-8.5714
2013-08-01,31.25
2013-08-15,0.0
2014-01-22,302.381
2014-01-27,0.0
2014-01-30,-67.4556
2014-02-07,9.0909
2015-06-16,66.6667
2015-06-17,0.0
2015-06-22,0.0
2015-06-26,25.0
2015-06-29,-20.0
2015-07-07,-20.0
2015-07-30,131.25
2015-07-31,45.9459
2015-08-03,11.1111
2015-08-04,10.0
2015-08-05,3.0303
2015-08-06,-13.8235
2015-08-07,9.215
2015-08-10,-35.9375
2015-08-11,58.5366
2015-08-12,3.0769
2015-08-13,-1.791
2015-08-14,-8.8146
2015-08-17,-1.6667
2015-08-18,-2.3729
2015-08-19,21.5278
2015-08-20,-17.1429
2015-08-21,10.3448
2015-08-25,-37.4004
2015-08-26,24.8011
2015-08-27,-24.0
2015-08-31,-7.8947
2015-09-01,0.0
2015-09-02,28.5714
2015-09-03,-8.0
2015-09-04,-2.8986
2015-09-08,17.0802
2015-09-09,-17.1381
2015-09-10,0.0
2015-09-11,1.0256
2015-09-14,-18.7817
2015-09-15,78.125
2015-09-16,-15.7895
2015-09-17,2.0833
2015-09-18,-18.3673
2015-09-21,17.5
2015-09-22,-15.7447
2015-09-23,68.6869
2015-09-24,-0.2994
2015-09-25,-36.9369
2015-09-28,42.381
2015-09-29,18.7291
2015-09-30,-21.1268
2015-10-01,3.5714
2015-10-05,-3.4483
2015-10-06,23.2143
2015-10-07,-14.4928
2015-10-08,-18.6441
2015-10-09,8.3333
2015-10-13,-7.6923
2015-10-14,0.0
2015-10-16,-8.3333
2015-10-19,-4.0909
2015-10-20,1.8957000000000002
2015-10-21,-11.1628
2015-10-22,15.1832
2015-10-23,22.7273
2015-10-26,1.8519
2015-10-28,0.0
2015-10-29,0.0
2015-11-02,-30.9091
2015-11-03,5.2632
2015-11-04,0.0
2015-11-05,0.0
2015-11-06,-15.0
2015-11-09,10.5882
2015-11-10,-46.4628
2015-11-11,-26.477899999999998
2015-11-12,-43.2432
2015-11-18,-16.6369
2015-11-19,-0.0357
2015-11-20,14.2857
2015-11-24,7.5
2015-12-04,-18.6047
2015-12-08,0.0
2015-12-16,-28.5714
2015-12-21,0.0
2015-12-28,-20.0
2016-01-12,-80.0
2016-01-13,25.0
2016-01-14,45.0
2016-01-19,-44.8276
2016-01-20,0.0
