ticker,FNF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-06-24,-0.7957
2014-06-25,-0.9479
2014-06-26,0.0736
2014-06-27,1.324
2014-06-30,-0.8348
2014-07-01,4.6486
2014-07-02,-0.1749
2014-07-03,-0.3854
2014-07-07,-1.6884000000000001
2014-07-08,-1.288
2014-07-09,-0.145
2014-07-10,0.1452
2014-07-11,-0.29
2014-07-14,-0.1454
2014-07-15,-0.6189
2014-07-16,0.0733
2014-07-17,-1.3909
2014-07-18,1.6703999999999999
2014-07-21,1.2778
2014-07-22,0.5407
2014-07-23,0.251
2014-07-24,-1.3591
2014-07-25,0.2538
2014-07-28,-1.5913
2014-07-29,-1.4333
2014-07-30,-0.8576
2014-07-31,1.9556
2014-08-01,2.4345
2014-08-04,0.5402
2014-08-05,0.4656
2014-08-06,0.2852
2014-08-07,0.3199
2014-08-08,-0.7442
2014-08-11,0.0714
2014-08-12,-0.4281
2014-08-13,0.2508
2014-08-14,0.0715
2014-08-15,0.75
2014-08-18,-0.3899
2014-08-19,-0.0356
2014-08-20,0.1068
2014-08-21,-0.1067
2014-08-22,1.068
2014-08-25,0.0
2014-08-26,0.0352
2014-08-27,-0.5986
2014-08-28,0.1417
2014-08-29,0.1415
2014-09-02,-0.6005
2014-09-03,-0.9595
2014-09-04,-1.1841
2014-09-05,0.1452
2014-09-08,0.6526
2014-09-09,0.1801
2014-09-10,1.6181
2014-09-11,-0.3185
2014-09-12,-0.852
2014-09-15,0.3604
2014-09-16,0.0718
2014-09-17,0.8611
2014-09-18,0.1067
2014-09-19,-1.2793
2014-09-22,-0.8279
2014-09-23,-1.4156
2014-09-24,3.6082
2014-09-25,-0.2843
2014-09-26,0.6415
2014-09-29,-1.3456000000000001
2014-09-30,-0.4307
2014-10-01,-0.6489
2014-10-02,-0.3628
2014-10-03,0.1092
2014-10-06,0.2183
2014-10-07,-2.1416
2014-10-08,1.7433
2014-10-09,-2.6978
2014-10-10,-0.0749
2014-10-13,-1.7248
2014-10-14,0.1526
2014-10-15,2.781
2014-10-16,1.3343
2014-10-17,2.5604
2014-10-20,0.9272
2014-10-21,1.5901
2014-10-22,-0.5217
2014-10-23,1.3287
2014-10-24,1.1387
2014-10-27,0.4435
2014-10-28,-0.2717
2014-10-29,0.0341
2014-10-30,-0.7831
2014-10-31,2.4022
2014-11-03,-0.134
2014-11-04,-1.0738
2014-11-05,1.4247
2014-11-06,-1.3712
2014-11-07,-1.1529
2014-11-10,0.1372
2014-11-11,-1.0277
