ticker,IMXI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-03-28,0.5155
2017-03-30,0.4103
2017-03-31,0.6129
2017-04-05,0.0
2017-04-07,-0.5076
2017-04-18,1.5306
2017-04-20,-0.5546
2017-04-24,-0.4529
2017-04-25,0.0
2017-04-27,-0.1015
2017-05-01,-0.4065
2017-05-02,-0.7481
2017-05-05,0.4453
2017-05-08,0.0
2017-05-12,-0.2047
2017-05-16,0.0
2017-05-30,1.0256
2017-05-31,0.0
2017-06-01,0.0
2017-06-05,-0.7107
2017-06-06,0.7157
2017-06-09,-0.5076
2017-06-13,0.0
2017-06-15,0.0
2017-06-19,0.0
2017-06-20,0.2041
2017-06-21,-0.1018
2017-06-22,0.1019
2017-06-23,-0.2037
2017-06-26,0.0
2017-06-27,0.0
2017-06-28,0.0
2017-06-29,-0.102
2017-06-30,0.1011
2017-07-03,-0.2031
2017-07-05,0.1544
2017-07-07,-0.0521
2017-07-12,-0.2043
2017-07-13,0.1024
2017-07-14,0.5112
2017-07-18,-0.5086
2017-07-19,0.2045
2017-07-21,-0.2041
2017-07-26,0.0
2017-07-27,0.0
2017-07-28,0.0
2017-07-31,0.1022
2017-08-01,-0.1021
2017-08-02,-0.1022
2017-08-03,-0.1024
2017-08-04,0.0881
2017-08-08,-0.088
2017-08-09,-0.0113
2017-08-10,0.4212
2017-08-11,0.2041
2017-08-15,-0.2037
2017-08-16,-0.8163
2017-08-24,0.4115
2017-08-25,0.7172
2017-08-31,-0.5086
2017-09-01,0.0082
2017-09-06,-0.0082
2017-09-11,0.0
2017-09-13,-0.3057
2017-09-14,0.8195
2017-09-15,-0.3561
2017-09-18,0.5615
2017-09-20,-0.5076
2017-09-28,0.4071
2017-09-29,-0.4055
2017-10-02,1.5306
2017-10-04,-1.2572999999999999
2017-10-05,-0.1384
2017-10-10,0.3425
2017-10-11,-0.5576
2017-10-17,0.2043
2017-10-18,-0.2039
2017-10-19,0.0
2017-10-20,0.1021
2017-10-23,0.0
2017-10-24,0.2041
2017-10-25,-0.7128
2017-10-26,-0.1026
2017-10-31,0.1027
2017-11-01,0.4103
2017-11-07,-0.1021
2017-11-09,0.1012
2017-11-10,0.001
2017-11-16,-0.001
2017-11-17,0.1624
2017-11-21,-0.3651
2017-11-22,-0.1024
2017-11-24,0.0
2017-11-28,-0.1025
2017-11-29,0.2051
2017-11-30,-0.2047
2017-12-01,-0.1026
2017-12-04,0.308
2017-12-05,0.2047
2017-12-06,-0.1021
2017-12-07,0.0
