ticker,TODM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-07,300.0
2000-05-10,-50.0
2003-08-26,0.0
2004-01-07,-99.0
2004-08-09,0.0
2005-03-07,0.0
2005-06-08,900.0
2005-08-11,0.0
2005-08-25,0.0
2005-12-07,20.0
2006-04-18,1150.0
2006-05-05,0.0
2006-05-18,-68.6667
2006-05-19,0.0
2006-05-31,0.0
2006-06-20,0.0
2006-09-27,0.0
2006-10-24,0.0
2007-01-10,0.0
2007-03-16,0.0
2007-05-31,-78.7234
2007-06-05,100.0
2007-08-24,0.0
2008-02-26,100.0
2008-03-11,0.0
2008-04-02,-22.5
2008-04-16,61.2903
2008-06-04,-80.0
2008-08-01,100.0
2008-08-05,900.0
2008-08-07,25.0
2008-11-24,-96.0
2009-01-21,0.0
2009-02-10,0.0
2009-11-13,0.0
2009-12-02,0.0
2010-01-26,0.0
2010-04-05,0.0
2010-04-07,0.0
2010-08-19,0.0
2011-02-17,0.0
2012-06-12,1070.0
2012-06-20,-99.0385
2012-10-24,5.5556
2012-12-17,-73.6842
2013-04-30,0.0
2013-12-10,15900.0
2013-12-11,0.0
2014-01-06,40.0
2014-01-16,14.2857
2014-01-30,-25.0
2014-02-04,83.3333
2014-02-05,0.0
2014-02-13,0.0
2014-02-18,9.0909
2014-02-27,25.0
2014-03-07,-30.0
2014-03-12,33.3333
2014-03-19,-28.5714
2015-02-26,2.0
2015-03-05,0.0
2015-07-10,-14.7059
2015-11-30,1.1494
2016-01-13,-14.7727
2016-02-01,-30.6667
2016-02-12,0.0
2016-02-29,0.0
2016-07-01,215.3846
2016-07-05,21.3415
2016-08-11,30.1508
2016-08-12,-3.4749
2016-09-19,-29.6
2017-01-17,35.2273
2017-01-19,0.0
2017-01-20,8.8235
2017-02-01,20.4633
2017-02-28,0.0
2017-05-30,15.7051
2018-02-14,-48.1994
2020-06-04,-99.893
