ticker,JUMT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-06-15,0.0
2007-06-18,0.0
2007-06-19,-1.3333
2007-06-20,-5.4054
2007-06-21,5.0
2007-06-22,-2.7211
2007-06-25,-5.5944
2007-06-26,-2.963
2007-06-27,-12.9771
2007-06-28,9.6491
2007-06-29,28.0
2007-07-02,-24.375
2007-07-03,-0.8264
2007-07-06,0.0
2007-07-09,-12.5
2007-07-10,0.0
2007-07-11,0.9524
2007-07-12,-0.9434
2007-07-13,0.0
2007-07-16,-4.7619
2007-07-17,0.0
2007-07-18,-2.0
2007-07-19,6.1224
2007-07-20,-0.9615
2007-07-23,-0.9709
2007-07-24,0.9804
2007-07-25,-1.9417
2007-07-26,-5.9406
2007-07-27,13.6842
2007-07-30,0.9259
2007-07-31,19.2661
2007-08-01,2.3077
2007-08-02,-2.2556
2007-08-03,-7.6923
2007-08-06,-8.3333
2007-08-07,0.0
2007-08-08,0.0
2007-08-09,9.0909
2007-08-10,4.1667
2007-08-13,-12.0
2007-08-14,-5.4545
2007-08-15,-3.8462
2007-08-16,0.0
2007-08-20,2.0
2007-08-21,-6.8627
2007-08-22,5.2632
2007-08-24,2.0
2007-08-27,0.0
2007-08-28,-3.9215999999999998
2007-08-29,7.1429
2007-08-31,4.7619
2007-09-04,-0.9091
2007-09-05,-7.3394
2007-09-06,0.0
2007-09-07,-0.495
2007-09-10,-0.4975
2007-09-11,0.5
2007-09-12,14.4279
2007-09-13,3.4783
2007-09-14,-4.2017
2007-09-17,-3.5088
2007-09-18,3.6364
2007-09-19,0.8772
2007-09-20,8.6957
2007-09-21,12.0
2007-09-24,3.5714
2007-09-25,0.0
2007-09-26,2.7586
2007-09-27,-6.0403
2007-09-28,-7.1429
2007-10-01,2.3077
2007-10-02,-3.7594
2007-10-03,0.0
2007-10-04,0.0
2007-10-05,0.0
2007-10-08,0.0
2007-10-09,0.0
2007-10-10,-0.3906
2007-10-11,8.2353
2007-10-12,-2.5362
2007-10-15,-1.1152
2007-10-17,-2.2556
2007-10-18,0.0
2007-10-19,-1.5385
2007-10-22,2.3438
2007-10-23,2.2901
2007-10-24,-2.9851
2007-10-26,-3.8462
2007-10-29,1.6
2007-10-30,-1.5748
2007-10-31,-5.6
2007-11-01,0.0
2007-11-05,-0.8475
2007-11-06,0.0
2007-11-07,0.8547
2007-11-08,5.9322
2007-11-09,0.0
2007-11-12,-11.2
2007-11-13,8.1081
2007-11-14,-4.1667
2007-11-19,0.0
2007-11-20,4.3478
