ticker,AXRX US Equity
2003-05-09,-32.8125
2003-05-21,32.5581
2003-05-22,1.7544
2003-05-23,0.0
2003-05-27,-0.3448
2003-05-29,0.0
2003-05-30,0.346
2003-06-03,-0.3448
2003-06-16,3.8062
2003-06-18,5.0
2003-06-19,-0.3175
2003-06-20,-4.4586
2003-07-07,-33.3333
2003-07-08,32.5
2003-07-09,-0.3774
2003-07-16,-5.303
2003-07-23,-20.0
2003-07-29,0.0
2003-07-30,0.0
2003-08-11,37.5
2003-08-28,-30.9091
2003-09-05,21.0526
2003-09-08,17.3913
2003-09-09,0.0
2003-10-09,-4.0741
2003-10-28,15.8301
2003-10-29,0.0
2003-10-30,0.0
2003-10-31,0.0
2003-11-03,-8.3333
2003-11-04,4.0
2003-11-05,-3.8462
2003-11-07,6.9091000000000005
2003-11-11,-4.7619
2003-11-13,5.0
2003-11-21,0.0
2003-11-25,1.7006999999999999
2003-12-16,-6.3545
2003-12-17,0.0
2003-12-22,0.0
2003-12-30,-7.1429
2003-12-31,-7.6923
2004-01-05,-2.0833
2004-01-27,-14.8936
2004-03-17,0.5
2004-04-20,-0.4975
2004-05-20,-15.0
2004-05-21,-11.7647
2004-05-24,-46.6667
2004-05-26,-50.0
2004-06-02,75.0
2004-06-03,-27.1429
2004-06-14,-21.5686
2004-06-15,-12.5
2004-06-17,14.2857
2004-06-18,0.0
2004-06-24,-20.0
2004-06-28,18.75
2004-07-09,-15.7895
2004-07-14,9.375
2004-07-15,11.4286
2004-07-16,0.0
2004-07-20,-17.9487
2004-08-10,0.0
2004-08-12,-31.25
2004-08-13,-9.0909
2004-08-19,-20.0
2004-08-27,18.75
2004-09-07,-21.0526
2004-09-13,0.0
2004-09-14,20.0
2004-09-15,-16.6667
2004-09-22,0.0
2004-10-13,-13.3333
2004-10-18,-7.6923
2004-11-30,33.3333
2004-12-15,-18.75
2004-12-21,-7.6923
2004-12-22,33.3333
2005-01-03,68.75
2005-02-04,0.0
2005-04-07,-7.4074
2005-04-15,-4.0
2005-06-06,0.0
2005-06-07,-25.0
2005-06-08,0.0
2005-06-10,27.7778
2005-07-08,-21.7391
2005-07-11,0.0
2005-07-12,22.2222
2005-07-14,0.0
2005-07-15,-18.1818
2005-07-18,27.7778
2005-07-20,0.0
2005-07-21,21.7391
2005-07-25,17.8571
2005-08-01,0.0
2005-08-02,257.5758
2005-08-03,107.6271
2005-08-05,-8.1633
2005-08-10,-6.6667
2005-08-12,0.0
2005-08-16,2.3810000000000002
2005-08-23,-11.6279
2005-08-24,5.2632
2005-08-29,0.0
2005-08-30,0.0
2005-10-18,20.0
2005-11-01,-4.1667
2005-11-04,-2.1739
2005-11-28,-11.1111
2005-11-29,0.0
2006-01-05,45.0
2006-01-06,0.0
2006-01-19,-22.4138
2006-01-26,0.0
2006-01-30,28.8889
2006-03-03,-22.4138
2006-03-06,0.0
2006-03-07,0.0
2006-03-16,0.0
2006-04-06,0.0
2006-04-18,2.2222
2006-08-10,-21.7391
2006-08-15,5.5556
2006-08-17,52.6316
2006-10-02,-37.931
2006-10-26,0.0
2006-11-01,0.0
2006-11-29,-5.5556
2006-12-07,20.5882
2007-01-04,-17.0732
2007-01-22,0.0
2007-01-23,0.0
2007-02-27,-17.647100000000002
2007-03-13,0.0
2007-03-21,7.1429
2007-05-04,-20.0
2007-06-05,25.0
2007-06-08,0.0
2007-06-12,0.0
2007-07-11,0.0
2007-07-25,0.0
2007-07-26,6.6667
2007-08-17,-9.375
2007-08-20,0.0
2007-08-31,6.8966
2007-12-14,-22.5806
2007-12-26,25.0
2007-12-28,-20.0
2008-03-17,-8.3333
2008-03-18,9.0909
2008-03-31,0.0
2008-04-24,0.0
2008-05-12,-8.3333
2008-07-08,9.0909
2008-07-09,0.0
2008-08-11,-8.3333
2008-09-10,9.0909
2008-09-26,-8.3333
2008-12-04,-7.2727
2008-12-16,0.0
2009-02-03,0.0
2009-02-04,0.0
2009-02-05,0.0
2009-02-06,0.0
2009-02-10,0.0
2009-03-04,0.0
2009-03-18,0.0
2009-03-19,0.0
2009-03-31,0.0
2009-04-03,-31.3725
2009-04-23,-21.4286
2009-04-27,0.0
2009-05-08,-69.0909
2009-05-11,47.0588
2009-05-12,-32.0
2009-05-13,-29.4118
2009-05-14,66.6667
2009-06-01,155.0
2009-06-08,98.0392
2009-06-09,0.0
2009-06-18,0.0
2009-06-19,0.0
2009-06-22,23.7624
2009-06-23,-12.0
2009-06-25,13.6364
2009-06-26,12.0
2009-06-29,7.1429
2009-07-06,33.3333
2009-07-20,-12.0
2009-08-03,35.7955
2009-08-04,0.4184
2009-08-05,-56.25
2009-08-07,28.5714
2009-08-10,325.9259
2009-09-04,-37.3913
2009-09-16,-62.5
2009-09-18,644.4444
2009-09-25,-17.9104
2009-10-02,0.0
2009-11-02,-73.3333
2010-02-08,-94.0909
2010-03-12,1430.7692
2010-03-15,-2.0101
2010-05-19,2.5641
2010-05-27,-40.0
2010-06-18,-91.6667
2010-06-22,1900.0
2010-11-18,-24.0
2010-12-03,31.5789
2011-02-17,50.0
2011-02-28,0.0
2011-03-17,-17.0
2011-03-23,-19.6787
2011-04-04,0.0
2011-05-12,0.0
2011-05-18,22.5
2011-05-24,0.0
2011-07-12,-79.1837
2011-10-03,100.0
2011-12-01,96.0784
2011-12-12,0.0
2012-03-13,0.0
2012-03-15,-87.5
2012-03-20,1100.0
2012-03-26,-58.3333
2012-11-05,60.0
2012-11-30,50.0
2012-12-18,533.3333
2012-12-26,-94.7368
2013-01-07,1400.0
2013-01-22,-77.3333
2013-01-23,200.0
2013-01-29,-66.6667
2013-01-30,-29.4118
2013-02-01,25.0
2013-02-06,66.6667
2013-02-12,140.0
2013-02-26,0.0
2013-02-27,-66.6667
2013-02-28,75.0
2013-03-01,-20.0
2013-03-04,167.8571
2013-03-05,46.6667
2013-03-07,-4.5455
2013-03-11,-61.9048
2013-03-13,-37.5
2013-03-15,-20.0
2013-03-18,0.0
2013-03-19,15.0
2013-03-20,13.0435
2013-03-22,-15.3846
2013-03-25,4.5455
2013-03-27,0.0
2013-04-02,-2.1739
2013-04-03,0.0
2013-04-04,0.0
2013-04-09,-11.1111
2013-04-12,-10.0
2013-04-25,0.0
2013-04-30,0.0
2013-05-10,-11.1111
2013-05-13,0.0
2013-05-14,0.0
2013-05-15,-6.25
2013-05-20,6.6667
2013-05-22,0.0
2013-05-30,0.0
2013-05-31,25.0
2013-06-05,0.0
2013-06-06,0.0
2013-06-13,-25.0
2013-06-14,3.3333
2013-06-17,0.0
2013-06-27,0.0
2013-06-28,-3.2258
2013-07-05,0.0
2013-07-09,0.0
2013-07-18,-51.3333
2013-07-31,36.9863
2013-08-06,-20.0
2013-08-22,0.0
2013-09-09,18.75
2013-09-30,-7.3684
2013-10-29,-88.6364
2013-11-20,1400.0
2013-11-21,-66.6667
2013-11-22,180.0
2013-11-27,0.0
2013-12-30,-17.8571
2014-01-07,-13.0435
2014-01-08,0.0
2014-03-19,15.0
2014-03-26,4.3478
2014-04-01,0.0
2014-04-11,16.6667
2014-04-24,14.2857
2014-04-30,25.0
2014-05-13,0.0
2014-05-20,0.0
2014-06-02,-45.0
2014-07-03,81.8182
2014-07-16,0.0
2014-07-23,-67.5
2014-08-27,438.4615
2014-09-02,-11.4286
2014-10-09,61.2903
2014-10-15,-10.0
2014-10-20,0.0
2014-10-21,-66.6667
2014-11-10,-6.6667
2014-11-24,150.0
2014-11-25,0.0
2014-12-09,-20.0
2014-12-15,-28.5714
2014-12-22,-30.0
2014-12-23,42.8571
2015-01-14,0.0
2015-01-21,-40.0
2015-01-28,0.0
2015-01-29,0.0
2015-01-30,0.0
2015-02-03,25.0
2015-02-09,-20.0
2015-02-17,25.0
2015-02-19,0.0
2015-03-11,0.0
2015-03-16,46.6667
2015-03-18,-9.0909
2015-03-27,0.0
2015-04-13,10.0
2015-04-14,59.0909
2015-04-15,-62.8571
2015-04-29,100.0
2015-05-01,-50.0
2015-05-07,130.7692
2015-05-27,-56.6667
2015-05-28,0.0
2015-06-10,53.8462
2015-07-13,-50.0
2015-07-28,100.0
2015-08-04,-50.0
2015-08-12,0.0
2015-08-14,100.0
2015-08-17,-25.0
2015-09-03,-33.3333
2015-09-04,0.0
2015-10-05,-40.0
2015-10-12,66.6667
2015-10-14,0.0
2015-10-19,0.0
2015-10-23,-20.0
2015-11-04,0.0
2015-12-14,25.0
2015-12-15,0.0
2016-01-04,0.0
2016-01-15,-50.0
2016-02-16,0.0
2016-03-10,77.0
2016-03-22,12.9944
2016-03-28,-40.0
2016-05-10,16.4583
2016-06-20,0.1789
2016-06-23,-6.6071
2016-07-29,7.0746
2016-08-03,81.4286
2016-08-11,2.3622
2016-08-12,-69.2308
2016-08-15,0.0
2016-08-22,0.0
2016-08-23,125.0
2016-09-28,28.1944
2016-10-21,0.0
2016-11-02,0.0
2016-12-06,-5.6338
2016-12-09,-2.5258000000000003
2016-12-19,-1.0601
2016-12-21,-20.119
2017-01-20,-4.62
2017-01-25,10.625
2017-02-16,0.0
2017-02-17,1.6949
2017-02-22,-1.6667
2017-02-23,-43.3616
2017-02-28,22.818
2017-03-31,5.5838
2017-04-03,-22.8846
2017-04-26,99.5012
2017-04-27,0.0
2017-04-28,-49.875
2017-05-11,-0.2494
2017-06-09,0.0
2017-07-13,0.0
2017-09-11,100.0
2017-09-12,-50.0
2017-09-27,0.0
2017-10-02,100.0
2017-10-03,0.0
2017-10-04,-58.5
2017-10-11,196.6265
2017-10-24,-18.7652
2017-10-30,30.0
2017-11-06,89.4615
2017-11-14,-63.4592
2017-11-29,11.1111
2017-12-13,140.0
2018-01-03,-0.4167
2018-01-08,-58.159
2018-01-12,0.0
2018-01-18,-10.0
2018-01-23,11.1111
2018-01-31,-10.0
2018-03-09,0.0
2018-03-23,205.5556
2018-04-13,-67.2727
2018-04-23,13.3333
2018-06-25,2.9412000000000003
2018-08-28,0.0
2018-09-04,0.0
2018-09-17,0.9524
2018-09-19,173.5849
2018-10-02,-31.0345
2018-11-30,0.0
2018-12-12,-46.5
2018-12-17,3.7382999999999997
2019-01-09,35.5856
2019-03-12,-23.588
2019-04-15,0.8696
2019-05-14,0.0
2019-05-23,0.0
2019-06-06,3.4483
2019-07-11,0.8333
2019-07-31,15.7025
2019-08-02,0.0
2019-08-09,-13.5714
2019-09-04,1.6529
2019-09-12,-34.9593
2019-09-13,12.5
2019-10-03,-11.1111
2019-10-16,-25.0
2019-10-17,12.9167
2019-10-28,-23.2472
2019-11-12,34.6154
2019-11-18,-28.5714
2019-12-19,16.0
2020-01-21,-12.7586
2020-01-29,2.3715
2020-02-03,0.0
2020-02-05,92.8571
2020-02-14,-39.9399
2020-03-20,196.1667
2020-03-24,-0.4502
2020-03-26,-39.5365
2020-04-03,-20.0402
2020-04-17,91.7568
2020-04-20,-3.0488
2020-04-21,-46.5409
2020-04-22,0.0
2020-04-24,63.5294
2020-04-29,-48.3453
2020-05-06,11.4206
2020-05-08,0.0
2020-05-13,73.75
2020-05-18,0.0
2020-05-22,0.0
2020-05-27,-56.1151
2020-06-01,0.0
2020-06-04,0.0
2020-06-05,14.7541
2020-06-09,91.4286
2020-06-15,-54.4776
2020-06-19,0.0
2020-06-23,1.1475
2020-07-23,93.6791
2020-07-24,-48.954
2020-07-27,-12.2951
