ticker,VRS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-07-20,-1.6667
2016-07-21,-0.4237
2016-07-22,-1.2766
2016-07-25,-0.5172
2016-07-26,-0.0867
2016-07-27,0.1735
2016-07-28,-0.4329
2016-07-29,1.3043
2016-08-01,0.8584
2016-08-02,-3.8298
2016-08-03,-2.0354
2016-08-04,-2.8907
2016-08-05,-0.1035
2016-08-08,-5.1111
2016-08-09,-3.7291
2016-08-10,2.4465
2016-08-11,2.6866
2016-08-12,3.1977
2016-08-15,-1.0329
2016-08-16,-19.3548
2016-08-17,-16.352899999999998
2016-08-18,-12.7989
2016-08-19,-4.1935
2016-08-22,-2.0202
2016-08-23,-2.7491
2016-08-24,5.1237
2016-08-25,3.6975
2016-08-26,-1.1345
2016-08-29,0.0
2016-08-30,-0.1639
2016-08-31,3.6125
2016-09-01,1.5848
2016-09-02,10.6084
2016-09-06,9.8731
2016-09-07,1.9255
2016-09-08,-1.7631999999999999
2016-09-09,-2.3077
2016-09-12,0.1312
2016-09-13,-1.8349
2016-09-14,-1.2016
2016-09-15,-2.7027
2016-09-16,-4.5833
2016-09-19,1.31
2016-09-20,0.2874
2016-09-21,-1.8625
2016-09-22,0.8759
2016-09-23,-1.7366000000000001
2016-09-26,0.4418
2016-09-27,-2.7859
2016-09-28,0.7541
2016-09-29,-2.2455
2016-09-30,-1.2251
2016-10-03,3.876
2016-10-04,-3.1343
2016-10-05,1.5408
2016-10-06,-2.5797
2016-10-07,-2.9595000000000002
2016-10-10,2.5682
2016-10-11,-1.5649
2016-10-12,-3.3386
2016-10-13,0.6579
2016-10-14,-0.4902
2016-10-17,1.4778
2016-10-18,2.1036
2016-10-19,0.7924
2016-10-20,-1.7296
2016-10-21,-0.32
2016-10-24,-3.6917999999999997
2016-10-25,0.1667
2016-10-26,-1.1647
2016-10-27,-3.7037
2016-10-28,2.2727
2016-10-31,4.9573
2016-11-01,-7.4919
2016-11-02,-1.5845
2016-11-03,-3.5778
2016-11-04,-8.1633
2016-11-07,-2.6465
2016-11-08,4.171
2016-11-09,2.1912
2016-11-10,2.1442
2016-11-11,1.5267
2016-11-14,10.526299999999999
2016-11-15,-3.0612
2016-11-16,-4.386
2016-11-17,-1.6514
2016-11-18,0.0
2016-11-21,-0.3731
2016-11-22,-2.2472
2016-11-23,4.7893
2016-11-25,0.0
2016-11-28,-1.8282
2016-11-29,-1.6760000000000002
2016-11-30,1.3258
2016-12-01,2.0561
2016-12-02,-3.1136
2016-12-05,1.8904
