ticker,VVNT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-12-13,-0.5128
2017-12-21,-0.5155
2017-12-27,0.5181
2018-01-02,0.2577
2018-01-05,-0.3342
2018-01-11,0.0774
2018-01-16,-0.0742
2018-01-17,0.3838
2018-01-18,0.925
2018-01-19,-0.9165
2018-01-22,-0.3083
2018-02-06,0.0
2018-02-09,-1.0309
2018-02-12,0.0
2018-02-13,0.5104
2018-02-14,-0.1969
2018-02-15,-0.3115
2018-02-16,0.0
2018-02-20,0.0
2018-02-21,-0.2083
2018-02-27,-0.1044
2018-03-05,0.0
2018-03-06,0.0
2018-03-07,0.8359
2018-03-13,0.5181
2018-03-19,-0.5155
2018-03-28,1.0363
2018-03-29,0.0
2018-04-02,0.0
2018-04-04,0.0
2018-04-06,-0.3077
2018-04-23,-0.2058
2018-04-24,-1.3402
2018-04-25,1.8809
2018-04-30,-1.0594999999999999
2018-05-01,0.3452
2018-05-03,0.0
2018-05-08,0.2066
2018-05-09,-0.4124
2018-05-14,0.5176
2018-05-16,0.0
2018-05-17,-0.103
2018-05-18,0.0
2018-05-21,0.1031
2018-05-22,0.0
2018-05-29,0.3079
2018-06-04,0.0
2018-06-05,-0.615
2018-06-06,-0.2066
2018-06-07,0.0
2018-06-11,0.5176
2018-06-13,0.0
2018-06-14,0.0103
2018-06-15,-0.2162
2018-06-18,0.0
2018-06-20,-0.1032
2018-06-22,0.0
2018-06-26,0.0
2018-06-27,0.0
2018-06-29,0.0
2018-07-03,0.0
2018-07-05,0.0
2018-07-06,0.0
2018-07-09,0.0
2018-07-10,0.0
2018-07-11,0.2066
2018-07-12,0.2062
2018-07-16,-0.2058
2018-07-18,0.0
2018-07-19,0.2062
2018-07-20,0.3086
2018-07-23,-0.2051
2018-07-24,0.2055
2018-07-31,-0.3077
2018-08-01,0.2058
2018-08-02,0.1027
2018-08-03,0.0
2018-08-10,-0.4103
2018-08-13,0.0
2018-08-14,0.7209
2018-08-15,0.2045
2018-08-16,0.102
2018-08-17,0.4077
2018-08-21,-0.5076
2018-08-22,0.0
2018-08-23,0.0
2018-08-27,-0.4082
2018-08-31,0.4098
2018-09-04,-0.2041
2018-09-05,-0.1022
2018-09-18,0.3071
2018-09-20,0.0
2018-09-21,-0.8163
2018-09-24,0.0
2018-09-25,0.3086
2018-10-03,0.4103
2018-10-04,0.3064
2018-10-08,0.0
2018-10-09,0.0
2018-10-10,0.0
2018-10-11,0.0
2018-10-16,0.0
2018-10-17,0.0
2018-10-18,0.0
