ticker,VVNT US Equity
2018-10-22,0.0
2018-10-23,0.2037
2018-10-24,0.1016
2018-10-30,0.0
2018-10-31,-0.3046
2018-11-01,0.4073
2018-11-02,0.1014
2018-11-06,0.1013
2018-11-07,0.0
2018-11-08,0.0
2018-11-09,-0.1012
2018-11-13,-0.304
2018-11-14,-0.3049
2018-11-15,0.5097
2018-11-23,0.4057
2018-12-04,0.0
2018-12-06,0.0
2018-12-07,-0.5051
2018-12-18,0.3046
2018-12-19,0.1012
2018-12-21,-0.1011
2018-12-24,-0.5061
2018-12-28,0.0
2018-12-31,-0.1017
2019-01-03,0.3055
2019-01-04,0.3046
2019-01-07,0.2024
2019-01-09,-0.101
2019-01-10,0.1011
2019-01-11,0.404
2019-01-14,0.3018
2019-01-15,-0.4012
2019-01-16,0.0
2019-01-17,0.0
2019-01-22,0.1007
2019-01-23,0.1006
2019-01-24,-0.1005
2019-01-25,0.3018
2019-01-30,-0.3009
2019-01-31,-0.2012
2019-02-01,0.6048
2019-02-05,-0.1002
2019-02-06,0.1003
2019-02-12,0.2004
2019-02-14,0.5
2019-02-15,-0.4975
2019-02-19,0.5
2019-02-20,-0.0995
2019-02-22,0.0
2019-02-25,0.0996
2019-02-26,0.199
2019-02-27,0.1986
2019-02-28,-0.2081
2019-03-01,-0.1887
2019-03-05,-0.398
2019-03-06,0.1998
2019-03-07,0.1994
2019-03-08,0.0
2019-03-12,0.0
2019-03-14,0.0
2019-03-15,-0.0498
2019-03-18,0.1493
2019-03-19,0.0
2019-03-20,-0.0994
2019-03-21,0.199
2019-03-25,0.0993
2019-03-26,-0.0992
2019-03-27,0.0
2019-03-29,0.0993
2019-04-01,0.0
2019-04-02,-0.8929
2019-04-03,0.6006
2019-04-04,0.0995
2019-04-09,0.1988
2019-04-10,-0.1984
2019-04-11,0.0
2019-04-12,0.1988
2019-04-15,-0.0992
2019-04-16,0.0
2019-04-17,0.0
2019-04-18,0.0
2019-04-22,0.3972
2019-04-23,0.0
2019-04-24,0.0
2019-04-25,0.0
2019-04-26,-0.1484
2019-04-29,0.0495
2019-04-30,0.099
2019-05-01,-0.0989
2019-05-02,0.0
2019-05-03,0.099
2019-05-06,0.0
2019-05-13,-0.0989
2019-05-14,0.0
2019-05-15,0.1485
2019-05-16,0.1483
2019-05-17,0.1974
2019-05-20,-0.197
2019-05-21,-0.1974
2019-05-22,0.1978
2019-05-23,0.0987
2019-05-24,-0.2959
2019-05-28,0.3956
2019-05-31,0.0
2019-06-03,0.0493
2019-06-04,0.0492
2019-06-05,-0.0984
2019-06-06,0.0985
2019-06-07,0.3937
2019-06-10,-0.3922
2019-06-12,0.1969
2019-06-14,0.1965
2019-06-18,-0.3922
2019-06-19,0.1969
2019-06-20,-0.1965
2019-06-21,0.3937
2019-06-25,0.0
2019-06-27,-0.2941
2019-06-28,0.295
2019-07-01,-0.1961
2019-07-02,0.0982
2019-07-05,-0.0373
2019-07-09,0.43
2019-07-10,0.1955
2019-07-11,0.0
2019-07-16,-0.3902
2019-07-17,0.0
2019-07-18,0.2938
2019-07-19,0.0
2019-07-24,0.0
2019-07-25,-0.1953
2019-07-26,0.2935
2019-07-29,-0.0976
2019-07-30,0.0
2019-08-06,0.0
2019-08-07,-0.0977
2019-08-09,-0.2933
2019-08-13,0.0
2019-08-14,0.2941
2019-08-16,-0.0978
2019-08-20,-0.1957
2019-08-21,0.098
2019-08-22,0.2938
2019-08-23,0.0
2019-08-26,-0.0977
2019-08-27,0.1955
2019-08-28,0.0
2019-08-29,0.0
2019-08-30,0.0
2019-09-03,0.0
2019-09-04,-0.0976
2019-09-05,0.0977
2019-09-06,0.0976
2019-09-09,0.0975
2019-09-11,0.0
2019-09-13,0.2921
2019-09-16,0.4854
2019-09-17,-0.2899
2019-09-18,-0.1938
2019-09-19,0.0971
2019-09-20,0.194
2019-09-23,-0.0968
2019-09-24,-0.0969
2019-09-25,0.194
2019-09-26,-0.0968
2019-09-27,0.0969
2019-09-30,0.0
2019-10-01,-0.0968
2019-10-02,0.0969
2019-10-03,-0.0968
2019-10-04,0.0
2019-10-07,-0.4845
2019-10-08,0.0974
2019-10-09,0.0
2019-10-10,0.1946
2019-10-11,0.0
2019-10-14,-0.4854
2019-10-15,0.4878
2019-10-16,-0.4854
2019-10-17,0.3902
2019-10-18,0.0972
2019-10-21,0.0
2019-10-22,0.0
2019-10-23,-0.4854
2019-10-24,0.0
2019-10-25,0.0976
2019-10-28,-0.1949
2019-10-29,0.0
2019-10-30,0.3906
2019-10-31,-0.0973
2019-11-01,0.0
2019-11-04,-0.1947
2019-11-05,0.0976
2019-11-06,0.0
2019-11-07,0.0975
2019-11-08,-0.1947
2019-11-11,0.0976
2019-11-12,-0.0975
2019-11-13,-0.1951
2019-11-14,0.0978
2019-11-15,-0.1953
2019-11-18,0.0978
2019-11-19,0.0
2019-11-20,0.0
2019-11-21,0.2933
2019-11-22,-0.2924
2019-11-25,0.0
2019-11-26,0.0
2019-11-27,0.1955
2019-11-29,0.0
2019-12-02,-0.0976
2019-12-03,0.0977
2019-12-04,0.0976
2019-12-05,0.3899
2019-12-06,-0.2913
2019-12-09,-0.6816
2019-12-10,0.4902
2019-12-11,-0.0976
2019-12-12,-0.3906
2019-12-13,1.5686
2019-12-16,-3.668
2019-12-17,-5.2104
2019-12-18,-0.0529
2019-12-19,8.7255
2019-12-20,-0.0973
2019-12-23,-0.6816
2019-12-24,0.5882
2019-12-26,0.0975
2019-12-27,-1.6553
2019-12-30,1.7822
2019-12-31,0.0486
2020-01-02,0.0486
2020-01-03,-0.2915
2020-01-06,0.1949
2020-01-07,0.0
2020-01-08,0.0973
2020-01-09,0.0
2020-01-10,-0.8746
2020-01-13,0.2941
2020-01-14,0.1955
2020-01-15,-2.439
2020-01-16,1.9
2020-01-17,-2.8459
2020-01-21,5.0505
2020-01-22,10.5769
2020-01-23,2.8696
2020-01-24,-0.9298
2020-01-27,-0.0853
2020-01-28,0.7686
2020-01-29,46.6102
2020-01-30,12.1387
2020-01-31,-14.1237
2020-02-03,-14.4658
2020-02-04,-9.8246
2020-02-05,9.8054
2020-02-06,0.8505
2020-02-07,-0.4919
2020-02-10,-11.0169
2020-02-11,1.6667
2020-02-12,9.9141
2020-02-13,7.5283999999999995
2020-02-14,7.4637
2020-02-18,1.721
2020-02-19,6.8701
2020-02-20,4.0877
2020-02-21,3.2048
2020-02-24,-2.6316
2020-02-25,5.8378
2020-02-26,2.5026
2020-02-27,-4.584
2020-02-28,-0.3655
2020-03-02,19.8113
2020-03-03,-8.1802
2020-03-04,19.5808
2020-03-05,-6.7729
2020-03-06,13.4188
2020-03-09,-13.5268
2020-03-10,11.7647
2020-03-11,9.0838
2020-03-12,-16.619
2020-03-13,-4.7578
2020-03-16,-48.0198
2020-03-17,1.2121
2020-03-18,-11.805
2020-03-19,-1.5518999999999998
2020-03-20,0.0
2020-03-23,8.867
2020-03-24,10.2262
2020-03-25,-3.5304
2020-03-26,1.9574
2020-03-27,2.8381
2020-03-30,-1.6234
2020-03-31,3.4653
2020-04-01,-1.8340999999999998
2020-04-02,-0.3249
2020-04-03,-5.216
2020-04-06,3.0954
2020-04-07,0.0834
2020-04-08,-1.6667
2020-04-09,-6.7797
2020-04-13,0.8182
2020-04-14,-1.3526
2020-04-15,-4.7532
2020-04-16,-2.7831
2020-04-17,-2.1718
2020-04-20,-3.33
2020-04-21,0.5219
2020-04-22,3.7382999999999997
2020-04-23,-0.1001
2020-04-24,1.3026
2020-04-27,6.6271
2020-04-28,2.0408
2020-04-29,-0.6364
2020-04-30,-4.849
2020-05-01,-2.1154
2020-05-04,4.5187
2020-05-05,2.2556
2020-05-06,-5.4228
2020-05-07,-0.9718
2020-05-08,13.6408
2020-05-11,-0.7772
2020-05-12,6.3534
2020-05-13,-4.91
2020-05-14,-0.2582
2020-05-15,3.365
2020-05-18,-2.0033
2020-05-19,-1.1925
2020-05-20,-2.2414
2020-05-21,1.3228
2020-05-22,-0.6092
2020-05-26,0.8757
2020-05-27,-0.7813
2020-05-28,1.6623
2020-05-29,-1.0327
2020-06-01,5.1304
2020-06-02,6.2862
2020-06-03,3.8911
2020-06-04,0.0749
2020-06-05,2.9939999999999998
2020-06-08,0.7994
2020-06-09,3.1723
2020-06-10,2.0266
2020-06-11,-1.7808000000000002
2020-06-12,2.6499
2020-06-15,1.3587
2020-06-16,3.5523
2020-06-17,5.3722
2020-06-18,1.8428
2020-06-19,4.7045
2020-06-22,3.5714
2020-06-23,-10.3448
2020-06-24,5.5831
2020-06-25,0.1763
2020-06-26,-2.2874
2020-06-29,-1.2005
2020-06-30,5.2855
2020-07-01,-0.2308
2020-07-02,-1.6194
2020-07-06,0.6467
2020-07-07,-4.4977
2020-07-08,-1.0398
2020-07-09,-1.0507
2020-07-10,-0.5621
2020-07-13,-3.7688
2020-07-14,3.7859
2020-07-15,-0.4403
2020-07-16,3.2217000000000002
2020-07-17,-4.4064
2020-07-20,-2.1127
2020-07-21,0.1962
2020-07-22,5.3525
2020-07-23,-3.0359
2020-07-24,-1.2141
2020-07-27,-0.194
2020-07-28,-0.7777
2020-07-29,4.6375
2020-07-30,0.9988
2020-07-31,-5.1298
