ticker,OCBG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-05,900.0
2000-01-10,-80.0
2000-01-21,20.0
2000-02-09,233.3333
2000-02-23,-68.75
2000-03-09,0.0
2000-03-17,-60.0
2000-03-20,0.0
2000-03-24,0.0
2000-03-27,-60.0
2000-03-29,0.0
2000-04-24,0.0
2000-05-01,150.0
2000-05-02,-40.0
2000-05-22,0.0
2000-06-06,0.0
2000-06-30,0.0
2000-08-21,-33.3333
2000-09-26,0.0
2000-10-02,-50.0
2000-10-04,0.0
2000-10-11,0.0
2000-10-13,0.0
2000-11-16,0.0
2000-12-19,0.0
2000-12-22,0.0
2000-12-26,-50.0
2000-12-28,0.0
2001-02-23,0.0
2001-03-08,0.0
2001-08-22,20.0
2001-10-29,-16.6667
2001-11-12,-60.0
2001-11-15,0.0
2001-12-14,0.0
2001-12-20,0.0
2002-01-24,0.0
2002-02-27,-50.0
2002-03-12,0.0
2002-10-14,-50.0
2002-10-18,-75.0
2002-10-30,700.0
2002-12-27,0.0
2002-12-31,0.0
2003-03-11,0.0
2003-04-21,0.0
2003-07-15,0.0
2003-08-14,0.0
2003-08-21,0.0
2003-08-27,0.0
2003-10-13,0.0
2003-10-27,-87.5
2003-12-08,700.0
2003-12-26,-87.5
2003-12-31,700.0
2004-02-27,900.0
2004-10-01,-90.0
2004-12-30,-87.5
2005-02-22,700.0
2005-03-03,0.0
2005-03-22,0.0
2005-04-08,-87.5
2005-04-11,700.0
2005-05-02,0.0
2005-05-25,1900.0
2005-06-08,150.0
2005-06-15,-50.0
2005-06-27,-60.0
2005-08-03,190.0
2005-09-07,-65.5172
2006-03-21,0.0
2006-11-29,-92.5
2007-08-01,0.0
2008-02-25,1233.3333
2008-03-28,0.0
2008-05-07,-92.5
2008-05-08,633.3333
2008-05-29,-13.6364
2008-06-16,-26.3158
2009-03-24,-0.4675
2009-03-25,0.0
2009-03-26,0.0
2009-03-31,7.8431
2009-04-01,0.0
2009-04-02,0.0
2009-04-20,27.2727
2009-04-21,7.1429
2009-04-22,0.0
2009-04-23,6.6667
2009-04-27,0.0
2009-04-28,0.0
2009-04-29,-20.0
2009-04-30,-14.0625
2009-05-01,25.4545
2009-05-04,-13.0435
2009-05-05,-83.3333
2009-05-06,0.0
2009-05-07,250.0
2009-05-08,0.0
2009-05-11,0.0
2009-05-12,71.4286
2009-05-13,8.3333
2009-05-14,-53.8462
2009-05-15,100.0
2009-05-18,-35.0
2009-05-19,2.5641
2009-05-20,0.0
