ticker,ARAY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-02-08,58.1667
2007-02-09,2.7397
2007-02-12,-2.3932
2007-02-13,-3.2925
2007-02-14,-3.5857
2007-02-15,-0.8264
2007-02-16,3.2197
2007-02-20,1.4679
2007-02-21,1.085
2007-02-22,-2.4329
2007-02-23,-0.9534
2007-02-26,-1.3328
2007-02-27,-3.3396
2007-02-28,-1.087
2007-03-01,-1.0989
2007-03-02,-3.7698
2007-03-05,0.2887
2007-03-06,0.2878
2007-03-07,0.902
2007-03-08,1.0158
2007-03-09,4.0628
2007-03-12,-1.4302000000000001
2007-03-13,-2.9412000000000003
2007-03-14,0.202
2007-03-15,-1.1694
2007-03-16,-3.7128
2007-03-19,2.0339
2007-03-20,-9.6761
2007-03-21,-2.6207000000000003
2007-03-22,5.7129
2007-03-23,1.3845
2007-03-26,-2.0705
2007-03-27,2.789
2007-03-28,0.0
2007-03-29,-2.3632
2007-03-30,-0.3138
2007-04-02,-0.9442
2007-04-03,1.7248999999999999
2007-04-04,0.357
2007-04-05,3.3348
2007-04-09,3.3993
2007-04-10,-1.8727
2007-04-11,-0.933
2007-04-12,1.7979
2007-04-13,0.7569
2007-04-16,1.8364
2007-04-17,-0.3689
2007-04-18,-3.0029
2007-04-19,-1.2723
2007-04-20,-0.3007
2007-04-23,0.9479
2007-04-24,1.5834000000000001
2007-04-25,-3.4074
2007-04-26,0.522
2007-04-27,-0.0865
2007-04-30,2.2087
2007-05-01,-1.3559
2007-05-02,10.0515
2007-05-03,-0.5074
2007-05-04,0.7846
2007-05-07,1.6738
2007-05-08,4.8239
2007-05-09,-2.0088
2007-05-10,-6.8207
2007-05-11,-0.2
2007-05-14,-0.9619
2007-05-15,-2.8733
2007-05-16,1.25
2007-05-17,-4.321
2007-05-18,2.0645
2007-05-21,2.5705999999999998
2007-05-22,-1.3147
2007-05-23,1.4988000000000001
2007-05-24,-0.5742
2007-05-25,-0.4125
2007-05-29,-1.2842
2007-05-30,-0.6295
2007-05-31,-2.8716
2007-06-01,1.4348
2007-06-04,0.2143
2007-06-05,0.1283
2007-06-06,0.3845
2007-06-07,-0.5532
2007-06-08,1.3693
2007-06-11,-5.4453
2007-06-12,-2.5
2007-06-13,-1.2363
2007-06-14,1.9471
2007-06-15,2.8195
2007-06-18,-2.123
2007-06-19,2.5757
2007-06-20,-0.7048
2007-06-21,1.4197
2007-06-22,-1.3561
2007-06-25,-1.5521
2007-06-26,-1.1712
2007-06-27,-0.5014
