ticker,KIRY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-01-22,4.6512
2003-01-29,-6.6667
2003-02-10,-4.7619
2003-02-11,-4.1667
2007-10-31,-15.6522
2008-06-16,-69.0722
2009-06-26,-64.0
2009-06-29,20.3704
2009-07-08,130.7692
2009-09-14,-26.6667
2009-09-21,-4.5455
2009-09-23,0.0
2009-10-13,0.0
2009-10-14,0.0
2009-10-30,0.0
2009-11-04,-2.8571
2009-11-13,0.0
2009-11-24,-0.9804
2009-12-30,0.9901
2010-01-11,7.8431
2010-01-12,1.8182
2010-01-15,2.6786
2010-01-21,0.8696
2010-01-25,0.8621
2010-01-26,2.5641
2010-02-17,0.0
2010-02-26,0.0
2010-03-02,0.0
2010-03-26,-4.1667
2010-03-31,0.0
2010-04-01,4.3478
2010-04-05,1.6667
2010-04-15,6.5574
2010-04-19,46.1538
2010-04-20,-23.6842
2010-04-23,3.4483
2010-04-27,-5.3333
2010-04-28,2.1127
2010-05-05,0.0
2010-06-01,4.8276
2010-06-10,0.0
2010-06-25,1.3158
2010-07-01,1.2987
2010-07-06,-3.8462
2010-07-09,0.0
2010-07-23,1.3333
2010-08-05,-1.3158
2010-09-07,1.3333
2010-09-13,0.0
2010-09-15,0.0
2010-09-23,-1.3158
2010-10-25,6.6667
2010-10-26,9.375
2010-11-12,-0.5714
2010-11-22,-2.2989
2010-12-01,-2.9412000000000003
2010-12-15,-5.4545
2011-01-06,-3.8462
2011-01-11,0.0
2011-01-21,0.0
2011-06-21,0.6667
2011-08-24,1.9868000000000001
2011-08-26,0.0
2011-09-21,3.8961
2011-09-28,-6.25
2011-10-25,-6.6667
2011-12-12,2.8571
2011-12-28,0.0
2012-02-07,-6.9444
2012-02-08,0.0
2012-03-02,2.2388
2012-03-13,5.1095
2012-04-13,-1.3889
2012-05-17,-1.4085
2012-07-25,7.1429
2012-10-25,0.0
2012-10-26,16.6667
2013-01-11,-22.8571
2013-04-24,2.963
2013-05-03,0.0
2013-05-14,-0.7194
2013-05-24,2.8986
2013-06-06,9.1549
2013-06-10,5.1613
2013-07-02,-9.816
2013-10-18,1.3605
2013-12-04,-2.6846
2014-01-02,3.4483
2014-02-21,12.0
2014-02-26,0.0
2014-03-17,0.0
2014-04-02,0.0
2014-04-23,21.4286
2014-04-25,-6.8627
2014-04-29,2.6316
2014-04-30,5.1282
2014-06-02,-14.6341
2014-06-03,-7.4286
2014-06-17,1.2346
2014-08-07,7.3171
2014-08-15,-4.5455
2014-08-25,0.0
