ticker,KIRY US Equity
2014-08-27,-7.1429
2014-08-28,1.2821
2014-08-29,-1.8987
2014-09-02,-7.0968
2014-09-04,-4.1667
2014-09-05,-2.1739
2014-09-08,-4.4444
2014-09-09,0.0
2014-09-15,6.5891
2014-09-29,-5.4545
2014-10-20,0.0
2014-10-30,-9.2308
2014-11-06,0.0
2014-11-07,-2.5423999999999998
2014-11-12,2.6087
2014-11-13,-8.4746
2014-12-02,0.0
2014-12-04,0.0
2014-12-22,-46.2963
2014-12-23,46.5517
2014-12-30,-27.0588
2014-12-31,0.0
2015-01-06,9.6774
2015-04-08,-2.9412000000000003
2015-06-10,6.0606
2015-06-30,0.0
2015-07-02,2.8571
2015-07-06,8.3333
2015-07-21,-1.2821
2015-11-09,-20.7792
2016-06-01,-29.5082
2016-08-26,13.9535
2016-08-29,-8.1633
2016-08-30,0.0
2016-10-18,13.3333
2016-10-25,-15.6863
2016-12-28,-4.6512
2017-01-20,21.9512
2017-01-24,-8.0
2017-01-30,-2.1739
2017-03-02,-17.7778
2017-03-10,29.7297
2017-03-13,0.0
2017-03-14,0.0
2017-03-28,0.0
2017-04-19,0.0
2017-04-20,-20.8333
2017-04-24,2.6316
2017-06-14,20.5128
2017-06-15,0.0
2017-06-30,1.0638
2017-07-10,0.0
2017-07-13,0.0
2017-08-29,-13.6842
2017-09-22,-2.439
2017-09-27,2.5
2017-09-28,0.0
2017-11-13,21.9512
2017-11-14,0.0
2017-11-17,0.0
2017-11-24,-10.0
2017-11-28,0.0
2017-12-07,11.1111
2017-12-18,0.0
2017-12-19,2.0
2017-12-20,-21.5686
2017-12-21,27.5
2018-01-05,0.0
2018-01-24,-37.2549
2018-02-27,6.25
2018-04-24,50.0
2018-05-07,5.8824
2018-05-22,18.5185
2018-05-25,-34.0469
2018-06-14,30.3009
2018-06-15,0.0
2018-07-06,3.6364
2018-07-10,-3.5088
2018-07-17,0.0
2018-07-24,0.0
2018-07-25,-9.0909
2018-07-31,0.5
2018-08-02,9.4527
2018-08-07,-18.1818
2019-01-15,1.1111
2019-04-10,20.8791
2019-04-16,14.5455
2019-04-23,31.7619
2019-05-06,-15.6728
2019-05-15,-15.7143
2019-05-20,-3.3898
2019-05-23,0.0
2019-05-30,-8.7719
2019-06-06,0.0
2019-06-25,1.9231
2019-08-19,28.9623
2019-09-24,-4.9012
2019-10-09,-7.6923
2019-10-18,0.0
2019-10-22,-4.9167
2019-10-24,-0.0876
2019-10-25,5.2632
2019-11-04,3.3333
2019-11-05,1.6129
2019-12-03,6.3492
2019-12-05,-2.9851
2019-12-10,1.5385
2019-12-16,0.0
2020-01-10,-1.5152
2020-01-13,7.6923
2020-01-21,7.1429
2020-01-28,26.6667
2020-02-12,5.2632
2020-03-09,6.0
2020-03-25,-19.3396
2020-03-31,-23.9766
2020-04-01,22.9231
2020-04-08,-44.9312
2020-04-09,-9.0909
2020-04-14,0.0
2020-04-20,9.375
2020-05-01,16.5714
2020-05-12,0.0
2020-05-15,-21.5686
2020-05-22,0.0
2020-06-02,-8.75
2020-07-22,39.726
