ticker,MGPI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,1.6949
2000-01-04,-2.5
2000-01-05,2.5641
2000-01-06,3.3333
2000-01-07,-0.8065
2000-01-11,0.0
2000-01-12,0.0
2000-01-13,2.0325
2000-01-14,6.7729
2000-01-18,0.7463
2000-01-19,2.2222
2000-01-20,-1.4493
2000-01-21,0.0
2000-01-25,1.4706000000000001
2000-01-26,1.4493
2000-01-27,-8.5714
2000-01-28,1.5625
2000-01-31,1.5385
2000-02-01,-4.5455
2000-02-02,6.3492
2000-02-03,-2.9851
2000-02-04,-3.0769
2000-02-07,5.1587
2000-02-09,-0.3774
2000-02-10,-1.5152
2000-02-11,-7.6923
2000-02-14,3.3333
2000-02-15,-3.2258
2000-02-16,0.0
2000-02-17,1.6667
2000-02-18,0.0
2000-02-22,1.6393
2000-02-23,0.0
2000-02-24,-3.2258
2000-02-28,0.0
2000-03-01,-2.5
2000-03-02,0.8547
2000-03-03,0.0
2000-03-07,-1.6949
2000-03-08,-1.7241
2000-03-09,1.7544
2000-03-10,-0.8621
2000-03-13,-11.3043
2000-03-14,0.0
2000-03-15,9.8039
2000-03-16,3.5714
2000-03-17,1.7241
2000-03-20,13.5593
2000-03-21,2.9851
2000-03-22,0.0
2000-03-23,7.2464
2000-03-24,-3.3784
2000-03-27,-7.6923
2000-03-28,-21.2121
2000-03-29,9.6154
2000-03-30,-3.5088
2000-03-31,-7.2727
2000-04-03,5.8824
2000-04-04,1.8519
2000-04-05,-1.8182
2000-04-06,-1.8519
2000-04-07,3.7736
2000-04-10,-3.6364
2000-04-11,7.5472
2000-04-12,-1.7544
2000-04-13,-3.5714
2000-04-14,0.9259
2000-04-17,0.9174
2000-04-18,2.7273
2000-04-20,2.6549
2000-04-24,-1.7241
2000-04-26,0.0
2000-04-27,-0.8772
2000-04-28,0.0
2000-05-01,0.0
2000-05-02,3.5398
2000-05-03,-2.5641
2000-05-04,1.7544
2000-05-05,0.0
2000-05-08,3.4483
2000-05-09,6.6667
2000-05-10,0.0
2000-05-11,3.125
2000-05-12,0.7576
2000-05-15,-0.7519
2000-05-16,-4.5455
2000-05-17,-3.1746
2000-05-18,-4.918
2000-05-19,1.7241
2000-05-22,-1.6949
2000-05-23,1.2931
2000-05-24,-16.5957
2000-05-25,12.2449
2000-05-26,-3.6364
2000-05-30,2.8302
2000-05-31,0.9174
2000-06-01,0.0
2000-06-02,5.9091000000000005
2000-06-05,2.1459
2000-06-06,-2.1008
2000-06-07,6.4378
