ticker,WSR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-08-26,-4.1667
2010-08-27,0.087
2010-08-30,0.8688
2010-08-31,1.0853
2010-09-01,0.3436
2010-09-02,-0.0856
2010-09-03,0.0
2010-09-07,-0.5998
2010-09-08,0.2586
2010-09-09,-0.172
2010-09-10,-2.5011
2010-09-13,4.2437
2010-09-14,-0.4237
2010-09-15,0.1691
2010-09-16,-0.5937
2010-09-17,0.0
2010-09-20,0.2564
2010-09-21,0.9378
2010-09-22,0.5068
2010-09-23,0.3361
2010-09-24,-0.335
2010-09-27,0.2521
2010-09-28,0.8382
2010-09-29,0.6234
2010-09-30,-0.2498
2010-10-01,0.1268
2010-10-04,0.2069
2010-10-05,0.0
2010-10-06,0.5824
2010-10-07,0.3309
2010-10-08,2.8853999999999997
2010-10-11,3.0439
2010-10-12,0.2343
2010-10-13,0.0
2010-10-14,-0.4655
2010-10-15,0.1559
2010-10-18,0.9339
2010-10-19,-0.1542
2010-10-20,0.3861
2010-10-21,1.2029
2010-10-22,0.4076
2010-10-25,0.6813
2010-10-26,-1.8797000000000001
2010-10-27,1.5326
2010-10-28,0.4906
2010-10-29,0.8321
2010-11-01,0.075
2010-11-02,2.3238
2010-11-03,0.5128
2010-11-04,-0.5831
2010-11-05,-0.2933
2010-11-08,-0.1471
2010-11-09,0.8837
2010-11-10,0.365
2010-11-11,-0.8
2010-11-12,-0.2933
2010-11-15,1.1029
2010-11-16,-1.1636
2010-11-17,1.1773
2010-11-18,1.3082
2010-11-19,0.0727
2010-11-22,0.6456
2010-11-23,-0.2851
2010-11-24,-0.0643
2010-11-26,1.1373
2010-11-29,-0.6719
2010-11-30,-0.7168
2010-12-01,-0.3601
2010-12-02,1.3034
2010-12-03,-0.3648
2010-12-06,-0.5672
2010-12-07,1.0821
2010-12-08,-1.4277
2010-12-09,-0.6522
2010-12-10,1.4939
2010-12-13,-0.3939
2010-12-14,1.443
2010-12-15,-0.4979
2010-12-16,-0.2859
2010-12-17,-1.2903
2010-12-20,1.3072
2010-12-21,-0.2858
2010-12-22,2.3706
2010-12-23,1.6863000000000001
2010-12-27,-0.2072
2010-12-28,2.4913
2010-12-29,-0.135
2010-12-30,1.3860999999999999
2010-12-31,-0.6711
2011-01-03,-0.6757
2011-01-04,-1.7006999999999999
2011-01-05,1.2457
2011-01-06,0.1367
2011-01-07,1.093
2011-01-10,-1.959
2011-01-11,-1.5152
2011-01-12,0.0699
2011-01-13,0.6289
2011-01-14,1.4583
