ticker,ABVN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-09-16,900.0
2016-09-19,75.0
2016-09-20,-7.1429
2016-09-28,-15.3846
2016-09-30,-26.9091
2016-10-03,24.3781
2016-10-04,-20.0
2016-10-10,-30.0
2016-10-28,35.7143
2016-11-02,-5.2632
2016-11-03,-5.5556
2016-11-15,61.1765
2016-11-16,-12.4088
2016-11-17,-4.1667
2016-11-21,-19.5652
2016-12-07,-5.4054
2016-12-08,-37.1429
2016-12-09,-8.1818
2016-12-12,48.5149
2016-12-13,-0.6667
2016-12-20,-32.2148
2016-12-21,-0.9901
2017-01-09,190.0
2017-02-02,-31.0345
2017-02-06,-25.0
2017-02-07,33.3333
2017-02-27,-50.0
2017-02-28,200.0
2017-03-31,0.3333
2017-06-01,-30.2326
2017-06-14,-35.7143
2017-06-15,-7.4074
2017-06-28,38.16
2017-06-30,5.9641
2017-07-10,22.4044
2017-07-11,-19.6429
2017-07-12,-8.3333
2017-07-13,12.1212
2017-07-14,-24.3243
2017-07-18,7.1429
2017-07-19,-18.3333
2017-07-20,0.4082
2017-07-26,10.5691
2017-07-27,1.4706000000000001
2017-07-31,1.1812
2017-08-01,18.1694
2017-08-02,-22.4242
2017-08-03,5.4688
2017-08-07,2.963
2017-08-08,-0.9353
2017-08-09,56.1365
2017-08-11,-20.9302
2017-08-14,-0.5882
2017-08-15,26.6272
2017-08-16,0.0
2017-08-17,-16.3551
2017-08-18,11.7318
2017-08-23,-4.0
2017-08-24,6.7708
2017-08-28,-2.439
2017-08-31,50.0
2017-09-01,66.6667
2017-09-05,20.0
2017-09-06,0.0
2017-09-07,16.6667
2017-09-12,14.2857
2017-09-13,0.0
2017-09-15,-63.75
2017-09-18,-13.4483
2017-09-19,3.5857
2017-09-20,-9.6154
2017-09-22,10.6383
2017-09-25,15.0
2017-10-02,0.0
2017-10-03,-14.7492
2017-10-04,-11.7301
2017-10-05,-2.2222
2017-10-06,0.0
2017-10-11,2.2727
2017-10-13,4.4444
2017-10-19,0.0
2017-10-23,-6.383
2017-10-30,-31.8182
2017-11-08,16.6667
2017-11-09,11.4286
2017-11-17,-10.2564
2017-12-13,0.0
2018-01-10,0.0
2018-04-10,-11.4286
2018-05-04,-16.129
2018-05-07,30.7692
2018-05-09,-70.0
2018-05-10,243.1373
2018-05-15,-42.8571
2018-05-16,-37.99
2018-05-22,-17.7552
2018-05-29,-1.9607999999999999
2018-07-12,4.0
2018-07-13,-1.9231
2018-09-11,-1.9607999999999999
2018-09-14,0.0
2018-09-17,-40.0
2018-09-26,0.0
2018-09-27,0.0
2018-10-22,33.3333
2018-10-25,0.0
2018-11-13,27.5
2018-11-14,-50.9804
2019-01-15,0.0
2019-02-22,49.4
2019-02-25,-33.0656
2019-03-14,7.8
2019-04-10,-7.2356
2019-04-11,0.0
2019-04-18,52.0
2019-04-30,-34.2105
2019-05-28,80.0
2019-05-31,-50.0
2019-06-05,-22.2222
2019-06-06,0.0
2019-07-03,0.0
2019-08-01,128.5714
2019-08-06,-56.25
2019-08-14,100.0
2019-08-15,11.4286
2019-08-16,-10.2564
2019-08-19,45.7143
2019-08-20,-1.9607999999999999
2019-08-21,2.0
2019-08-22,37.2549
2019-08-28,-27.1429
2019-08-29,-9.8039
2019-09-03,19.5652
2019-11-18,-76.3636
2019-11-19,292.3077
2020-01-09,88.2353
2020-01-13,-60.9375
2020-03-17,-41.3333
2020-03-18,13.6364
2020-03-19,-32.0
2020-03-20,2.8824
2020-03-23,-8.5192
2020-03-27,0.0
2020-06-12,56.25
2020-06-15,40.0
2020-07-02,85.7143
2020-07-07,15.3846
2020-07-08,20.0
2020-07-09,11.1111
2020-07-10,0.0
2020-07-13,0.0
2020-07-14,0.0
2020-07-15,0.0
2020-07-16,15.0
2020-07-17,-7.8261
2020-07-20,8.4906
2020-07-21,0.0
2020-07-22,-9.5652
2020-07-23,19.2308
2020-07-24,0.8065
2020-07-27,-3.2
2020-07-28,2.4793
2020-07-29,0.8065
2020-07-31,12.0
