ticker,ORRF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-04,0.0
2000-01-05,3.2895
2000-01-06,0.0
2000-01-11,0.0
2000-01-12,0.0
2000-01-13,0.0
2000-01-14,0.0
2000-01-19,0.0
2000-01-20,0.0
2000-01-21,0.0
2000-02-02,0.0
2000-02-11,0.3185
2000-02-15,-0.9524
2000-02-23,0.9615
2000-02-25,-3.4920999999999998
2000-02-28,5.2632
2000-02-29,-5.0
2000-03-02,3.2895
2000-03-14,0.0
2000-03-15,-0.6369
2000-03-17,0.0
2000-03-22,2.5641
2000-04-11,-2.1576
2000-04-12,-1.2821
2000-04-13,-1.2987
2000-04-17,0.0
2000-04-18,1.3158
2000-04-19,0.0
2000-04-24,0.0
2000-04-25,0.0
2000-04-26,0.0
2000-04-27,-1.2987
2000-04-28,0.6579
2000-05-09,-0.6536
2000-05-18,0.6579
2000-05-26,-2.6144
2000-06-06,2.6846
2000-06-14,-1.9607999999999999
2000-06-26,0.0
2000-06-27,0.0
2000-06-28,0.3333
2000-06-30,0.3721
2000-07-03,-0.3322
2000-07-17,0.0
2000-07-20,2.0
2000-08-02,0.6536
2000-08-10,-0.6494
2000-08-11,0.0
2000-08-15,0.0
2000-08-16,-1.9607999999999999
2000-08-17,0.0
2000-08-23,2.0
2000-08-29,0.6536
2000-09-25,-2.2727
2000-09-26,0.9967
2000-10-03,6.9731
2000-10-04,1.2346
2000-10-12,-5.7927
2000-10-13,-2.589
2000-10-27,0.0
2000-10-30,0.0
2000-11-03,6.3123000000000005
2000-11-08,-5.0
2000-11-16,0.0
2000-12-05,0.0
2000-12-06,0.0
2000-12-14,10.526299999999999
2000-12-15,4.7619
2000-12-19,-9.0909
2001-01-03,0.3764
2001-01-25,0.0
2001-02-01,0.0
2001-02-05,-2.5
2001-02-09,0.0
2001-02-16,2.5641
2001-02-21,0.0
2001-02-28,-3.75
2001-03-02,1.2987
2001-03-23,-1.2821
2001-03-30,-0.9126
2001-04-02,0.0
2001-04-05,6.5789
2001-04-12,-6.1728
2001-05-02,2.6316
2001-05-04,2.5641
2001-05-14,2.5
2001-05-17,-4.878
2001-05-18,-2.5641
2001-05-22,5.2632
2001-05-23,0.0
2001-06-21,2.5
2001-06-22,-2.1951
2001-07-10,0.2503
2001-07-11,0.1248
2001-07-18,-0.1247
2001-07-23,8.6142
2001-07-25,-2.2989
2001-07-30,10.5835
2001-08-10,0.0
2001-09-06,-6.1662
2001-09-20,-16.6667
2001-09-24,25.7143
