ticker,KERN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-02-27,0.0
2018-02-28,-0.4158
2018-03-21,0.4175
2018-03-22,-0.2079
2018-03-26,0.0
2018-03-27,0.0
2018-03-28,-0.2083
2018-04-02,0.2088
2018-04-04,0.0
2018-04-05,-0.2083
2018-04-06,0.0
2018-04-10,0.0
2018-04-13,-0.8351
2018-04-16,2.6316
2018-04-17,-0.5128
2018-04-19,0.0
2018-04-24,2.5773
2018-04-26,-2.5126
2018-05-09,0.0
2018-05-11,-0.9278
2018-05-14,0.0
2018-05-15,0.9365
2018-05-16,-0.4124
2018-05-18,0.4141
2018-05-29,2.5773
2018-05-30,-2.0101
2018-05-31,-0.1026
2018-06-05,0.4107
2018-06-06,-0.3067
2018-06-13,-0.4103
2018-06-19,0.309
2018-06-20,0.2053
2018-06-25,-0.1025
2018-06-27,-0.2051
2018-06-29,0.3083
2018-07-03,-0.1014
2018-07-05,-0.001
2018-07-09,0.0
2018-07-13,1.5385
2018-07-17,0.0
2018-07-24,-0.2515
2018-07-25,1.2648
2018-07-27,-2.0
2018-07-30,4.0816
2018-08-10,-3.4314
2018-08-13,0.0
2018-08-14,1.8244
2018-08-15,-1.001
2018-08-17,2.7253
2018-08-21,0.001
2018-08-23,-0.9804
2018-08-24,-0.099
2018-08-30,-1.2309
2018-09-05,0.7445
2018-09-06,0.5976
2018-09-10,0.3
2018-09-11,-0.2991
2018-09-12,0.0
2018-09-17,0.0
2018-09-18,0.495
2018-09-19,0.0
2018-09-20,0.4926
2018-09-24,0.4892
2018-09-26,-0.4868
2018-09-27,0.0
2018-09-28,0.0
2018-10-01,0.0
2018-10-02,0.5882
2018-10-03,-0.0975
2018-10-04,0.0976
2018-10-05,-0.0448
2018-10-08,0.9224
2018-10-09,2.1256
2018-10-10,-0.6623
2018-10-11,-1.5238
2018-10-12,0.0696
2018-10-15,-0.3595
2018-10-16,-0.7759
2018-10-17,0.1955
2018-10-18,0.0
2018-10-19,-0.878
2018-10-22,0.0984
2018-10-23,-0.3933
2018-10-24,0.2962
2018-10-25,0.0
2018-10-26,0.251
2018-10-29,-0.5449
2018-10-30,0.1964
2018-10-31,-0.2897
2018-11-01,-0.0346
2018-11-02,-0.0682
2018-11-05,0.0979
2018-11-06,-0.1976
2018-11-07,0.0
2018-11-08,-0.3465
2018-11-09,0.7442
2018-11-12,-0.4921
2018-11-13,-1.4856
2018-11-14,0.8038
2018-11-15,0.1218
2018-11-16,0.0787
2018-11-19,-0.6643
