ticker,KERN US Equity
2018-11-20,-0.1344
2018-11-21,0.4026
2018-11-26,-0.039
2018-11-27,0.038
2018-11-28,0.4
2018-11-29,0.6972
2018-11-30,-0.0989
2018-12-03,0.0
2018-12-04,-0.495
2018-12-06,0.2985
2018-12-07,-0.3968
2018-12-10,0.1992
2018-12-11,-0.3976
2018-12-12,0.7984
2018-12-13,-0.001
2018-12-14,-0.2713
2018-12-17,-0.2234
2018-12-18,0.0
2018-12-19,0.2607
2018-12-20,0.0377
2018-12-21,0.0
2018-12-24,0.3968
2018-12-26,0.0988
2018-12-27,0.0
2018-12-28,-0.4047
2018-12-31,0.0099
2019-01-02,0.0991
2019-01-03,0.0
2019-01-04,0.0
2019-01-07,0.0
2019-01-08,0.297
2019-01-09,0.0
2019-01-10,-0.3949
2019-01-11,0.2042
2019-01-14,-0.3027
2019-01-15,-0.0992
2019-01-16,-0.1986
2019-01-17,-0.0965
2019-01-18,0.1663
2019-01-22,0.0298
2019-01-23,0.8946
2019-01-24,0.0
2019-01-25,0.0985
2019-01-28,-0.1998
2019-01-29,0.002
2019-01-30,-0.4477
2019-01-31,0.4507
2019-02-01,0.0
2019-02-04,0.0
2019-02-05,0.0493
2019-02-06,-0.1971
2019-02-07,-0.1472
2019-02-08,0.2957
2019-02-11,0.0986
2019-02-12,-0.0985
2019-02-13,-0.3925
2019-02-14,0.1069
2019-02-15,0.3857
2019-02-19,-0.1074
2019-02-20,-0.0602
2019-02-21,0.0582
2019-02-22,0.0108
2019-02-25,0.0503
2019-02-26,-0.2011
2019-02-27,-0.319
2019-02-28,0.0753
2019-03-01,0.0238
2019-03-04,-0.0238
2019-03-05,0.0495
2019-03-06,0.0495
2019-03-07,0.2967
2019-03-08,-0.0138
2019-03-11,-0.0848
2019-03-12,0.1974
2019-03-13,-0.0985
2019-03-14,-0.0986
2019-03-15,0.1974
2019-03-18,0.0
2019-03-19,0.0
2019-03-20,-0.6897
2019-03-21,0.6944
2019-03-22,-0.0522
2019-03-25,-0.3421
2019-03-26,0.3956
2019-03-27,0.0
2019-03-28,0.0
2019-03-29,-0.5271
2019-04-01,-0.2892
2019-04-02,0.1083
2019-04-03,0.2163
2019-04-04,0.0
2019-04-05,0.3465
2019-04-08,-0.0434
2019-04-09,-0.3011
2019-04-10,0.098
2019-04-11,0.0989
2019-04-12,-0.0889
2019-04-15,0.0069
2019-04-16,0.0821
2019-04-17,-0.001
2019-04-18,0.002
2019-04-22,0.3696
2019-04-23,0.1605
2019-04-24,0.0609
2019-04-25,0.0
2019-04-26,0.2947
2019-04-29,-0.4897
2019-04-30,0.0492
2019-05-01,-0.0492
2019-05-02,0.186
2019-05-03,0.0747
2019-05-06,-0.162
2019-05-07,0.1967
2019-05-08,0.0
2019-05-09,-0.1963
2019-05-10,0.1475
2019-05-13,0.0128
2019-05-14,0.1011
2019-05-15,-0.0647
2019-05-16,0.2944
2019-05-17,0.0
2019-05-20,0.0978
2019-05-21,-0.174
2019-05-22,-0.4123
2019-05-23,0.2635
2019-05-24,0.1285
2019-05-28,-0.2938
2019-05-29,0.2947
2019-05-30,-0.1959
2019-05-31,0.0981
2019-06-03,-0.1108
2019-06-04,0.3072
2019-06-05,0.7828
2019-06-06,-0.8738
2019-06-07,0.097
2019-06-10,-0.4883
2019-06-11,0.0492
2019-06-12,0.1474
2019-06-13,-0.0393
2019-06-14,3.0827
2019-06-17,14.1905
2019-06-18,28.0234
2019-06-19,224.43
2019-06-20,-26.6064
2019-06-21,-25.9918
2019-06-24,-14.085
2019-06-25,-0.1721
2019-06-26,-11.3793
2019-06-27,5.5447
2019-06-28,-0.4608
2019-07-01,-10.8796
2019-07-02,-5.039
2019-07-03,-17.8884
2019-07-05,-4.5969
2019-07-08,5.4818
2019-07-09,-1.4896
2019-07-10,-2.6882
2019-07-11,-2.6243
2019-07-12,-2.1986
2019-07-15,-2.393
2019-07-16,-4.2348
2019-07-17,6.2839
2019-07-18,-5.5474
2019-07-19,-0.4637
2019-07-22,-2.4845
2019-07-23,3.9013
2019-07-24,4.751
2019-07-25,-15.801
2019-07-26,-1.2163
2019-07-29,1.5831
2019-07-30,0.7792
2019-07-31,-7.1306
2019-08-01,-14.8936
2019-08-02,7.6087
2019-08-05,0.202
2019-08-06,-0.4032
2019-08-07,-1.0121
2019-08-08,1.3292
2019-08-09,1.11
2019-08-12,-1.6966
2019-08-13,0.5076
2019-08-14,-1.5152
2019-08-15,-6.4615
2019-08-16,-5.5921
2019-08-19,0.1161
2019-08-20,7.6566
2019-08-21,2.1552
2019-08-22,-8.3333
2019-08-23,0.1151
2019-08-26,1.1494
2019-08-27,5.2273
2019-08-28,-1.2959
2019-08-29,-2.407
2019-08-30,-5.4933
2019-09-03,-1.1862
2019-09-04,-2.7611
2019-09-05,-9.1358
2019-09-06,5.9783
2019-09-09,5.641
2019-09-10,4.0049
2019-09-11,1.0502
2019-09-12,0.0
2019-09-13,-1.6166
2019-09-16,-0.2347
2019-09-17,3.4118
2019-09-18,-2.1615
2019-09-19,-0.5814
2019-09-20,-0.5848
2019-09-23,-6.0
2019-09-24,-3.5044
2019-09-25,-8.1712
2019-09-26,0.7062
2019-09-27,-8.8359
2019-09-30,-8.7692
2019-10-01,-3.204
2019-10-02,4.878
2019-10-03,6.3123000000000005
2019-10-04,0.9375
2019-10-07,-3.5604
2019-10-08,-3.6917999999999997
2019-10-09,-4.3333
2019-10-10,-3.3101
2019-10-11,3.0631
2019-10-14,-3.8462
2019-10-15,4.3636
2019-10-16,-3.6585
2019-10-17,4.7016
2019-10-18,-2.418
2019-10-21,-3.7168
2019-10-22,2.7574
2019-10-23,1.2522
2019-10-24,0.1767
2019-10-25,-8.1129
2019-10-28,-0.1919
2019-10-29,-2.6923
2019-10-30,-1.1858
2019-10-31,-2.0
2019-11-01,-0.8163
2019-11-04,-0.823
2019-11-05,-4.7718
2019-11-06,-9.5861
2019-11-07,1.6867
2019-11-08,0.4739
2019-11-11,-2.3585
2019-11-12,-5.7971
2019-11-13,-7.6923
2019-11-14,5.5556
2019-11-15,56.3
2019-11-18,-12.2807
2019-11-19,-3.4549
2019-11-20,-5.5666
2019-11-21,12.6316
2019-11-22,35.3271
2019-11-25,-15.3453
2019-11-26,26.6112
2019-11-27,-3.7371
2019-11-29,-0.1339
2019-12-02,21.4477
2019-12-03,37.9691
2019-12-04,-6.88
2019-12-05,-9.4502
2019-12-06,-1.518
2019-12-09,13.5838
2019-12-10,-1.6115
2019-12-11,3.4483
2019-12-12,3.5833
2019-12-13,-6.0338
2019-12-16,-6.1644
2019-12-17,0.365
2019-12-18,1.4545
2019-12-19,-3.3154
2019-12-20,-4.5412
2019-12-23,-18.4466
2019-12-24,-6.1905
2019-12-26,11.5482
2019-12-27,-5.6883
2019-12-30,-2.6538
2019-12-31,4.461
2020-01-02,0.4745
2020-01-03,-2.2432
2020-01-06,-4.3478
2020-01-07,-4.0404
2020-01-08,-5.9211
2020-01-09,4.1958
2020-01-10,-4.8322
2020-01-13,0.141
2020-01-14,1.9718
2020-01-15,24.3094
2020-01-16,-4.3333
2020-01-17,2.6713
2020-01-21,-8.371
2020-01-22,5.1852
2020-01-23,9.7418
2020-01-24,-6.0963
2020-01-27,-4.2141
2020-01-28,2.2592
2020-01-29,-2.7907
2020-01-30,-5.9809
2020-01-31,3.3079
2020-02-03,-4.064
2020-02-04,-0.5135
2020-02-05,1.2903
2020-02-06,-6.7516
2020-02-07,4.5082
2020-02-10,2.6144
2020-02-11,0.3822
2020-02-12,5.203
2020-02-13,-14.8372
2020-02-14,0.4249
2020-02-18,-2.9619
2020-02-19,1.1628
2020-02-20,1.4368
2020-02-21,3.1161
2020-02-24,-2.1978
2020-02-25,7.7247
2020-02-26,2.8683
2020-02-27,-7.858
2020-02-28,4.4017
2020-03-02,8.9592
2020-03-03,-11.0036
2020-03-04,3.2609
2020-03-05,-1.9737
2020-03-06,-7.2483
2020-03-09,-35.3111
2020-03-10,9.6197
2020-03-11,24.898
2020-03-12,-16.9935
2020-03-13,-0.1969
2020-03-16,-17.9487
2020-03-17,12.9808
2020-03-18,-14.8936
2020-03-19,9.0
2020-03-20,-7.5687999999999995
2020-03-23,0.9926
2020-03-24,4.6683
2020-03-25,18.3099
2020-03-26,18.4524
2020-03-27,-10.3853
2020-03-30,-6.1682
2020-03-31,1.992
2020-04-01,5.8594
2020-04-02,0.738
2020-04-03,-2.0147
2020-04-06,14.9533
2020-04-07,3.252
2020-04-08,11.811
2020-04-09,1.9718
2020-04-13,10.0829
2020-04-14,1.2547
2020-04-15,-3.8414
2020-04-16,-0.7732
2020-04-17,2.0779
2020-04-20,-8.2697
2020-04-21,3.7448
2020-04-22,3.3422
2020-04-23,6.3389
2020-04-24,0.2433
2020-04-27,9.2233
2020-04-28,0.5556
2020-04-29,-2.3204000000000002
2020-04-30,-5.543
2020-05-01,-12.6946
2020-05-04,-1.0974
2020-05-05,-0.1387
2020-05-06,4.1667
2020-05-07,3.7333
2020-05-08,1.1568
2020-05-11,-1.6518000000000002
2020-05-12,-3.7468
2020-05-13,-0.2685
2020-05-14,-4.8452
2020-05-15,2.9703
2020-05-18,2.3352
2020-05-19,6.5772
2020-05-20,1.6373
2020-05-21,-0.7435
2020-05-22,11.985
2020-05-26,12.1516
2020-05-27,2.6839
2020-05-28,0.1936
2020-05-29,-10.3382
2020-06-01,4.6336
2020-06-02,-3.9135
2020-06-03,-0.3215
2020-06-04,-0.7527
2020-06-05,-0.7584
2020-06-08,18.3406
2020-06-09,-5.1661
2020-06-10,5.0584
2020-06-11,-7.4074
2020-06-12,6.6
2020-06-15,3.7523
2020-06-16,-2.8933
2020-06-17,-8.5661
2020-06-18,-8.3503
2020-06-19,0.4444
2020-06-22,-5.4204
2020-06-23,-5.2632
2020-06-24,0.4938
2020-06-25,14.8649
2020-06-26,-4.7059
2020-06-29,0.1122
2020-06-30,-1.3453
2020-07-01,-1.8182
2020-07-02,-4.9769
2020-07-06,0.1218
2020-07-07,-6.9343
2020-07-08,-2.8758
2020-07-09,-2.1534
2020-07-10,3.3012
2020-07-13,-4.6605
2020-07-14,-2.2346
2020-07-15,6.0
2020-07-16,-3.6388
2020-07-17,-2.7972
2020-07-20,-2.5899
2020-07-21,-2.6588000000000003
2020-07-22,-4.4006
2020-07-23,-1.2698
2020-07-24,2.7331
2020-07-27,-0.7825
2020-07-28,4.5741
2020-07-29,-3.0166
2020-07-30,-1.7107
2020-07-31,3.3228
