ticker,STMH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-06-06,25.0
2018-06-07,50.0
2018-06-08,3.3333
2018-06-12,-16.129
2018-06-13,19.2308
2018-06-14,-19.3548
2018-06-15,-20.0
2018-06-18,0.0
2018-06-19,5.0
2018-06-20,9.3333
2018-06-21,-8.5366
2018-06-22,0.0
2018-06-25,-4.7619
2018-06-26,10.0
2018-06-27,0.0
2018-06-28,-2.7273
2018-06-29,0.9346
2018-07-02,0.3704
2018-07-05,-0.369
2018-07-09,-2.7778
2018-07-10,5.7143
2018-07-16,-3.6036
2018-07-17,-4.6729
2018-07-18,4.902
2018-07-19,-6.5421
2018-07-20,-1.0
2018-07-24,-4.0404
2018-07-26,-5.2632
2018-07-31,5.5556
2018-08-01,0.0
2018-08-02,4.2105
2018-08-03,0.0
2018-08-06,1.0101
2018-08-07,-1.0
2018-08-08,-7.0707
2018-08-09,2.1739
2018-08-10,-13.617
2018-08-13,2.2167
2018-08-14,-3.6145
2018-08-15,-1.25
2018-08-16,5.0633
2018-08-20,-4.8193
2018-08-21,-10.1266
2018-08-22,-1.4085
2018-08-23,2.2857
2018-08-24,-5.0279
2018-08-27,-5.8824
2018-08-28,-6.25
2018-08-29,0.0
2018-08-30,-1.6667
2018-08-31,-8.9831
2018-09-04,-5.0279
2018-09-05,0.0
2018-09-06,2.7451
2018-09-07,-9.1603
2018-09-10,-18.0672
2018-09-11,-12.8205
2018-09-12,8.8235
2018-09-13,2.973
2018-09-14,2.3622
2018-09-17,10.2564
2018-09-18,-9.3023
2018-09-19,-4.1026
2018-09-20,6.4171
2018-09-21,0.5025
2018-09-24,22.0
2018-09-25,-7.7869
2018-09-26,-1.7778
2018-09-27,-1.3575
2018-09-28,2.2936
2018-10-01,7.6233
2018-10-02,0.0
2018-10-03,-4.1667
2018-10-04,-4.3478
2018-10-05,4.5455
2018-10-09,-6.9565
2018-10-10,3.271
2018-10-11,5.8824
2018-10-12,1.7094
2018-10-15,-7.563
2018-10-16,4.5455
2018-10-17,1.7391
2018-10-18,-5.9829
2018-10-19,-1.8182
2018-10-22,-2.7778
2018-10-23,0.0
2018-10-24,-7.619
2018-10-25,0.5155
2018-10-26,2.5641
2018-10-29,0.0
2018-10-30,7.0
2018-10-31,2.3364
2018-11-01,5.0228
2018-11-02,-2.1739
2018-11-05,2.2222
2018-11-06,-2.1739
2018-11-07,2.2222
2018-11-08,0.0
2018-11-09,-2.1739
2018-11-12,2.2222
2018-11-13,1.7391
